crashId,dateTimeId
20241190,20241190_7_2024_10:45
20241097,20241097_7_2024_13:00
20242265,20242265_7_2024_13:59
20241250,20241250_7_2024_14:15
20242200,20242200_7_2024_16:30
20242234,20242234_7_2024_18:30
20242048,20242048_7_2024_22:22
20242003,20242003_6_2024_12:50
20243252,20243252_6_2024_14:00
20243061,20243061_6_2024_14:00
20242162,20242162_6_2024_14:39
20244071,20244071_6_2024_16:48
20241047,20241047_6_2024_17:15
20241205,20241205_6_2024_17:45
20241024,20241024_6_2024_18:20
20242096,20242096_6_2024_19:08
20242240,20242240_6_2024_21:04
20243139,20243139_6_2024_23:00
20243075,20243075_6_2024_3:00
20244051,20244051_6_2024_8:40
20241070,20241070_6_2024_9:30
20244079,20244079_6_2024_9:30
20243051,20243051_6_2024_10:00
20242237,20242237_6_2024_10:24
20243148,20243148_6_2024_11:00
20242157,20242157_6_2024_13:38
20244022,20244022_6_2024_14:51
20241142,20241142_6_2024_15:15
20241124,20241124_6_2024_15:20
20241010,20241010_6_2024_17:20
20241252,20241252_6_2024_19:10
20243155,20243155_6_2024_22:00
20243163,20243163_6_2024_0:00
20243269,20243269_6_2024_16:00
20243056,20243056_6_2024_23:00
20243049,20243049_6_2024_0:00
20243103,20243103_6_2024_3:00
20242233,20242233_6_2024_3:55
20243014,20243014_6_2024_9:00
20241198,20241198_6_2024_9:13
20242249,20242249_6_2024_10:45
20243154,20243154_6_2024_11:00
20241100,20241100_6_2024_12:09
20241074,20241074_6_2024_12:15
20243263,20243263_6_2024_13:00
20242016,20242016_6_2024_13:00
20244017,20244017_6_2024_14:02
20244009,20244009_6_2024_16:15
20242085,20242085_6_2024_16:50
20244012,20244012_6_2024_20:19
20243205,20243205_6_2024_21:00
20241035,20241035_6_2024_23:15
20241161,20241161_6_2024_8:40
20241062,20241062_6_2024_17:19
20243119,20243119_6_2024_18:00
20241155,20241155_6_2024_19:18
20243152,20243152_6_2024_21:00
20243053,20243053_6_2024_6:00
20241039,20241039_6_2024_6:00
20242154,20242154_6_2024_7:40
20243215,20243215_6_2024_8:00
20243026,20243026_6_2024_10:00
20241050,20241050_6_2024_11:29
20243271,20243271_6_2024_14:00
20241133,20241133_6_2024_15:15
20248008,20248008_6_2024_17:05
20244037,20244037_6_2024_21:20
20242143,20242143_6_2024_0:41
20241273,20241273_6_2024_3:23
20242067,20242067_6_2024_6:15
20242214,20242214_6_2024_9:00
20243238,20243238_6_2024_12:00
20242011,20242011_6_2024_13:35
20241180,20241180_6_2024_17:20
20241059,20241059_6_2024_17:25
20241021,20241021_6_2024_17:50
20242254,20242254_6_2024_21:12
20243256,20243256_6_2024_23:00
20241245,20241245_6_2024_23:00
20243126,20243126_5_2024_14:00
20244082,20244082_5_2024_14:10
20241108,20241108_5_2024_15:30
20242137,20242137_5_2024_18:10
20241005,20241005_5_2024_18:55
20241051,20241051_5_2024_20:40
20243128,20243128_5_2024_21:00
20242109,20242109_5_2024_21:45
20241116,20241116_5_2024_22:40
20243226,20243226_5_2024_12:00
20242092,20242092_5_2024_17:54
20242125,20242125_5_2024_19:30
20244077,20244077_5_2024_14:45
20242049,20242049_5_2024_16:36
20243265,20243265_5_2024_17:00
20243122,20243122_5_2024_0:00
20243151,20243151_5_2024_12:00
20241283,20241283_5_2024_14:00
20242262,20242262_5_2024_16:00
20242100,20242100_5_2024_16:22
20242211,20242211_5_2024_16:32
20241168,20241168_5_2024_19:25
20241162,20241162_5_2024_22:25
20241073,20241073_5_2024_22:38
20243097,20243097_5_2024_5:00
20242182,20242182_5_2024_8:40
20243123,20243123_5_2024_10:00
20242044,20242044_5_2024_12:34
20241120,20241120_5_2024_17:44
20242266,20242266_5_2024_19:14
20241048,20241048_5_2024_23:15
20243023,20243023_5_2024_2:00
20243137,20243137_5_2024_5:00
20241200,20241200_5_2024_6:29
20242151,20242151_5_2024_7:14
20242223,20242223_5_2024_8:15
20241259,20241259_5_2024_8:30
20241264,20241264_5_2024_10:50
20243086,20243086_5_2024_13:00
20242215,20242215_5_2024_13:24
20246012,20246012_5_2024_15:30
20244068,20244068_5_2024_16:36
20241296,20241296_5_2024_18:00
20241006,20241006_5_2024_19:57
20241258,20241258_5_2024_22:48
20241290,20241290_5_2024_0:30
20241056,20241056_5_2024_0:30
20242014,20242014_5_2024_0:42
20241251,20241251_5_2024_4:42
20243076,20243076_5_2024_7:00
20243162,20243162_5_2024_8:00
20242027,20242027_5_2024_13:00
20243029,20243029_5_2024_15:00
20242179,20242179_5_2024_15:11
20244080,20244080_5_2024_15:55
20242241,20242241_5_2024_16:08
20244047,20244047_5_2024_17:10
20241041,20241041_5_2024_18:26
20241165,20241165_5_2024_18:30
20242077,20242077_5_2024_19:05
20242078,20242078_5_2024_19:13
20242017,20242017_5_2024_21:57
20243223,20243223_4_2024_1:00
20241271,20241271_4_2024_3:30
20242217,20242217_4_2024_12:48
20242245,20242245_4_2024_12:50
20241170,20241170_4_2024_13:00
20242199,20242199_4_2024_13:15
20241177,20241177_4_2024_13:58
20246015,20246015_4_2024_15:08
20242165,20242165_4_2024_18:20
20241011,20241011_4_2024_18:36
20243260,20243260_4_2024_23:00
20241083,20241083_4_2024_4:25
20246006,20246006_4_2024_7:22
20244058,20244058_4_2024_12:25
20243218,20243218_4_2024_13:00
20241089,20241089_4_2024_13:45
20243146,20243146_4_2024_14:00
20241295,20241295_4_2024_14:23
20243264,20243264_4_2024_16:00
20241136,20241136_4_2024_16:15
20241281,20241281_4_2024_16:15
20241076,20241076_4_2024_19:00
20244073,20244073_4_2024_19:33
20242094,20242094_4_2024_1:06
20241058,20241058_4_2024_2:30
20241019,20241019_4_2024_7:30
20241275,20241275_4_2024_8:00
20243222,20243222_4_2024_9:00
20241065,20241065_4_2024_9:15
20243094,20243094_4_2024_11:00
20243145,20243145_4_2024_12:00
20241305,20241305_4_2024_19:30
20242146,20242146_4_2024_22:26
20241231,20241231_4_2024_0:01
20241145,20241145_4_2024_0:17
20241228,20241228_4_2024_2:00
20243030,20243030_4_2024_5:00
20243034,20243034_4_2024_8:00
20242058,20242058_4_2024_9:12
20241085,20241085_4_2024_9:45
20243091,20243091_4_2024_10:00
20243184,20243184_4_2024_12:00
20242104,20242104_4_2024_13:39
20248004,20248004_4_2024_13:45
20242101,20242101_4_2024_13:53
20243195,20243195_4_2024_15:00
20243055,20243055_4_2024_18:00
20241212,20241212_4_2024_21:50
20241241,20241241_4_2024_22:00
20243071,20243071_4_2024_0:00
20241171,20241171_4_2024_2:09
20243193,20243193_4_2024_6:00
20244011,20244011_4_2024_6:40
20242225,20242225_4_2024_7:35
20242160,20242160_4_2024_8:20
20241183,20241183_4_2024_11:12
20241025,20241025_4_2024_12:04
20241079,20241079_4_2024_12:40
20246010,20246010_4_2024_13:33
20242235,20242235_4_2024_14:35
20242113,20242113_4_2024_15:00
20242025,20242025_4_2024_15:30
20241148,20241148_4_2024_15:30
20241262,20241262_4_2024_18:56
20241172,20241172_4_2024_4:07
20242192,20242192_4_2024_9:00
20241014,20241014_4_2024_10:40
20242191,20242191_4_2024_12:03
20243189,20243189_4_2024_13:00
20244033,20244033_4_2024_13:10
20241206,20241206_4_2024_15:00
20243069,20243069_4_2024_16:00
20243188,20243188_4_2024_17:00
20241130,20241130_4_2024_19:00
20241178,20241178_4_2024_21:20
20248011,20248011_4_2024_4:45
20241043,20241043_4_2024_12:15
20244054,20244054_4_2024_12:45
20243032,20243032_4_2024_13:00
20244015,20244015_4_2024_16:35
20243112,20243112_4_2024_17:00
20243253,20243253_4_2024_22:00
20246028,20246028_3_2024_1:19
20242244,20242244_3_2024_1:45
20244006,20244006_3_2024_3:25
20241154,20241154_3_2024_5:00
20241146,20241146_3_2024_5:00
20242009,20242009_3_2024_5:50
20241217,20241217_3_2024_11:24
20242030,20242030_3_2024_12:45
20243025,20243025_3_2024_13:00
20242168,20242168_3_2024_13:13
20246021,20246021_3_2024_14:05
20241238,20241238_3_2024_14:55
20241158,20241158_3_2024_15:58
20243228,20243228_3_2024_17:00
20242210,20242210_3_2024_17:04
20242253,20242253_3_2024_17:10
20242256,20242256_3_2024_19:40
20241289,20241289_3_2024_19:55
20243045,20243045_3_2024_21:00
20242028,20242028_3_2024_22:20
20243054,20243054_3_2024_23:00
20241187,20241187_3_2024_23:07
20246007,20246007_3_2024_3:00
20241126,20241126_3_2024_11:00
20244049,20244049_3_2024_14:15
20242021,20242021_3_2024_15:55
20242045,20242045_3_2024_20:20
20243101,20243101_3_2024_22:00
20242206,20242206_3_2024_2:10
20242117,20242117_3_2024_6:25
20241226,20241226_3_2024_11:13
20242079,20242079_3_2024_13:32
20241156,20241156_3_2024_14:10
20243093,20243093_3_2024_16:00
20243125,20243125_3_2024_18:00
20243134,20243134_3_2024_18:00
20242239,20242239_3_2024_22:10
20241232,20241232_3_2024_23:40
20241061,20241061_3_2024_4:00
20244056,20244056_3_2024_9:34
20242039,20242039_3_2024_11:00
20241182,20241182_3_2024_11:05
20241044,20241044_3_2024_12:08
20242131,20242131_3_2024_15:45
20244031,20244031_3_2024_17:15
20242059,20242059_3_2024_19:35
20242033,20242033_3_2024_21:17
20241207,20241207_3_2024_22:00
20243033,20243033_3_2024_22:00
20242159,20242159_3_2024_0:50
20243177,20243177_3_2024_2:00
20243241,20243241_3_2024_3:00
20243132,20243132_3_2024_5:00
20243159,20243159_3_2024_6:00
20242072,20242072_3_2024_9:00
20243028,20243028_3_2024_9:00
20243105,20243105_3_2024_10:00
20242258,20242258_3_2024_12:04
20241007,20241007_3_2024_12:25
20241227,20241227_3_2024_14:10
20243130,20243130_3_2024_15:00
20242065,20242065_3_2024_16:50
20243259,20243259_3_2024_17:00
20244052,20244052_3_2024_17:05
20242247,20242247_3_2024_20:30
20241093,20241093_3_2024_20:50
20241276,20241276_3_2024_23:10
20242208,20242208_3_2024_5:46
20241157,20241157_3_2024_7:10
20244065,20244065_3_2024_7:54
20242054,20242054_3_2024_9:55
20242221,20242221_3_2024_14:10
20242197,20242197_3_2024_17:40
20241075,20241075_3_2024_19:00
20241279,20241279_3_2024_2:04
20243095,20243095_3_2024_5:00
20243272,20243272_3_2024_6:00
20243027,20243027_3_2024_14:00
20248001,20248001_3_2024_14:30
20242228,20242228_3_2024_20:18
20242105,20242105_2_2024_3:48
20241069,20241069_2_2024_6:15
20244074,20244074_2_2024_7:17
20244008,20244008_2_2024_8:30
20243100,20243100_2_2024_9:00
20241122,20241122_2_2024_9:14
20244064,20244064_2_2024_9:25
20243138,20243138_2_2024_11:00
20241141,20241141_2_2024_13:30
20241244,20241244_2_2024_13:45
20242236,20242236_2_2024_14:00
20242195,20242195_2_2024_15:00
20242010,20242010_2_2024_16:35
20242205,20242205_2_2024_17:20
20244002,20244002_2_2024_19:30
20242041,20242041_2_2024_20:26
20242084,20242084_2_2024_2:58
20243230,20243230_2_2024_3:00
20241114,20241114_2_2024_5:30
20243068,20243068_2_2024_7:00
20243099,20243099_2_2024_7:00
20242145,20242145_2_2024_10:55
20243062,20243062_2_2024_12:00
20244048,20244048_2_2024_12:38
20241112,20241112_2_2024_16:25
20243047,20243047_2_2024_17:00
20242198,20242198_2_2024_17:30
20243202,20243202_2_2024_21:00
20244029,20244029_2_2024_21:15
20241185,20241185_2_2024_1:30
20242153,20242153_2_2024_3:15
20243257,20243257_2_2024_4:00
20243149,20243149_2_2024_10:00
20242202,20242202_2_2024_11:38
20243245,20243245_2_2024_12:00
20244004,20244004_2_2024_12:45
20241123,20241123_2_2024_12:50
20242222,20242222_2_2024_13:49
20242248,20242248_2_2024_14:02
20241213,20241213_2_2024_18:45
20242220,20242220_2_2024_19:58
20242047,20242047_2_2024_3:45
20243270,20243270_2_2024_4:00
20241121,20241121_2_2024_6:00
20243016,20243016_2_2024_9:00
20241038,20241038_2_2024_10:00
20243200,20243200_2_2024_10:00
20243039,20243039_2_2024_11:00
20242246,20242246_2_2024_12:01
20242063,20242063_2_2024_14:25
20243180,20243180_2_2024_15:00
20241297,20241297_2_2024_18:30
20243059,20243059_2_2024_19:00
20242242,20242242_2_2024_19:20
20242091,20242091_2_2024_7:20
20243077,20243077_2_2024_8:00
20244038,20244038_2_2024_12:30
20243136,20243136_2_2024_13:00
20243211,20243211_2_2024_15:00
20241270,20241270_2_2024_17:40
20241225,20241225_2_2024_17:48
20241084,20241084_2_2024_20:15
20243050,20243050_2_2024_4:00
20243216,20243216_2_2024_6:00
20242190,20242190_2_2024_7:35
20243115,20243115_2_2024_8:00
20242116,20242116_2_2024_9:10
20241129,20241129_2_2024_10:45
20244076,20244076_2_2024_13:22
20243141,20243141_2_2024_19:00
20241095,20241095_2_2024_19:40
