personId,roadUser,gender,age,ageGroup,crashId
1,Driver,Male,74,65_to_74,20241115
2,Driver,Female,19,17_to_25,20241125
3,Driver,Female,33,26_to_39,20246013
4,Driver,Female,32,26_to_39,20241002
5,Passenger,Female,61,40_to_64,20243185
6,Motorcycle rider,Male,47,40_to_64,20244016
7,Passenger,Female,29,26_to_39,20243168
8,Motorcycle rider,Male,19,17_to_25,20246003
9,Driver,Female,55,40_to_64,20246001
10,Driver,Female,45,40_to_64,20244081
11,Pedestrian,Male,50,40_to_64,20241087
12,Driver,Male,45,40_to_64,20241054
13,Driver,Male,61,40_to_64,20244042
14,Pedestrian,Male,74,65_to_74,20243246
15,Driver,Male,25,17_to_25,20241101
16,Pedestrian,Male,4,0_to_16,20241216
17,Driver,Male,27,26_to_39,20241300
18,Driver,Male,66,65_to_74,20243007
19,Driver,Male,27,26_to_39,20241278
20,Pedestrian,Female,65,65_to_74,20241149
21,Driver,Male,32,26_to_39,20241068
22,Driver,Male,25,17_to_25,20243273
23,Motorcycle rider,Male,69,65_to_74,20244020
24,Driver,Female,59,40_to_64,20244055
25,Passenger,Female,68,65_to_74,20244055
26,Motorcycle rider,Male,69,65_to_74,20241094
27,Passenger,Female,68,65_to_74,20243160
28,Driver,Male,76,75_or_older,20243160
29,Motorcycle rider,Male,35,26_to_39,20243209
30,Motorcycle rider,Male,55,40_to_64,20244001
31,Motorcycle rider,Male,63,40_to_64,20243243
32,Passenger,Female,66,65_to_74,20246016
33,Pedal cyclist,Male,61,40_to_64,20241119
34,Driver,Female,30,26_to_39,20241119
35,Driver,Male,34,26_to_39,20241169
36,Driver,Male,26,26_to_39,20241291
37,Motorcycle rider,Male,46,40_to_64,20243036
38,Pedestrian,Female,50,40_to_64,20244026
39,Pedestrian,Female,85,75_or_older,20241077
40,Driver,Female,92,75_or_older,20241028
41,Driver,Male,76,75_or_older,20241022
42,Motorcycle rider,Male,60,40_to_64,20243015
43,Driver,Female,74,65_to_74,20244023
44,Motorcycle rider,Male,26,26_to_39,20241098
45,Driver,Female,60,40_to_64,20243114
46,Passenger,Female,59,40_to_64,20243114
47,Motorcycle rider,Male,45,40_to_64,20241040
48,Driver,Female,90,75_or_older,20241174
49,Driver,Male,32,26_to_39,20241088
50,Driver,Male,49,40_to_64,20241255
51,Driver,Male,21,17_to_25,20241053
52,Passenger,Male,21,17_to_25,20241053
53,Driver,Male,16,0_to_16,20243046
54,Passenger,Female,22,17_to_25,20243046
55,Driver,Female,21,17_to_25,20241080
56,Passenger,Male,23,17_to_25,20243044
57,Passenger,Female,80,75_or_older,20241274
58,Passenger,Male,23,17_to_25,20243176
59,Pedestrian,Female,64,40_to_64,20241181
60,Driver,Female,17,17_to_25,20243110
61,Motorcycle rider,Male,71,65_to_74,20244044
62,Driver,Male,66,65_to_74,20243147
63,Motorcycle rider,Male,60,40_to_64,20244019
64,Driver,Male,54,40_to_64,20241194
65,Motorcycle rider,Male,18,17_to_25,20241139
66,Driver,Male,24,17_to_25,20241197
67,Pedestrian,Male,27,26_to_39,20243220
68,Driver,Male,38,26_to_39,20243267
69,Passenger,Female,97,75_or_older,20241057
70,Driver,Male,83,75_or_older,20243174
71,Driver,Male,49,40_to_64,20241166
72,Driver,Male,36,26_to_39,20243213
73,Driver,Male,70,65_to_74,20241096
74,Driver,Female,29,26_to_39,20242089
75,Motorcycle rider,Male,26,26_to_39,20243073
76,Driver,Male,43,40_to_64,20241027
77,Motorcycle rider,Male,61,40_to_64,20241163
78,Driver,Male,52,40_to_64,20243143
79,Motorcycle rider,Male,22,17_to_25,20241222
80,Driver,Male,53,40_to_64,20241218
81,Motorcycle rider,Male,44,40_to_64,20243249
82,Passenger,Female,57,40_to_64,20243098
83,Driver,Male,18,17_to_25,20241306
84,Passenger,Male,18,17_to_25,20243037
85,Driver,Male,53,40_to_64,20244083
86,Motorcycle rider,Male,25,17_to_25,20241196
87,Passenger,Female,44,40_to_64,20244028
88,Passenger,Female,64,40_to_64,20244028
89,Driver,Male,17,17_to_25,20243038
90,Pedestrian,Female,43,40_to_64,20242023
91,Driver,Female,83,75_or_older,20242230
92,Pedal cyclist,Male,71,65_to_74,20242127
93,Motorcycle rider,Male,69,65_to_74,20242120
94,Passenger,Male,87,75_or_older,20241106
95,Pedestrian,Female,58,40_to_64,20241230
96,Driver,Male,45,40_to_64,20241055
97,Motorcycle rider,Male,43,40_to_64,20241267
98,Driver,Male,38,26_to_39,20242260
99,Driver,Male,15,0_to_16,20242057
100,Driver,Male,27,26_to_39,20243153
101,Pedestrian,Male,63,40_to_64,20242161
102,Motorcycle rider,Male,38,26_to_39,20241236
103,Pedal cyclist,Male,36,26_to_39,20243172
104,Motorcycle rider,Male,47,40_to_64,20241188
105,Driver,Female,78,75_or_older,20243191
106,Driver,Female,19,17_to_25,20243191
107,Driver,Female,76,75_or_older,20241256
108,Passenger,Male,23,17_to_25,20241256
109,Driver,Female,78,75_or_older,20242019
110,Passenger,Male,25,17_to_25,20243008
111,Pedestrian,Male,29,26_to_39,20243001
112,Driver,Male,37,26_to_39,20243041
113,Pedestrian,Female,71,65_to_74,20244021
114,Driver,Male,18,17_to_25,20243113
115,Driver,Female,42,40_to_64,20241107
116,Driver,Female,15,0_to_16,20243022
117,Driver,Male,26,26_to_39,20248002
118,Driver,Male,21,17_to_25,20242088
119,Passenger,Female,60,40_to_64,20241173
120,Driver,Male,57,40_to_64,20241173
121,Driver,Male,30,26_to_39,20241004
122,Driver,Male,36,26_to_39,20246004
123,Pedestrian,Female,48,40_to_64,20241201
124,Motorcycle rider,Female,60,40_to_64,20241029
125,Motorcycle rider,Male,68,65_to_74,20243005
126,Motorcycle rider,Male,66,65_to_74,20241261
127,Pedal cyclist,Male,65,65_to_74,20244024
128,Passenger,Male,19,17_to_25,20241215
129,Driver,Male,20,17_to_25,20243186
130,Pedestrian,Male,35,26_to_39,20243208
131,Pedestrian,Male,28,26_to_39,20241134
132,Driver,Male,45,40_to_64,20243040
133,Passenger,Male,30,26_to_39,20243040
134,Driver,Male,70,65_to_74,20241263
135,Pedestrian,Female,31,26_to_39,20241302
136,Driver,Male,62,40_to_64,20241147
137,Driver,Female,69,65_to_74,20243248
138,Pedestrian,Female,83,75_or_older,20243096
139,Driver,Female,51,40_to_64,20241150
140,Driver,Male,37,26_to_39,20241247
141,Passenger,Male,66,65_to_74,20241234
142,Driver,Male,76,75_or_older,20242110
143,Motorcycle rider,Male,55,40_to_64,20242052
144,Driver,Male,31,26_to_39,20243247
145,Driver,Male,60,40_to_64,20243144
146,Driver,Male,56,40_to_64,20241235
147,Driver,Female,55,40_to_64,20243087
148,Passenger,Male,82,75_or_older,20243087
149,Pedal cyclist,Male,43,40_to_64,20244061
150,Driver,Male,66,65_to_74,20241009
151,Pedestrian,Female,21,17_to_25,20241072
152,Driver,Male,56,40_to_64,20243129
153,Driver,Male,29,26_to_39,20242219
154,Driver,Female,75,75_or_older,20241219
155,Driver,Male,53,40_to_64,20244010
156,Motorcycle rider,Male,32,26_to_39,20244040
157,Driver,Female,31,26_to_39,20243171
158,Driver,Male,42,40_to_64,20242075
159,Driver,Female,40,40_to_64,20243079
160,Driver,Male,56,40_to_64,20241045
161,Passenger,Female,40,40_to_64,20243017
162,Passenger,Male,13,0_to_16,20243017
163,Motorcycle rider,Male,64,40_to_64,20241160
164,Driver,Female,24,17_to_25,20241081
165,Driver,Male,27,26_to_39,20241135
166,Passenger,Male,37,26_to_39,20241209
167,Pedestrian,Male,81,75_or_older,20242140
168,Pedestrian,Female,80,75_or_older,20242140
169,Driver,Female,21,17_to_25,20242142
170,Motorcycle rider,Male,39,26_to_39,20243107
171,Pedestrian,Male,27,26_to_39,20243020
172,Motorcycle rider,Male,54,40_to_64,20241151
173,Driver,Female,17,17_to_25,20243158
174,Passenger,Female,76,75_or_older,20241286
175,Motorcycle rider,Male,19,17_to_25,20243102
176,Motorcycle rider,Female,55,40_to_64,20241303
177,Driver,Female,44,40_to_64,20246029
178,Motorcycle rider,Male,28,26_to_39,20248005
179,Pedestrian,Male,91,75_or_older,20244018
180,Driver,Male,45,40_to_64,20241060
181,Passenger,Female,11,0_to_16,20241060
182,Driver,Female,53,40_to_64,20242022
183,Driver,Male,63,40_to_64,20241037
184,Driver,Male,62,40_to_64,20241257
185,Driver,Male,43,40_to_64,20241128
186,Driver,Male,73,65_to_74,20243089
187,Driver,Male,24,17_to_25,20242181
188,Motorcycle rider,Male,46,40_to_64,20243082
189,Driver,Female,48,40_to_64,20243150
190,Pedestrian,Male,69,65_to_74,20243170
191,Driver,Male,30,26_to_39,20243239
192,Driver,Male,37,26_to_39,20242040
193,Motorcycle rider,Male,51,40_to_64,20243084
194,Driver,Male,46,40_to_64,20241030
195,Motorcycle rider,Male,73,65_to_74,20243127
196,Passenger,Female,78,75_or_older,20243003
197,Driver,Male,73,65_to_74,20243266
198,Passenger,Female,74,65_to_74,20241042
199,Motorcycle rider,Male,20,17_to_25,20243121
200,Driver,Male,18,17_to_25,20241175
201,Motorcycle rider,Male,27,26_to_39,20243072
202,Driver,Male,27,26_to_39,20244057
203,Passenger,Male,14,0_to_16,20241091
204,Driver,Male,37,26_to_39,20243201
205,Driver,Female,53,40_to_64,20242135
206,Motorcycle rider,Male,41,40_to_64,20243225
207,Motorcycle rider,Male,27,26_to_39,20241167
208,Motorcycle rider,Male,48,40_to_64,20244060
209,Motorcycle rider,Female,34,26_to_39,20241268
210,Motorcycle rider,Male,22,17_to_25,20244013
211,Passenger,Male,58,40_to_64,20243235
212,Passenger,Female,68,65_to_74,20243235
213,Passenger,Male,5,0_to_16,20244059
214,Passenger,Female,15,0_to_16,20244059
215,Motorcycle rider,Male,37,26_to_39,20241266
216,Driver,Male,56,40_to_64,20243131
217,Driver,Male,20,17_to_25,20242080
218,Driver,Male,21,17_to_25,20241287
219,Driver,Male,30,26_to_39,20241152
220,Driver,Male,35,26_to_39,20243161
221,Pedestrian,Female,2,0_to_16,20242042
222,Motorcycle rider,Female,59,40_to_64,20243210
223,Motorcycle rider,Male,76,75_or_older,20244025
224,Pedestrian,Male,76,75_or_older,20243088
225,Driver,Male,51,40_to_64,20241211
226,Driver,Male,44,40_to_64,20241211
227,Driver,Male,34,26_to_39,20242007
228,Driver,Male,77,75_or_older,20241204
229,Motorcycle rider,Male,19,17_to_25,20244062
230,Motorcycle rider,Male,65,65_to_74,20241137
231,Motorcycle rider,Male,21,17_to_25,20243117
232,Motorcycle rider,Male,27,26_to_39,20242081
233,Motorcycle rider,Male,21,17_to_25,20243206
234,Motorcycle rider,Female,33,26_to_39,20248003
235,Driver,Female,19,17_to_25,20244032
236,Driver,Male,49,40_to_64,20241153
237,Driver,Male,34,26_to_39,20242138
238,Driver,Male,61,40_to_64,20243198
239,Pedestrian,Male,11,0_to_16,20242107
240,Pedestrian,Female,39,26_to_39,20243080
241,Motorcycle rider,Male,30,26_to_39,20242204
242,Driver,Male,49,40_to_64,20242139
243,Driver,Male,41,40_to_64,20241103
244,Driver,Female,31,26_to_39,20242129
245,Driver,Female,76,75_or_older,20244027
246,Pedestrian,Male,78,75_or_older,20243006
247,Motorcycle rider,Male,20,17_to_25,20243108
248,Pedal cyclist,Male,9,0_to_16,20243212
249,Motorcycle rider,Male,15,0_to_16,20241237
250,Pedestrian,Male,37,26_to_39,20241052
251,Driver,Male,30,26_to_39,20241308
252,Pedestrian,Male,52,40_to_64,20246027
253,Pedestrian,Female,1,0_to_16,20244072
254,Driver,Female,52,40_to_64,20241195
255,Driver,Female,93,75_or_older,20244043
256,Driver,Male,87,75_or_older,20241102
257,Motorcycle rider,Male,37,26_to_39,20243194
258,Motorcycle rider,Male,31,26_to_39,20243070
259,Motorcycle rider,Male,34,26_to_39,20243165
260,Driver,Male,53,40_to_64,20241063
261,Motorcycle rider,Male,23,17_to_25,20241132
262,Driver,Female,27,26_to_39,20241292
263,Driver,Female,65,65_to_74,20241189
264,Passenger,Male,19,17_to_25,20241233
265,Passenger,Female,57,40_to_64,20241233
266,Passenger,Male,18,17_to_25,20241233
267,Driver,Male,57,40_to_64,20241233
268,Driver,Male,72,65_to_74,20242115
269,Driver,Male,81,75_or_older,20242167
270,Driver,Female,83,75_or_older,20241016
271,Driver,Male,60,40_to_64,20243234
272,Driver,Male,66,65_to_74,20246025
273,Driver,Female,44,40_to_64,20241220
274,Motorcycle rider,Male,21,17_to_25,20241034
275,Pedestrian,Female,79,75_or_older,20242012
276,Driver,Male,17,17_to_25,20243009
277,Motorcycle rider,Male,32,26_to_39,20243009
278,Driver,Male,53,40_to_64,20241269
279,Driver,Male,74,65_to_74,20242093
280,Motorcycle rider,Male,22,17_to_25,20242176
281,Motorcycle rider,Male,22,17_to_25,20242255
282,Driver,Male,58,40_to_64,20241066
283,Motorcycle rider,Male,23,17_to_25,20242175
284,Pedestrian,Female,74,65_to_74,20243207
285,Pedestrian,Male,32,26_to_39,20242029
286,Driver,Male,41,40_to_64,20241246
287,Driver,Male,17,17_to_25,20241078
288,Pedestrian,Male,53,40_to_64,20243064
289,Passenger,Female,22,17_to_25,20241013
290,Passenger,Male,22,17_to_25,20241013
291,Driver,Male,51,40_to_64,20246019
292,Passenger,Male,84,75_or_older,20242257
293,Motorcycle rider,Male,50,40_to_64,20241138
294,Driver,Male,65,65_to_74,20244014
295,Passenger,Female,59,40_to_64,20244069
296,Driver,Male,25,17_to_25,20242053
297,Driver,Female,22,17_to_25,20243111
298,Driver,Male,56,40_to_64,20243067
299,Driver,Male,48,40_to_64,20242186
300,Motorcycle rider,Male,21,17_to_25,20242250
301,Motorcycle rider,Male,38,26_to_39,20243167
302,Pedestrian,Female,35,26_to_39,20243106
303,Motorcycle rider,Male,37,26_to_39,20242098
304,Motorcycle rider,Male,60,40_to_64,20241179
305,Driver,Female,56,40_to_64,20242070
306,Motorcycle rider,Male,63,40_to_64,20243261
307,Driver,Male,20,17_to_25,20243227
308,Pedal cyclist,Male,81,75_or_older,20242243
309,Driver,Female,80,75_or_older,20242102
310,Driver,Male,18,17_to_25,20241109
311,Pedestrian,Male,36,26_to_39,20243187
312,Motorcycle rider,Male,57,40_to_64,20241301
313,Driver,Male,28,26_to_39,20243135
314,Driver,Male,96,75_or_older,20241248
315,Driver,Male,63,40_to_64,20243268
316,Motorcycle rider,Male,38,26_to_39,20242071
317,Motorcycle rider,Male,58,40_to_64,20241020
318,Pedestrian,Female,15,0_to_16,20241294
319,Driver,Male,62,40_to_64,20241304
320,Pedestrian,Male,62,40_to_64,20242123
321,Pedestrian,Male,39,26_to_39,20242144
322,Driver,Male,23,17_to_25,20241199
323,Passenger,Female,26,26_to_39,20241199
324,Passenger,Male,25,17_to_25,20243066
325,Driver,Male,21,17_to_25,20243233
326,Driver,Male,50,40_to_64,20243203
327,Driver,Male,40,40_to_64,20242209
328,Pedestrian,Male,57,40_to_64,20242056
329,Motorcycle rider,Male,44,40_to_64,20242130
330,Driver,Male,64,40_to_64,20243109
331,Passenger,Female,60,40_to_64,20243109
332,Driver,Male,68,65_to_74,20243010
333,Motorcycle rider,Male,23,17_to_25,20243181
334,Driver,Female,54,40_to_64,20246018
335,Pedestrian,Female,63,40_to_64,20241071
336,Pedestrian,Male,13,0_to_16,20241186
337,Motorcycle rider,Male,29,26_to_39,20243078
338,Pedestrian,Male,56,40_to_64,20241223
339,Driver,Male,44,40_to_64,20241221
340,Driver,Male,17,17_to_25,20241143
341,Driver,Male,53,40_to_64,20243242
342,Driver,Female,23,17_to_25,20242189
343,Driver,Female,53,40_to_64,20242170
344,Driver,Male,56,40_to_64,20243043
345,Driver,Male,19,17_to_25,20241140
346,Motorcycle rider,Male,78,75_or_older,20244063
347,Motorcycle rider,Male,70,65_to_74,20241131
348,Pedal cyclist,Male,42,40_to_64,20242172
349,Driver,Male,31,26_to_39,20241111
350,Pedestrian,Male,66,65_to_74,20242055
351,Motorcycle pillion passenger,Male,20,17_to_25,20241017
352,Pedestrian,Male,49,40_to_64,20244067
353,Pedestrian,Male,61,40_to_64,20246024
354,Motorcycle pillion passenger,Male,20,17_to_25,20241254
355,Motorcycle rider,Male,21,17_to_25,20241254
356,Motorcycle rider,Male,69,65_to_74,20243011
357,Driver,Female,80,75_or_older,20246011
358,Pedestrian,Female,68,65_to_74,20242177
359,Driver,Male,52,40_to_64,20241127
360,Passenger,Female,81,75_or_older,20241210
361,Driver,Male,46,40_to_64,20242132
362,Passenger,Male,37,26_to_39,20242132
363,Passenger,Male,6,0_to_16,20242184
364,Driver,Male,23,17_to_25,20241253
365,Motorcycle rider,Male,34,26_to_39,20243024
366,Driver,Male,25,17_to_25,20242224
367,Driver,Male,21,17_to_25,20243031
368,Motorcycle rider,Male,19,17_to_25,20242069
369,Motorcycle rider,Male,32,26_to_39,20243156
370,Pedestrian,Female,43,40_to_64,20242251
371,Pedal cyclist,Male,49,40_to_64,20244034
372,Motorcycle rider,Male,34,26_to_39,20242090
373,Passenger,Female,35,26_to_39,20243231
374,Passenger,Female,60,40_to_64,20243231
375,Passenger,Male,28,26_to_39,20243231
376,Driver,Male,50,40_to_64,20242194
377,Driver,Male,73,65_to_74,20243142
378,Pedal cyclist,Female,68,65_to_74,20242043
379,Driver,Male,72,65_to_74,20243124
380,Motorcycle rider,Male,78,75_or_older,20244007
381,Pedestrian,Male,79,75_or_older,20242060
382,Pedestrian,Female,37,26_to_39,20243104
383,Driver,Female,37,26_to_39,20244041
384,Driver,Male,20,17_to_25,20246026
385,Driver,Male,29,26_to_39,20243021
386,Driver,Male,63,40_to_64,20242155
387,Pedestrian,Male,35,26_to_39,20242032
388,Motorcycle rider,Male,69,65_to_74,20241285
389,Pedestrian,Male,52,40_to_64,20244066
390,Pedal cyclist,Male,27,26_to_39,20242064
391,Motorcycle rider,Male,22,17_to_25,20242164
392,Driver,Male,75,75_or_older,20244035
393,Motorcycle rider,Male,47,40_to_64,20243018
394,Motorcycle rider,Male,51,40_to_64,20242086
395,Pedestrian,Male,67,65_to_74,20243217
396,Passenger,Female,36,26_to_39,20243251
397,Passenger,Female,3,0_to_16,20243058
398,Driver,Male,47,40_to_64,20244046
399,Pedestrian,Male,70,65_to_74,20243085
400,Driver,Male,38,26_to_39,20244039
401,Driver,Male,79,75_or_older,20243240
402,Driver,Male,24,17_to_25,20246002
403,Passenger,Male,27,26_to_39,20246002
404,Passenger,Female,68,65_to_74,20242099
405,Driver,Male,65,65_to_74,20242099
406,Motorcycle rider,Male,30,26_to_39,20243063
407,Motorcycle rider,Male,31,26_to_39,20241176
408,Driver,Male,28,26_to_39,20247022
409,Pedestrian,Male,50,40_to_64,20241086
410,Passenger,Male,16,0_to_16,20241224
411,Motorcycle rider,Male,27,26_to_39,20241265
412,Pedestrian,Female,96,75_or_older,20241202
413,Driver,Male,59,40_to_64,20246023
414,Driver,Male,55,40_to_64,20241293
415,Driver,Male,60,40_to_64,20241299
416,Pedestrian,Male,80,75_or_older,20244078
417,Pedestrian,Male,57,40_to_64,20243164
418,Motorcycle rider,Male,54,40_to_64,20242201
419,Driver,Male,43,40_to_64,20241307
420,Driver,Male,23,17_to_25,20242074
421,Driver,Male,59,40_to_64,20242074
422,Driver,Male,25,17_to_25,20241243
423,Driver,Male,63,40_to_64,20241243
424,Pedestrian,Female,20,17_to_25,20247034
425,Driver,Male,20,17_to_25,20241260
426,Driver,Male,34,26_to_39,20243004
427,Motorcycle rider,Male,23,17_to_25,20246014
428,Motorcycle rider,Male,30,26_to_39,20246014
429,Driver,Male,75,75_or_older,20242024
430,Motorcycle rider,Male,71,65_to_74,20243169
431,Driver,Male,78,75_or_older,20243081
432,Driver,Male,55,40_to_64,20243081
433,Driver,Male,61,40_to_64,20242169
434,Motorcycle rider,Male,49,40_to_64,20241110
435,Motorcycle rider,Male,17,17_to_25,20241082
436,Driver,Male,40,40_to_64,20241159
437,Passenger,Male,18,17_to_25,20246022
438,Driver,Male,16,0_to_16,20241229
439,Passenger,Male,19,17_to_25,20242026
440,Pedestrian,Male,53,40_to_64,20242268
441,Pedal cyclist,Male,63,40_to_64,20242238
442,Pedal cyclist,Female,56,40_to_64,20242122
443,Passenger,Male,20,17_to_25,20241046
444,Passenger,Female,18,17_to_25,20241046
445,Passenger,Female,20,17_to_25,20241046
446,Driver,Male,87,75_or_older,20243192
447,Driver,Female,55,40_to_64,20241032
448,Passenger,Male,54,40_to_64,20241032
449,Motorcycle rider,Male,16,0_to_16,20241031
450,Pedal cyclist,Male,63,40_to_64,20243254
451,Driver,Male,33,26_to_39,20243133
452,Driver,Male,67,65_to_74,20241203
453,Driver,Male,33,26_to_39,20243118
454,Pedal cyclist,Male,69,65_to_74,20243173
455,Driver,Male,56,40_to_64,20243199
456,Driver,Male,71,65_to_74,20244003
457,Driver,Male,67,65_to_74,20241298
458,Driver,Female,28,26_to_39,20242112
459,Passenger,Male,3,0_to_16,20242112
460,Driver,Male,59,40_to_64,20243092
461,Motorcycle rider,Male,37,26_to_39,20243042
462,Driver,Male,84,75_or_older,20244005
463,Motorcycle rider,Male,51,40_to_64,20243178
464,Driver,Female,85,75_or_older,20244050
465,Driver,Male,39,26_to_39,20241208
466,Driver,Male,67,65_to_74,20242259
467,Motorcycle rider,Male,19,17_to_25,20242212
468,Motorcycle rider,Male,26,26_to_39,20243019
469,Driver,Male,32,26_to_39,20241036
470,Pedestrian,Female,64,40_to_64,20242226
471,Driver,Male,73,65_to_74,20247007
472,Pedal cyclist,Male,11,0_to_16,20243074
473,Driver,Male,63,40_to_64,20241003
474,Motorcycle rider,Male,17,17_to_25,20241277
475,Pedestrian,Male,83,75_or_older,20241249
476,Motorcycle rider,Male,25,17_to_25,20242020
477,Driver,Male,28,26_to_39,20242108
478,Motorcycle rider,Male,57,40_to_64,20243120
479,Driver,Male,33,26_to_39,20242187
480,Passenger,Male,60,40_to_64,20243116
481,Driver,Male,67,65_to_74,20243116
482,Driver,Male,59,40_to_64,20242133
483,Passenger,Male,17,17_to_25,20241092
484,Driver,Male,29,26_to_39,20242121
485,Driver,Male,32,26_to_39,20243214
486,Driver,Female,72,65_to_74,20241118
487,Passenger,Male,19,17_to_25,20243157
488,Driver,Male,47,40_to_64,20241190
489,Passenger,Male,82,75_or_older,20241097
490,Passenger,Female,17,17_to_25,20242265
491,Driver,Male,18,17_to_25,20242265
492,Driver,Male,80,75_or_older,20241250
493,Driver,Male,18,17_to_25,20242200
494,Driver,Male,18,17_to_25,20242234
495,Motorcycle rider,Female,26,26_to_39,20242048
496,Driver,Male,73,65_to_74,20242003
497,Driver,Female,33,26_to_39,20243252
498,Passenger,Male,0,0_to_16,20243252
499,Driver,Male,18,17_to_25,20243061
500,Motorcycle rider,Male,20,17_to_25,20242162
501,Driver,Male,58,40_to_64,20244071
502,Pedestrian,Male,61,40_to_64,20241047
503,Pedestrian,Male,80,75_or_older,20241205
504,Motorcycle rider,Male,22,17_to_25,20241024
505,Pedestrian,Male,30,26_to_39,20242096
506,Pedestrian,Female,29,26_to_39,20242240
507,Pedestrian,Male,44,40_to_64,20243139
508,Passenger,Female,24,17_to_25,20243075
509,Driver,Female,85,75_or_older,20244051
510,Driver,Male,47,40_to_64,20241070
511,Driver,Male,84,75_or_older,20244079
512,Passenger,Female,15,0_to_16,20243051
513,Driver,Male,54,40_to_64,20243051
514,Passenger,Male,8,0_to_16,20243051
515,Pedestrian,Female,81,75_or_older,20242237
516,Motorcycle rider,Male,36,26_to_39,20243148
517,Pedestrian,Male,83,75_or_older,20242157
518,Passenger,Male,63,40_to_64,20244022
519,Driver,Male,85,75_or_older,20241142
520,Driver,Male,46,40_to_64,20241124
521,Driver,Male,19,17_to_25,20241010
522,Driver,Female,76,75_or_older,20241252
523,Driver,Male,44,40_to_64,20243155
524,Motorcycle rider,Male,55,40_to_64,20243163
525,Driver,Male,73,65_to_74,20243269
526,Motorcycle rider,Male,57,40_to_64,20243056
527,Passenger,Male,49,40_to_64,20243049
528,Pedal cyclist,Male,57,40_to_64,20243103
529,Motorcycle rider,Male,29,26_to_39,20242233
530,Driver,Male,72,65_to_74,20243014
531,Driver,Male,64,40_to_64,20241198
532,Pedestrian,Male,81,75_or_older,20242249
533,Passenger,Female,33,26_to_39,20243154
534,Passenger,Female,56,40_to_64,20243154
535,Passenger,Female,21,17_to_25,20243154
536,Motorcycle rider,Male,35,26_to_39,20241100
537,Motorcycle rider,Male,63,40_to_64,20241074
538,Driver,Female,68,65_to_74,20243263
539,Driver,Male,30,26_to_39,20242016
540,Motorcycle rider,Male,66,65_to_74,20244017
541,Pedal cyclist,Male,54,40_to_64,20244009
542,Passenger,Female,81,75_or_older,20242085
543,Driver,Male,68,65_to_74,20244012
544,Driver,Male,45,40_to_64,20243205
545,Pedestrian,Male,78,75_or_older,20241035
546,Pedestrian,Male,27,26_to_39,20241161
547,Motorcycle rider,Male,68,65_to_74,20241062
548,Motorcycle rider,Male,36,26_to_39,20243119
549,Motorcycle rider,Male,22,17_to_25,20241155
550,Driver,Male,51,40_to_64,20243152
551,Driver,Male,27,26_to_39,20243053
552,Pedal cyclist,Male,47,40_to_64,20241039
553,Passenger,Male,43,40_to_64,20242154
554,Passenger,Male,34,26_to_39,20242154
555,Driver,Male,84,75_or_older,20243215
556,Motorcycle rider,Male,25,17_to_25,20243026
557,Driver,Male,22,17_to_25,20241050
558,Driver,Female,63,40_to_64,20243271
559,Driver,Male,25,17_to_25,20241133
560,Motorcycle rider,Male,47,40_to_64,20248008
561,Driver,Male,73,65_to_74,20244037
562,Motorcycle rider,Male,15,0_to_16,20242143
563,Pedestrian,Male,43,40_to_64,20241273
564,Motorcycle rider,Female,20,17_to_25,20242067
565,Driver,Male,64,40_to_64,20242214
566,Driver,Male,49,40_to_64,20243238
567,Pedestrian,Female,61,40_to_64,20242011
568,Motorcycle rider,Male,29,26_to_39,20241180
569,Passenger,Female,59,40_to_64,20241059
570,Driver,Male,90,75_or_older,20241021
571,Motorcycle rider,Male,40,40_to_64,20242254
572,Driver,Male,25,17_to_25,20243256
573,Driver,Male,60,40_to_64,20241245
574,Motorcycle rider,Male,54,40_to_64,20243126
575,Passenger,Female,63,40_to_64,20244082
576,Driver,Male,67,65_to_74,20244082
577,Pedestrian,Male,87,75_or_older,20241108
578,Motorcycle rider,Male,50,40_to_64,20242137
579,Motorcycle rider,Male,19,17_to_25,20241005
580,Driver,Male,19,17_to_25,20241051
581,Motorcycle rider,Male,33,26_to_39,20243128
582,Pedestrian,Female,40,40_to_64,20242109
583,Driver,Male,69,65_to_74,20241116
584,Motorcycle rider,Male,22,17_to_25,20243226
585,Motorcycle rider,Male,38,26_to_39,20242092
586,Motorcycle rider,Male,23,17_to_25,20242125
587,Motorcycle rider,Male,30,26_to_39,20244077
588,Pedestrian,Female,73,65_to_74,20242049
589,Driver,Male,42,40_to_64,20243265
590,Pedestrian,Female,43,40_to_64,20243122
591,Pedestrian,Male,44,40_to_64,20243151
592,Driver,Male,31,26_to_39,20241283
593,Motorcycle rider,Male,54,40_to_64,20242262
594,Motorcycle rider,Male,54,40_to_64,20242100
595,Motorcycle rider,Male,30,26_to_39,20242211
596,Passenger,Female,11,0_to_16,20241168
597,Passenger,Male,41,40_to_64,20241168
598,Driver,Female,68,65_to_74,20241162
599,Driver,Male,25,17_to_25,20241162
600,Pedestrian,Male,29,26_to_39,20241073
601,Passenger,Female,81,75_or_older,20243097
602,Driver,Male,54,40_to_64,20243097
603,Passenger,Male,84,75_or_older,20243097
604,Driver,Male,93,75_or_older,20242182
605,Driver,Female,84,75_or_older,20243123
606,Driver,Female,85,75_or_older,20242044
607,Driver,Male,61,40_to_64,20241120
608,Pedestrian,Male,18,17_to_25,20242266
609,Driver,Female,18,17_to_25,20241048
610,Passenger,Male,30,26_to_39,20243023
611,Driver,Male,65,65_to_74,20243137
