personId,roadUser,gender,age,ageGroup,crashId
5828,Motorcycle rider,Male,62,40_to_64,20191121
5829,Driver,Female,30,26_to_39,20193174
5830,Driver,Female,42,40_to_64,20197027
5831,Driver,Male,42,40_to_64,20192163
5832,Driver,Male,63,40_to_64,20192094
5833,Driver,Male,62,40_to_64,20193104
5834,Passenger,Male,41,40_to_64,20191130
5835,Passenger,Male,14,0_to_16,20193051
5836,Passenger,Male,20,17_to_25,20191304
5837,Driver,Male,91,75_or_older,20195007
5838,Driver,Male,29,26_to_39,20192122
5839,Driver,Male,86,75_or_older,20193019
5840,Pedestrian,Male,78,75_or_older,20192095
5841,Passenger,Male,21,17_to_25,20197028
5842,Passenger,Male,7,0_to_16,20197028
5843,Driver,Male,31,26_to_39,20194058
5844,Driver,Male,35,26_to_39,20194058
5845,Passenger,Male,17,17_to_25,20192236
5846,Passenger,Female,28,26_to_39,20193037
5847,Passenger,Male,19,17_to_25,20192024
5848,Motorcycle rider,Male,26,26_to_39,20193181
5849,Driver,Male,50,40_to_64,20192059
5850,Passenger,Male,55,40_to_64,20192001
5851,Pedal cyclist,Male,66,65_to_74,20194102
5852,Driver,Male,82,75_or_older,20192109
5853,Driver,Male,27,26_to_39,20197005
5854,Driver,Male,86,75_or_older,20194105
5855,Passenger,Male,92,75_or_older,20191252
5856,Driver,Female,26,26_to_39,20193109
5857,Driver,Male,90,75_or_older,20194005
5858,Driver,Male,46,40_to_64,20195053
5859,Pedestrian,Male,80,75_or_older,20191142
5860,Driver,Male,20,17_to_25,20195077
5861,Driver,Male,36,26_to_39,20194081
5862,Pedestrian,Male,29,26_to_39,20192068
5863,Pedestrian,Male,72,65_to_74,20191052
5864,Driver,Male,26,26_to_39,20195136
5865,Driver,Male,47,40_to_64,20193026
5866,Driver,Male,38,26_to_39,20195006
5867,Pedestrian,Male,43,40_to_64,20192085
5868,Passenger,Male,27,26_to_39,20192101
5869,Driver,Female,25,17_to_25,20191227
5870,Pedestrian,Male,89,75_or_older,20191017
5871,Pedestrian,Female,86,75_or_older,20192232
5872,Driver,Male,53,40_to_64,20192235
5873,Pedestrian,Male,78,75_or_older,20193107
5874,Pedestrian,Female,62,40_to_64,20191188
5875,Driver,Male,51,40_to_64,20192108
5876,Motorcycle rider,Male,24,17_to_25,20192125
5877,Passenger,Male,18,17_to_25,20196015
5878,Driver,Male,56,40_to_64,20194046
5879,Driver,Male,23,17_to_25,20194091
5880,Driver,Female,47,40_to_64,20194010
5881,Motorcycle rider,Male,27,26_to_39,20193144
5882,Passenger,Female,0,0_to_16,20195088
5883,Driver,Female,92,75_or_older,20194071
5884,Motorcycle rider,Male,58,40_to_64,20195087
5885,Driver,Male,36,26_to_39,20192067
5886,Pedestrian,Male,25,17_to_25,20191319
5887,Pedestrian,Female,31,26_to_39,20197023
5888,Passenger,Male,29,26_to_39,20191041
5889,Driver,Male,35,26_to_39,20191041
5890,Pedestrian,Male,23,17_to_25,20193100
5891,Motorcycle rider,Male,63,40_to_64,20195090
5892,Driver,Female,21,17_to_25,20191024
5893,Passenger,Female,48,40_to_64,20195040
5894,Pedestrian,Female,19,17_to_25,20195036
5895,Pedestrian,Male,91,75_or_older,20192015
5896,Driver,Female,75,75_or_older,20192169
5897,Driver,Male,23,17_to_25,20191084
5898,Driver,Male,57,40_to_64,20191103
5899,Driver,Male,20,17_to_25,20193111
5900,Motorcycle rider,Male,40,40_to_64,20195004
5901,Passenger,Female,70,65_to_74,20192177
5902,Passenger,Female,5,0_to_16,20192177
5903,Passenger,Female,19,17_to_25,20191042
5904,Driver,Male,50,40_to_64,20195145
5905,Driver,Female,76,75_or_older,20196018
5906,Passenger,Female,72,65_to_74,20193033
5907,Driver,Male,54,40_to_64,20192230
5908,Driver,Male,39,26_to_39,20191002
5909,Pedal cyclist,Male,30,26_to_39,20192080
5910,Driver,Female,89,75_or_older,20192139
5911,Pedestrian,Female,31,26_to_39,20191118
5912,Passenger,Male,18,17_to_25,20191179
5913,Driver,Male,43,40_to_64,20191226
5914,Driver,Male,90,75_or_older,20191264
5915,Driver,Male,21,17_to_25,20193122
5916,Driver,Male,45,40_to_64,20192036
5917,Driver,Male,80,75_or_older,20191031
5918,Passenger,Male,78,75_or_older,20191247
5919,Driver,Male,75,75_or_older,20191247
5920,Motorcycle rider,Male,46,40_to_64,20191284
5921,Motorcycle rider,Male,48,40_to_64,20193093
5922,Driver,Male,67,65_to_74,20191080
5923,Pedestrian,Female,81,75_or_older,20196026
5924,Driver,Male,56,40_to_64,20191138
5925,Driver,Male,38,26_to_39,20192098
5926,Driver,Male,21,17_to_25,20191234
5927,Motorcycle rider,Male,37,26_to_39,20194019
5928,Pedestrian,Male,36,26_to_39,20197006
5929,Driver,Male,23,17_to_25,20195044
5930,Passenger,Female,69,65_to_74,20193131
5931,Driver,Male,20,17_to_25,20193157
5932,Driver,Male,77,75_or_older,20193131
5933,Pedestrian,Male,56,40_to_64,20192194
5934,Driver,Male,56,40_to_64,20191221
5935,Motorcycle rider,Male,53,40_to_64,20191239
5936,Passenger,Male,26,26_to_39,20195093
5937,Motorcycle rider,Male,21,17_to_25,20191062
5938,Motorcycle rider,Male,26,26_to_39,20192225
5939,Pedestrian,Female,24,17_to_25,20192069
5940,Driver,Female,15,0_to_16,20192222
5941,Driver,Male,39,26_to_39,20195054
5942,Pedestrian,Male,43,40_to_64,20191147
5943,Pedestrian,Male,47,40_to_64,20191059
5944,Driver,Female,70,65_to_74,20193055
5945,Motorcycle rider,Male,27,26_to_39,20193038
5946,Motorcycle rider,Male,57,40_to_64,20191185
5947,Motorcycle rider,Male,59,40_to_64,20191185
5948,Pedestrian,Male,71,65_to_74,20191157
5949,Driver,Male,81,75_or_older,20194033
5950,Motorcycle rider,Male,63,40_to_64,20192055
5951,Driver,Female,48,40_to_64,20193184
5952,Driver,Male,47,40_to_64,20193184
5953,Driver,Female,84,75_or_older,20191033
5954,Driver,Male,56,40_to_64,20195008
5955,Motorcycle rider,Male,50,40_to_64,20191094
5956,Driver,Male,53,40_to_64,20192192
5957,Driver,Male,55,40_to_64,20192110
5958,Driver,Male,72,65_to_74,20196012
5959,Pedestrian,Male,86,75_or_older,20192153
5960,Pedestrian,Female,49,40_to_64,20193175
5961,Driver,Male,31,26_to_39,20192167
5962,Passenger,Female,4,0_to_16,20193068
5963,Passenger,Male,6,0_to_16,20193068
5964,Driver,Male,35,26_to_39,20197002
5965,Driver,Male,65,65_to_74,20192061
5966,Passenger,Male,18,17_to_25,20193050
5967,Driver,Male,19,17_to_25,20193050
5968,Passenger,Male,19,17_to_25,20193050
5969,Passenger,Male,18,17_to_25,20193050
5970,Driver,Female,37,26_to_39,20193133
5971,Driver,Male,47,40_to_64,20193133
5972,Motorcycle rider,Male,44,40_to_64,20191010
5973,Driver,Female,38,26_to_39,20193149
5974,Motorcycle rider,Male,70,65_to_74,20194028
5975,Driver,Male,25,17_to_25,20191018
5976,Passenger,Female,75,75_or_older,20196028
5977,Driver,Male,47,40_to_64,20191180
5978,Driver,Male,43,40_to_64,20191166
5979,Passenger,Male,36,26_to_39,20192242
5980,Passenger,Male,31,26_to_39,20192242
5981,Driver,Male,86,75_or_older,20191286
5982,Driver,Male,67,65_to_74,20191275
5983,Passenger,Male,79,75_or_older,20193011
5984,Passenger,Male,12,0_to_16,20191231
5985,Motorcycle rider,Male,30,26_to_39,20194040
5986,Motorcycle rider,Male,29,26_to_39,20195083
5987,Motorcycle rider,Male,30,26_to_39,20191238
5988,Passenger,Male,71,65_to_74,20195076
5989,Pedestrian,Male,61,40_to_64,20191211
5990,Driver,Male,53,40_to_64,20192187
5991,Pedal cyclist,Male,62,40_to_64,20191122
5992,Passenger,Female,9,0_to_16,20193165
5993,Motorcycle rider,Male,49,40_to_64,20192114
5994,Driver,Male,78,75_or_older,20192066
5995,Driver,Male,51,40_to_64,20191152
5996,Motorcycle rider,Male,55,40_to_64,20194090
5997,Driver,Female,68,65_to_74,20192119
5998,Motorcycle rider,Male,64,40_to_64,20195082
5999,Pedal cyclist,Male,59,40_to_64,20192183
6000,Passenger,Female,24,17_to_25,20193005
6001,Motorcycle rider,Male,59,40_to_64,20191161
6002,Motorcycle rider,Male,48,40_to_64,20195115
6003,Passenger,Female,33,26_to_39,20195143
6004,Passenger,Male,20,17_to_25,20192117
6005,Driver,Female,36,26_to_39,20196004
6006,Driver,Male,53,40_to_64,20191306
6007,Pedal cyclist,Female,50,40_to_64,20192005
6008,Driver,Male,22,17_to_25,20191267
6009,Passenger,Male,18,17_to_25,20191267
6010,Passenger,Female,90,75_or_older,20192212
6011,Pedestrian,Female,47,40_to_64,20194001
6012,Motorcycle rider,Male,57,40_to_64,20195096
6013,Pedestrian,Female,89,75_or_older,20193082
6014,Passenger,Male,21,17_to_25,20191196
6015,Motorcycle rider,Female,46,40_to_64,20193035
6016,Pedal cyclist,Female,21,17_to_25,20191224
6017,Driver,Female,78,75_or_older,20191249
6018,Driver,Female,41,40_to_64,20194041
6019,Driver,Male,52,40_to_64,20195024
6020,Driver,Male,33,26_to_39,20192041
6021,Driver,Male,64,40_to_64,20191270
6022,Driver,Male,63,40_to_64,20191032
6023,Driver,Male,30,26_to_39,20193108
6024,Driver,Female,77,75_or_older,20191014
6025,Motorcycle rider,Male,73,65_to_74,20191022
6026,Passenger,Female,49,40_to_64,20194056
6027,Driver,Male,60,40_to_64,20194056
6028,Driver,Male,32,26_to_39,20193110
6029,Motorcycle rider,Male,16,0_to_16,20193079
6030,Motorcycle rider,Male,73,65_to_74,20191266
6031,Driver,Female,35,26_to_39,20191242
6032,Motorcycle rider,Male,42,40_to_64,20192120
6033,Driver,Female,45,40_to_64,20194002
6034,Passenger,Female,62,40_to_64,20191201
6035,Driver,Female,66,65_to_74,20191201
6036,Driver,Female,50,40_to_64,20194073
6037,Passenger,Male,25,17_to_25,20195047
6038,Driver,Male,28,26_to_39,20193182
6039,Driver,Male,56,40_to_64,20191294
6040,Driver,Male,47,40_to_64,20194045
6041,Motorcycle rider,Male,57,40_to_64,20191068
6042,Pedestrian,Male,40,40_to_64,20194062
6043,Pedestrian,Female,56,40_to_64,20191245
6044,Motorcycle rider,Male,17,17_to_25,20196024
6045,Passenger,Female,60,40_to_64,20194004
6046,Motorcycle rider,Male,48,40_to_64,20191108
6047,Driver,Female,86,75_or_older,20191225
6048,Passenger,Male,80,75_or_older,20191225
6049,Passenger,Female,66,65_to_74,20191104
6050,Driver,Male,60,40_to_64,20191104
6051,Motorcycle rider,Male,47,40_to_64,20195133
6052,Driver,Male,31,26_to_39,20196025
6053,Driver,Male,39,26_to_39,20191135
6054,Driver,Female,43,40_to_64,20195012
6055,Motorcycle rider,Male,25,17_to_25,20195152
6056,Pedestrian,Male,69,65_to_74,20191067
6057,Driver,Male,88,75_or_older,20192134
6058,Motorcycle rider,Female,49,40_to_64,20193193
6059,Motorcycle rider,Male,57,40_to_64,20193140
6060,Driver,Male,85,75_or_older,20192051
6061,Pedestrian,Male,35,26_to_39,20197011
6062,Pedestrian,Male,86,75_or_older,20192093
6063,Pedestrian,Male,62,40_to_64,20191145
6064,Motorcycle rider,Male,61,40_to_64,20192146
6065,Motorcycle rider,Male,24,17_to_25,20194099
6066,Passenger,Male,0,0_to_16,20191155
6067,Driver,Male,45,40_to_64,20192196
6068,Driver,Male,19,17_to_25,20195151
6069,Pedestrian,Male,24,17_to_25,20192046
6070,Driver,Male,31,26_to_39,20192159
6071,Driver,Male,40,40_to_64,20192221
6072,Driver,Male,81,75_or_older,20193041
6073,Pedal cyclist,Male,49,40_to_64,20191123
6074,Motorcycle rider,Male,41,40_to_64,20195065
6075,Driver,Female,89,75_or_older,20192017
6076,Motorcycle rider,Male,24,17_to_25,20192135
6077,Pedal cyclist,Male,18,17_to_25,20192018
6078,Pedestrian,Female,74,65_to_74,20191258
6079,Motorcycle rider,Male,60,40_to_64,20191106
6080,Driver,Male,69,65_to_74,20191050
6081,Driver,Male,28,26_to_39,20193081
6082,Motorcycle rider,Male,23,17_to_25,20191037
6083,Pedal cyclist,Male,75,75_or_older,20191107
6084,Passenger,Female,10,0_to_16,20191290
6085,Motorcycle rider,Male,57,40_to_64,20192185
6086,Pedestrian,Male,6,0_to_16,20193156
6087,Passenger,Female,17,17_to_25,20192044
6088,Driver,Male,64,40_to_64,20191314
6089,Pedestrian,Male,70,65_to_74,20191100
6090,Driver,Female,47,40_to_64,20191047
6091,Driver,Male,25,17_to_25,20192160
6092,Motorcycle rider,Male,26,26_to_39,20192012
6093,Motorcycle rider,Male,24,17_to_25,20195048
6094,Motorcycle rider,Male,47,40_to_64,20191159
6095,Motorcycle rider,Male,46,40_to_64,20194044
6096,Motorcycle rider,Male,44,40_to_64,20193003
6097,Driver,Female,44,40_to_64,20191220
6098,Pedestrian,Female,81,75_or_older,20192037
6099,Driver,Male,80,75_or_older,20191192
6100,Passenger,Female,80,75_or_older,20191192
6101,Driver,Male,61,40_to_64,20193171
6102,Pedestrian,Female,84,75_or_older,20195123
6103,Driver,Male,55,40_to_64,20195072
6104,Driver,Male,35,26_to_39,20191005
6105,Motorcycle rider,Male,68,65_to_74,20192189
6106,Pedal cyclist,Male,51,40_to_64,20191210
6107,Driver,Male,70,65_to_74,20191172
6108,Pedal cyclist,Male,15,0_to_16,20192058
6109,Motorcycle rider,Male,28,26_to_39,20192043
6110,Pedestrian,Male,27,26_to_39,20192200
6111,Pedal cyclist,Male,49,40_to_64,20193091
6112,Driver,Male,30,26_to_39,20195138
6113,Driver,Female,27,26_to_39,20196022
6114,Motorcycle rider,Male,32,26_to_39,20191271
6115,Pedestrian,Female,87,75_or_older,20193014
6116,Driver,Male,58,40_to_64,20195050
6117,Pedestrian,Male,81,75_or_older,20192033
6118,Pedestrian,Male,86,75_or_older,20191241
6119,Pedestrian,Male,74,65_to_74,20195034
6120,Pedestrian,Male,76,75_or_older,20191182
6121,Motorcycle rider,Male,83,75_or_older,20196029
6122,Driver,Male,34,26_to_39,20192023
6123,Driver,Female,63,40_to_64,20192023
6124,Driver,Male,19,17_to_25,20191181
6125,Driver,Male,39,26_to_39,20191025
6126,Passenger,Female,23,17_to_25,20191021
6127,Passenger,Male,51,40_to_64,20191021
6128,Driver,Female,61,40_to_64,20192103
6129,Motorcycle rider,Male,24,17_to_25,20192040
6130,Pedestrian,Male,67,65_to_74,20194017
6131,Driver,Male,87,75_or_older,20192220
6132,Passenger,Female,86,75_or_older,20192220
6133,Driver,Female,49,40_to_64,20192148
6134,Driver,Female,62,40_to_64,20195002
6135,Driver,Female,27,26_to_39,20192178
6136,Driver,Female,34,26_to_39,20192097
6137,Driver,Male,32,26_to_39,20193075
6138,Driver,Male,84,75_or_older,20192202
6139,Pedestrian,Female,25,17_to_25,20195110
6140,Driver,Male,45,40_to_64,20195118
6141,Driver,Female,26,26_to_39,20192007
6142,Motorcycle rider,Male,36,26_to_39,20191204
6143,Driver,Male,82,75_or_older,20195102
6144,Driver,Male,25,17_to_25,20194057
6145,Driver,Male,44,40_to_64,20195062
6146,Driver,Male,41,40_to_64,20195085
6147,Motorcycle rider,Male,41,40_to_64,20192076
6148,Motorcycle rider,Female,47,40_to_64,20192079
6149,Passenger,Male,20,17_to_25,20195046
6150,Driver,Male,44,40_to_64,20195046
6151,Driver,Male,55,40_to_64,20193086
6152,Pedestrian,Male,44,40_to_64,20198003
6153,Driver,Male,20,17_to_25,20192190
6154,Driver,Male,46,40_to_64,20191153
6155,Driver,Male,64,40_to_64,20192195
6156,Passenger,Male,39,26_to_39,20195010
6157,Motorcycle rider,Female,69,65_to_74,20195146
6158,Driver,Male,28,26_to_39,20191251
6159,Driver,Male,40,40_to_64,20193158
6160,Driver,Male,61,40_to_64,20192009
6161,Passenger,Female,77,75_or_older,20192161
6162,Motorcycle rider,Male,49,40_to_64,20194074
6163,Driver,Male,40,40_to_64,20191046
6164,Passenger,Female,75,75_or_older,20195078
6165,Driver,Male,18,17_to_25,20193191
6166,Motorcycle rider,Male,28,26_to_39,20191053
6167,Motorcycle pillion passenger,Male,32,26_to_39,20191053
6168,Driver,Male,21,17_to_25,20191299
6169,Passenger,Female,19,17_to_25,20194009
6170,Driver,Male,18,17_to_25,20195014
6171,Driver,Male,23,17_to_25,20193087
6172,Pedestrian,Male,38,26_to_39,20197007
6173,Driver,Male,43,40_to_64,20191265
6174,Driver,Male,34,26_to_39,20191174
6175,Driver,Male,86,75_or_older,20195075
6176,Passenger,Female,83,75_or_older,20195075
6177,Driver,Male,94,75_or_older,20191079
6178,Motorcycle rider,Male,18,17_to_25,20194093
6179,Passenger,Female,3,0_to_16,20191074
6180,Driver,Male,63,40_to_64,20191069
6181,Motorcycle rider,Male,59,40_to_64,20192198
6182,Driver,Male,56,40_to_64,20191308
6183,Passenger,Male,12,0_to_16,20197009
6184,Driver,Male,26,26_to_39,20195011
6185,Motorcycle rider,Male,23,17_to_25,20193120
6186,Driver,Male,24,17_to_25,20193063
6187,Driver,Male,59,40_to_64,20193054
6188,Motorcycle pillion passenger,Male,23,17_to_25,20191139
6189,Motorcycle rider,Male,24,17_to_25,20191139
6190,Motorcycle rider,Male,52,40_to_64,20192106
6191,Driver,Female,90,75_or_older,20191292
6192,Motorcycle rider,Male,65,65_to_74,20192241
6193,Passenger,Female,74,65_to_74,20194109
6194,Pedestrian,Male,71,65_to_74,20194095
6195,Motorcycle rider,Male,19,17_to_25,20194035
6196,Passenger,Female,55,40_to_64,20191038
6197,Passenger,Female,84,75_or_older,20192179
6198,Pedestrian,Male,1,0_to_16,20192132
6199,Passenger,Male,41,40_to_64,20191295
6200,Driver,Female,34,26_to_39,20191295
6201,Driver,Male,22,17_to_25,20195028
6202,Motorcycle rider,Male,20,17_to_25,20192168
6203,Driver,Male,43,40_to_64,20191129
6204,Driver,Male,59,40_to_64,20193077
6205,Motorcycle rider,Male,33,26_to_39,20193128
6206,Motorcycle pillion passenger,Female,29,26_to_39,20193128
6207,Pedestrian,Male,20,17_to_25,20192136
6208,Driver,Male,46,40_to_64,20191054
6209,Pedal cyclist,Male,60,40_to_64,20194070
6210,Pedestrian,Male,93,75_or_older,20195030
6211,Passenger,Female,19,17_to_25,20192042
6212,Driver,Male,26,26_to_39,20197012
6213,Passenger,Female,72,65_to_74,20191065
6214,Passenger,Male,38,26_to_39,20191065
6215,Passenger,Male,55,40_to_64,20192145
6216,Driver,Male,29,26_to_39,20191003
6217,Passenger,Female,30,26_to_39,20197022
6218,Motorcycle rider,Male,57,40_to_64,20192180
6219,Driver,Female,52,40_to_64,20194043
6220,Driver,Male,38,26_to_39,20192025
6221,Driver,Male,38,26_to_39,20191288
6222,Passenger,Male,29,26_to_39,20197004
6223,Motorcycle rider,Male,51,40_to_64,20192057
6224,Passenger,Male,24,17_to_25,20191055
6225,Pedestrian,Male,30,26_to_39,20196007
6226,Driver,Male,45,40_to_64,20191177
6227,Pedestrian,Female,77,75_or_older,20194063
6228,Driver,Male,82,75_or_older,20193190
6229,Motorcycle rider,Male,24,17_to_25,20195113
6230,Driver,Male,32,26_to_39,20194075
6231,Driver,Male,28,26_to_39,20191323
6232,Motorcycle rider,Male,27,26_to_39,20191190
6233,Driver,Male,45,40_to_64,20191036
6234,Driver,Male,28,26_to_39,20191040
6235,Driver,Male,52,40_to_64,20195071
6236,Motorcycle rider,Male,62,40_to_64,20192124
6237,Passenger,Male,11,0_to_16,20191045
6238,Pedestrian,Female,52,40_to_64,20195095
6239,Driver,Male,34,26_to_39,20195111
6240,Pedestrian,Male,72,65_to_74,20194036
6241,Driver,Female,79,75_or_older,20191259
6242,Passenger,Male,54,40_to_64,20191259
6243,Driver,Male,80,75_or_older,20191316
6244,Driver,Male,78,75_or_older,20192081
6245,Pedestrian,Female,82,75_or_older,20194108
6246,Driver,Female,32,26_to_39,20194027
6247,Driver,Male,63,40_to_64,20191044
6248,Motorcycle rider,Male,41,40_to_64,20193058
6249,Driver,Female,47,40_to_64,20191233
6250,Passenger,Female,16,0_to_16,20192141
6251,Passenger,Male,44,40_to_64,20193062
6252,Driver,Male,42,40_to_64,20193062
6253,Pedestrian,Male,17,17_to_25,20193047
6254,Driver,Male,34,26_to_39,20191187
6255,Driver,Male,24,17_to_25,20181309
6256,Pedestrian,Male,24,17_to_25,20184025
6257,Pedestrian,Male,20,17_to_25,20183053
6258,Passenger,Male,40,40_to_64,20181079
6259,Motorcycle rider,Male,67,65_to_74,20184009
6260,Pedestrian,Male,1,0_to_16,20183089
6261,Passenger,Female,89,75_or_older,20181062
6262,Driver,Male,30,26_to_39,20181110
6263,Driver,Male,67,65_to_74,20181038
6264,Driver,Male,61,40_to_64,20181264
6265,Passenger,Male,47,40_to_64,20183091
6266,Driver,Male,22,17_to_25,20181203
6267,Driver,Male,28,26_to_39,20185100
6268,Pedestrian,Male,29,26_to_39,20182022
6269,Pedestrian,Male,38,26_to_39,20183039
6270,Passenger,Female,21,17_to_25,20182113
6271,Pedestrian,Male,20,17_to_25,20182017
6272,Driver,Male,49,40_to_64,20184050
6273,Driver,Male,45,40_to_64,20183154
6274,Driver,Female,19,17_to_25,20181166
6275,Driver,Male,30,26_to_39,20187028
6276,Motorcycle rider,Male,33,26_to_39,20183059
6277,Driver,Male,52,40_to_64,20182094
6278,Pedestrian,Male,76,75_or_older,20183043
6279,Pedestrian,Female,75,75_or_older,20183043
6280,Passenger,Female,51,40_to_64,20182049
6281,Driver,Male,21,17_to_25,20183149
6282,Pedal cyclist,Male,43,40_to_64,20182155
6283,Pedestrian,Male,32,26_to_39,20182073
6284,Pedestrian,Male,21,17_to_25,20184027
6285,Driver,Male,32,26_to_39,20181276
6286,Passenger,Female,19,17_to_25,20181231
6287,Passenger,Male,41,40_to_64,20185114
6288,Motorcycle rider,Male,66,65_to_74,20181105
6289,Driver,Male,21,17_to_25,20183159
6290,Driver,Female,69,65_to_74,20186030
6291,Motorcycle rider,Male,28,26_to_39,20181243
6292,Driver,Male,52,40_to_64,20182199
6293,Pedestrian,Male,29,26_to_39,20185134
6294,Driver,Male,27,26_to_39,20182159
6295,Passenger,Male,27,26_to_39,20182159
6296,Driver,Male,22,17_to_25,20183092
6297,Driver,Male,20,17_to_25,20182071
6298,Driver,Male,16,0_to_16,20181049
6299,Passenger,Male,18,17_to_25,20181049
6300,Driver,Male,56,40_to_64,20183141
6301,Motorcycle rider,Male,29,26_to_39,20183034
6302,Pedal cyclist,Male,46,40_to_64,20184038
6303,Motorcycle rider,Male,69,65_to_74,20181086
6304,Motorcycle rider,Male,17,17_to_25,20182106
6305,Motorcycle rider,Male,51,40_to_64,20183210
6306,Driver,Male,66,65_to_74,20183022
6307,Motorcycle rider,Male,54,40_to_64,20181232
6308,Driver,Male,66,65_to_74,20185139
6309,Passenger,Male,3,0_to_16,20181188
6310,Driver,Male,19,17_to_25,20185076
6311,Driver,Male,45,40_to_64,20181114
6312,Passenger,Female,69,65_to_74,20183065
6313,Passenger,Female,25,17_to_25,20187036
6314,Driver,Female,49,40_to_64,20185138
6315,Driver,Female,18,17_to_25,20183224
6316,Passenger,Male,90,75_or_older,20184024
6317,Driver,Female,76,75_or_older,20184024
6318,Driver,Male,85,75_or_older,20185097
6319,Pedestrian,Male,62,40_to_64,20181107
6320,Driver,Female,18,17_to_25,20186019
6321,Passenger,Male,18,17_to_25,20186019
6322,Motorcycle rider,Male,53,40_to_64,20183025
6323,Passenger,Male,7,0_to_16,20183140
6324,Driver,Male,62,40_to_64,20183140
6325,Driver,Male,29,26_to_39,20184016
6326,Pedestrian,Female,52,40_to_64,20183116
6327,Passenger,Female,29,26_to_39,20187003
6328,Driver,Female,17,17_to_25,20185132
6329,Passenger,Male,18,17_to_25,20186012
6330,Pedestrian,Female,55,40_to_64,20181304
6331,Driver,Male,31,26_to_39,20183161
6332,Driver,Male,17,17_to_25,20181226
6333,Pedal cyclist,Male,65,65_to_74,20182035
6334,Pedestrian,Male,15,0_to_16,20181237
6335,Passenger,Male,24,17_to_25,20185085
6336,Driver,Male,60,40_to_64,20182178
6337,Pedestrian,Female,44,40_to_64,20181269
6338,Pedestrian,Male,24,17_to_25,20185036
6339,Pedestrian,Female,89,75_or_older,20182081
6340,Driver,Male,82,75_or_older,20183087
6341,Driver,Female,80,75_or_older,20181056
6342,Driver,Female,50,40_to_64,20181170
6343,Pedestrian,Female,70,65_to_74,20181002
6344,Pedestrian,Male,39,26_to_39,20182019
6345,Pedestrian,Male,81,75_or_older,20181148
6346,Driver,Female,74,65_to_74,20182110
6347,Pedal cyclist,Male,48,40_to_64,20183085
6348,Passenger,Male,19,17_to_25,20184002
6349,Motorcycle rider,Male,20,17_to_25,20181077
6350,Motorcycle rider,Male,62,40_to_64,20184005
6351,Driver,Male,65,65_to_74,20186001
6352,Motorcycle rider,Male,28,26_to_39,20182023
6353,Driver,Male,58,40_to_64,20187026
6354,Driver,Male,35,26_to_39,20184031
6355,Motorcycle rider,Male,62,40_to_64,20182181
6356,Driver,Male,71,65_to_74,20185067
6357,Pedestrian,Male,79,75_or_older,20181214
6358,Motorcycle rider,Male,29,26_to_39,20181059
6359,Driver,Male,60,40_to_64,20183020
6360,Passenger,Male,12,0_to_16,20182004
6361,Driver,Female,37,26_to_39,20182004
6362,Motorcycle rider,Male,51,40_to_64,20182002
6363,Driver,Male,26,26_to_39,20183126
6364,Driver,Male,22,17_to_25,20185016
6365,Driver,Male,37,26_to_39,20181302
6366,Motorcycle rider,Male,42,40_to_64,20187029
6367,Pedal cyclist,Male,44,40_to_64,20183029
6368,Driver,Female,46,40_to_64,20183171
6369,Passenger,Female,12,0_to_16,20183171
6370,Driver,Female,19,17_to_25,20184030
6371,Driver,Male,71,65_to_74,20181031
6372,Pedestrian,Male,92,75_or_older,20182116
6373,Pedestrian,Male,87,75_or_older,20181159
6374,Driver,Female,18,17_to_25,20183139
6375,Pedestrian,Male,70,65_to_74,20181018
6376,Motorcycle rider,Male,16,0_to_16,20181045
6377,Motorcycle rider,Male,66,65_to_74,20183134
6378,Motorcycle rider,Male,20,17_to_25,20183145
6379,Driver,Male,46,40_to_64,20185008
6380,Motorcycle rider,Male,61,40_to_64,20185005
6381,Driver,Male,76,75_or_older,20184008
6382,Motorcycle rider,Male,37,26_to_39,20182163
6383,Driver,Male,84,75_or_older,20181324
6384,Motorcycle rider,Male,72,65_to_74,20182037
6385,Motorcycle rider,Male,59,40_to_64,20181070
6386,Driver,Female,52,40_to_64,20183200
6387,Motorcycle rider,Male,64,40_to_64,20183102
6388,Driver,Male,83,75_or_older,20185048
6389,Passenger,Female,23,17_to_25,20181156
6390,Driver,Male,29,26_to_39,20183010
6391,Passenger,Male,45,40_to_64,20184047
6392,Driver,Male,58,40_to_64,20184047
6393,Pedestrian,Male,18,17_to_25,20181234
6394,Passenger,Female,20,17_to_25,20182095
6395,Pedestrian,Male,27,26_to_39,20183046
6396,Driver,Male,65,65_to_74,20182020
6397,Pedestrian,Male,18,17_to_25,20183081
6398,Pedestrian,Male,21,17_to_25,20182146
6399,Passenger,Male,42,40_to_64,20181271
6400,Driver,Male,41,40_to_64,20181271
6401,Driver,Male,44,40_to_64,20185104
6402,Passenger,Male,20,17_to_25,20182090
6403,Driver,Male,28,26_to_39,20181310
6404,Driver,Male,43,40_to_64,20185007
6405,Passenger,Male,34,26_to_39,20185007
6406,Motorcycle rider,Male,55,40_to_64,20185052
6407,Driver,Female,20,17_to_25,20185049
6408,Motorcycle rider,Male,63,40_to_64,20184048
6409,Motorcycle pillion passenger,Female,61,40_to_64,20182099
6410,Driver,Male,51,40_to_64,20182136
6411,Motorcycle rider,Male,71,65_to_74,20184044
6412,Motorcycle rider,Male,26,26_to_39,20183219
6413,Motorcycle rider,Female,54,40_to_64,20187031
6414,Motorcycle rider,Male,29,26_to_39,20182056
