crashId,dateTimeId
20241290,5_2024_0:30
20241056,5_2024_0:30
20242014,5_2024_0:42
20241251,5_2024_4:42
20243076,5_2024_7:00
20243162,5_2024_8:00
20242027,5_2024_13:00
20243029,5_2024_15:00
20242179,5_2024_15:11
20244080,5_2024_15:55
20242241,5_2024_16:08
20244047,5_2024_17:10
20241041,5_2024_18:26
20241165,5_2024_18:30
20242077,5_2024_19:05
20242078,5_2024_19:13
20242017,5_2024_21:57
20243223,4_2024_1:00
20241271,4_2024_3:30
20242217,4_2024_12:48
20242245,4_2024_12:50
20241170,4_2024_13:00
20242199,4_2024_13:15
20241177,4_2024_13:58
20246015,4_2024_15:08
20242165,4_2024_18:20
20241011,4_2024_18:36
20243260,4_2024_23:00
20241083,4_2024_4:25
20246006,4_2024_7:22
20244058,4_2024_12:25
20243218,4_2024_13:00
20241089,4_2024_13:45
20243146,4_2024_14:00
20241295,4_2024_14:23
20243264,4_2024_16:00
20241136,4_2024_16:15
20241281,4_2024_16:15
20241076,4_2024_19:00
20244073,4_2024_19:33
20242094,4_2024_1:06
20241058,4_2024_2:30
20241019,4_2024_7:30
20241275,4_2024_8:00
20243222,4_2024_9:00
20241065,4_2024_9:15
20243094,4_2024_11:00
20243145,4_2024_12:00
20241305,4_2024_19:30
20242146,4_2024_22:26
20241231,4_2024_0:01
20241145,4_2024_0:17
20241228,4_2024_2:00
20243030,4_2024_5:00
20243034,4_2024_8:00
20242058,4_2024_9:12
20241085,4_2024_9:45
20243091,4_2024_10:00
20243184,4_2024_12:00
20242104,4_2024_13:39
20248004,4_2024_13:45
20242101,4_2024_13:53
20243195,4_2024_15:00
20243055,4_2024_18:00
20241212,4_2024_21:50
20241241,4_2024_22:00
20243071,4_2024_0:00
20241171,4_2024_2:09
20243193,4_2024_6:00
20244011,4_2024_6:40
20242225,4_2024_7:35
20242160,4_2024_8:20
20241183,4_2024_11:12
20241025,4_2024_12:04
20241079,4_2024_12:40
20246010,4_2024_13:33
20242235,4_2024_14:35
20242113,4_2024_15:00
20242025,4_2024_15:30
20241148,4_2024_15:30
20241262,4_2024_18:56
20241172,4_2024_4:07
20242192,4_2024_9:00
20241014,4_2024_10:40
20242191,4_2024_12:03
20243189,4_2024_13:00
20244033,4_2024_13:10
20241206,4_2024_15:00
20243069,4_2024_16:00
20243188,4_2024_17:00
20241130,4_2024_19:00
20241178,4_2024_21:20
20248011,4_2024_4:45
20241043,4_2024_12:15
20244054,4_2024_12:45
20243032,4_2024_13:00
20244015,4_2024_16:35
20243112,4_2024_17:00
20243253,4_2024_22:00
20246028,3_2024_1:19
20242244,3_2024_1:45
20244006,3_2024_3:25
20241154,3_2024_5:00
20241146,3_2024_5:00
20242009,3_2024_5:50
20241217,3_2024_11:24
20242030,3_2024_12:45
20243025,3_2024_13:00
20242168,3_2024_13:13
20246021,3_2024_14:05
20241238,3_2024_14:55
20241158,3_2024_15:58
20243228,3_2024_17:00
20242210,3_2024_17:04
20242253,3_2024_17:10
20242256,3_2024_19:40
20241289,3_2024_19:55
20243045,3_2024_21:00
20242028,3_2024_22:20
20243054,3_2024_23:00
20241187,3_2024_23:07
20246007,3_2024_3:00
20241126,3_2024_11:00
20244049,3_2024_14:15
20242021,3_2024_15:55
20242045,3_2024_20:20
20243101,3_2024_22:00
20242206,3_2024_2:10
20242117,3_2024_6:25
20241226,3_2024_11:13
20242079,3_2024_13:32
20241156,3_2024_14:10
20243093,3_2024_16:00
20243125,3_2024_18:00
20243134,3_2024_18:00
20242239,3_2024_22:10
20241232,3_2024_23:40
20241061,3_2024_4:00
20244056,3_2024_9:34
20242039,3_2024_11:00
20241182,3_2024_11:05
20241044,3_2024_12:08
20242131,3_2024_15:45
20244031,3_2024_17:15
20242059,3_2024_19:35
20242033,3_2024_21:17
20241207,3_2024_22:00
20243033,3_2024_22:00
20242159,3_2024_0:50
20243177,3_2024_2:00
20243241,3_2024_3:00
20243132,3_2024_5:00
20243159,3_2024_6:00
20242072,3_2024_9:00
20243028,3_2024_9:00
20243105,3_2024_10:00
20242258,3_2024_12:04
20241007,3_2024_12:25
20241227,3_2024_14:10
20243130,3_2024_15:00
20242065,3_2024_16:50
20243259,3_2024_17:00
20244052,3_2024_17:05
20242247,3_2024_20:30
20241093,3_2024_20:50
20241276,3_2024_23:10
20242208,3_2024_5:46
20241157,3_2024_7:10
20244065,3_2024_7:54
20242054,3_2024_9:55
20242221,3_2024_14:10
20242197,3_2024_17:40
20241075,3_2024_19:00
20241279,3_2024_2:04
20243095,3_2024_5:00
20243272,3_2024_6:00
20243027,3_2024_14:00
20248001,3_2024_14:30
20242228,3_2024_20:18
20242105,2_2024_3:48
20241069,2_2024_6:15
20244074,2_2024_7:17
20244008,2_2024_8:30
20243100,2_2024_9:00
20241122,2_2024_9:14
20244064,2_2024_9:25
20243138,2_2024_11:00
20241141,2_2024_13:30
20241244,2_2024_13:45
20242236,2_2024_14:00
20242195,2_2024_15:00
20242010,2_2024_16:35
20242205,2_2024_17:20
20244002,2_2024_19:30
20242041,2_2024_20:26
20242084,2_2024_2:58
20243230,2_2024_3:00
20241114,2_2024_5:30
20243068,2_2024_7:00
20243099,2_2024_7:00
20242145,2_2024_10:55
20243062,2_2024_12:00
20244048,2_2024_12:38
20241112,2_2024_16:25
20243047,2_2024_17:00
20242198,2_2024_17:30
20243202,2_2024_21:00
20244029,2_2024_21:15
20241185,2_2024_1:30
20242153,2_2024_3:15
20243257,2_2024_4:00
20243149,2_2024_10:00
20242202,2_2024_11:38
20243245,2_2024_12:00
20244004,2_2024_12:45
20241123,2_2024_12:50
20242222,2_2024_13:49
20242248,2_2024_14:02
20241213,2_2024_18:45
20242220,2_2024_19:58
20242047,2_2024_3:45
20243270,2_2024_4:00
20241121,2_2024_6:00
20243016,2_2024_9:00
20241038,2_2024_10:00
20243200,2_2024_10:00
20243039,2_2024_11:00
20242246,2_2024_12:01
20242063,2_2024_14:25
20243180,2_2024_15:00
20241297,2_2024_18:30
20243059,2_2024_19:00
20242242,2_2024_19:20
20242091,2_2024_7:20
20243077,2_2024_8:00
20244038,2_2024_12:30
20243136,2_2024_13:00
20243211,2_2024_15:00
20241270,2_2024_17:40
20241225,2_2024_17:48
20241084,2_2024_20:15
20243050,2_2024_4:00
20243216,2_2024_6:00
20242190,2_2024_7:35
20243115,2_2024_8:00
20242116,2_2024_9:10
20241129,2_2024_10:45
20244076,2_2024_13:22
20243141,2_2024_19:00
20241095,2_2024_19:40
20242082,2_2024_7:59
20241090,2_2024_11:30
20241113,2_2024_11:45
20243258,2_2024_12:00
20244053,2_2024_12:10
20241064,2_2024_13:42
20243175,2_2024_14:00
20243183,2_2024_19:00
20241049,2_2024_20:06
20241242,1_2024_6:05
20241144,1_2024_9:55
20243262,1_2024_11:00
20241001,1_2024_15:20
20242231,1_2024_16:14
20241018,1_2024_16:30
20241105,1_2024_17:15
20241282,1_2024_17:45
20243204,1_2024_19:00
20243224,1_2024_20:00
20243179,1_2024_23:00
20241192,1_2024_0:15
20241026,1_2024_8:20
20241067,1_2024_14:50
20242001,1_2024_15:15
20243013,1_2024_17:00
20241191,1_2024_17:10
20242031,1_2024_18:30
20241117,1_2024_21:40
20246020,1_2024_23:50
20241012,1_2024_2:00
20242263,1_2024_11:40
20242038,1_2024_13:15
20246005,1_2024_15:57
20244030,1_2024_21:46
20242061,1_2024_22:30
20244036,1_2024_0:35
20242134,1_2024_0:48
20243060,1_2024_11:00
20242002,1_2024_12:50
20243057,1_2024_15:00
20243166,1_2024_15:00
20242203,1_2024_16:26
20243196,1_2024_22:00
20241214,1_2024_22:00
20242083,1_2024_0:05
20241272,1_2024_0:10
20241104,1_2024_5:45
20243182,1_2024_7:00
20242180,1_2024_8:45
20242126,1_2024_9:00
20241023,1_2024_11:21
20243065,1_2024_12:00
20243083,1_2024_14:00
20244070,1_2024_14:35
20243048,1_2024_17:00
20241280,1_2024_17:25
20242118,1_2024_5:35
20241193,1_2024_7:00
20242150,1_2024_10:25
20241239,1_2024_12:20
20242111,1_2024_13:15
20243255,1_2024_22:00
20241033,1_2024_4:30
20241288,1_2024_5:00
20243012,1_2024_6:00
20241164,1_2024_8:10
20243250,1_2024_11:00
20242076,1_2024_11:55
20241099,1_2024_12:00
20243052,1_2024_13:00
20241015,1_2024_14:44
20243219,1_2024_17:00
20241184,1_2024_17:30
20241284,1_2024_20:12
20242218,1_2024_20:50
20241008,1_2024_20:55
20244075,1_2024_21:31
20242147,1_2024_23:42
20248010,1_2024_23:50
20234108,12_2023_1:42
20234099,12_2023_4:15
20233145,12_2023_6:00
20236026,12_2023_9:07
20233259,12_2023_12:00
20236028,12_2023_12:12
20231088,12_2023_12:50
20231189,12_2023_13:45
20232156,12_2023_16:55
20233100,12_2023_17:00
20231103,12_2023_17:00
20232192,12_2023_17:25
20233056,12_2023_18:00
20231091,12_2023_22:00
20232211,12_2023_9:00
20231104,12_2023_10:15
20231155,12_2023_12:10
20232098,12_2023_12:16
20232128,12_2023_12:43
20233085,12_2023_14:00
20234027,12_2023_15:24
20232061,12_2023_15:50
20234033,12_2023_18:25
20232044,12_2023_18:40
20232250,12_2023_23:18
20233231,12_2023_0:00
20231020,12_2023_0:30
20231115,12_2023_10:15
20231038,12_2023_12:00
20231108,12_2023_12:20
20231281,12_2023_12:45
20233078,12_2023_15:00
20231261,12_2023_16:50
20233258,12_2023_17:00
20236009,12_2023_17:15
20232237,12_2023_17:18
20232188,12_2023_18:29
20233165,12_2023_19:00
20231098,12_2023_19:40
20234029,12_2023_20:09
20231102,12_2023_20:49
20231198,12_2023_22:15
20231129,12_2023_22:40
20231231,12_2023_0:01
20233120,12_2023_9:00
20232196,12_2023_9:15
20234053,12_2023_10:28
20232240,12_2023_12:00
20231095,12_2023_12:25
20232119,12_2023_14:04
20232243,12_2023_16:25
20234042,12_2023_17:15
20232067,12_2023_18:30
20234079,12_2023_18:45
20231023,12_2023_21:16
20233221,12_2023_22:00
20233081,12_2023_1:00
20231076,12_2023_6:50
20232045,12_2023_7:21
20236006,12_2023_8:30
20234061,12_2023_8:48
20232201,12_2023_10:01
20236025,12_2023_12:08
20233189,12_2023_14:00
20233111,12_2023_15:00
20232097,12_2023_15:21
20233036,12_2023_17:00
20231250,12_2023_17:20
20233228,12_2023_20:00
20234084,12_2023_2:05
20232009,12_2023_10:50
20231145,12_2023_12:30
20231056,12_2023_12:46
20232115,12_2023_13:17
20233012,12_2023_15:00
20232018,12_2023_17:00
20233200,12_2023_22:00
20233110,12_2023_0:00
20233154,12_2023_5:00
20231223,12_2023_6:24
20234067,12_2023_8:00
20231182,12_2023_8:55
20238004,12_2023_9:00
20231173,12_2023_15:10
20233155,12_2023_16:00
20233161,12_2023_20:00
20234020,12_2023_22:22
20231052,11_2023_0:10
20231296,11_2023_2:20
20231143,11_2023_7:40
20234021,11_2023_9:24
20231302,11_2023_9:25
20231285,11_2023_13:19
20231178,11_2023_13:25
20234031,11_2023_21:09
20237013,11_2023_23:20
20233136,11_2023_10:00
20233051,11_2023_10:00
20231229,11_2023_10:48
20233176,11_2023_11:00
20234068,11_2023_13:20
20231044,11_2023_13:30
20231190,11_2023_14:05
20236012,11_2023_14:45
20233205,11_2023_15:00
20233074,11_2023_18:00
20233050,11_2023_2:00
20231045,11_2023_3:20
20231205,11_2023_9:00
20234025,11_2023_9:40
20231119,11_2023_13:50
20231272,11_2023_14:20
20233139,11_2023_16:00
20233043,11_2023_21:00
20231256,11_2023_23:45
20234018,11_2023_9:40
20231278,11_2023_10:30
20233008,11_2023_11:00
20234063,11_2023_14:35
20233069,11_2023_18:00
20234017,11_2023_20:16
20231029,11_2023_7:54
20231111,11_2023_11:18
20234034,11_2023_12:15
20231160,11_2023_15:37
20233224,11_2023_17:00
20231139,11_2023_18:50
20231303,11_2023_19:20
20231283,11_2023_22:55
20231141,11_2023_23:17
20231206,11_2023_23:42
20233017,11_2023_5:00
20231175,11_2023_8:19
20233073,11_2023_16:00
20233114,11_2023_17:00
20231064,11_2023_0:30
20233032,11_2023_7:00
20233063,11_2023_9:00
20231271,11_2023_9:09
20234094,11_2023_9:55
20231152,11_2023_12:00
20231068,11_2023_14:00
20233020,11_2023_14:00
20233134,11_2023_15:00
20233198,11_2023_15:00
20231252,11_2023_16:01
20231227,11_2023_22:20
20231292,10_2023_6:15
20232065,10_2023_6:30
20232171,10_2023_6:31
20232063,10_2023_14:00
20232074,10_2023_14:30
20231288,10_2023_18:00
20232170,10_2023_22:30
20231133,10_2023_23:08
20231249,10_2023_5:20
20231171,10_2023_6:40
20233196,10_2023_8:00
20233245,10_2023_9:00
20231025,10_2023_10:20
20231244,10_2023_16:30
20232118,10_2023_17:00
20231128,10_2023_19:30
20232048,10_2023_20:15
20236004,10_2023_20:55
20232204,10_2023_21:30
20231251,10_2023_22:00
20231263,10_2023_0:05
20231078,10_2023_0:30
20233251,10_2023_2:00
20234077,10_2023_3:00
20236003,10_2023_3:15
20233246,10_2023_7:00
20232248,10_2023_12:22
