crashId,locationId
20221159,NSW_Inner Regional Australia_Southern Highlands and Shoalhaven_Wingecarribee_Sub-arterial Road
20222046,VIC_Inner Regional Australia_Warrnambool and South West_Corangamite_National or State Highway
20221068,NSW_Outer Regional Australia_New England and North West_Glen Innes Severn_National or State Highway
20222174,VIC_Inner Regional Australia_North West_Northern Grampians_Arterial Road
20223041,QLD_Inner Regional Australia_Ipswich_Somerset_Sub-arterial Road
20226022,TAS_Outer Regional Australia_Launceston and North East_Meander Valley_National or State Highway
20221020,NSW_Inner Regional Australia_Mid North Coast_Mid-Coast_Local Road
20223133,QLD_Remote Australia_Darling Downs - Maranoa_Maranoa_Local Road
20222062,VIC_Major Cities of Australia_Melbourne - South East_Casey_Arterial Road
20221254,NSW_Inner Regional Australia_Central West_Lithgow_National or State Highway
20222007,VIC_Inner Regional Australia_Shepparton_Greater Shepparton_Sub-arterial Road
20223233,QLD_Very Remote Australia_Queensland - Outback_Mareeba_Sub-arterial Road
20221241,NSW_Inner Regional Australia_Capital Region_Queanbeyan-Palerang_Arterial Road
20227006,NT_Remote Australia_Northern Territory - Outback_MacDonnell_Arterial Road
20222212,VIC_Inner Regional Australia_Hume_Strathbogie_Local Road
20221229,NSW_Major Cities of Australia_Sydney - Baulkham Hills and Hawkesbury_The Hills_Collector Road
20226033,TAS_Inner Regional Australia_Launceston and North East_Northern Midlands_Sub-arterial Road
20222041,VIC_Major Cities of Australia_Melbourne - West_Hobsons Bay_Local Road
20221186,NSW_Major Cities of Australia_Sydney - South West_Fairfield_Collector Road
20227034,NT_Very Remote Australia_Northern Territory - Outback_Victoria Daly_National or State Highway
20224048,SA_Major Cities of Australia_Adelaide - Central and Hills_Adelaide Hills_Local Road
20221214,NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_Ku-ring-gai_Collector Road
20223142,QLD_Outer Regional Australia_Queensland - Outback_Mareeba_Sub-arterial Road
20222100,VIC_Inner Regional Australia_Shepparton_Campaspe_National or State Highway
20223021,QLD_Major Cities of Australia_Brisbane - South_Brisbane_Sub-arterial Road
20221158,NSW_Major Cities of Australia_Sydney - Outer West and Blue Mountains_Blue Mountains_National or State Highway
20222117,VIC_Major Cities of Australia_Melbourne - North West_Hume_Sub-arterial Road
20221154,NSW_Major Cities of Australia_Newcastle and Lake Macquarie_Lake Macquarie_National or State Highway
20227019,NT_Remote Australia_Northern Territory - Outback_Unincorporated NT_Sub-arterial Road
20221024,NSW_Inner Regional Australia_Capital Region_Hilltops_Local Road
20222186,VIC_Major Cities of Australia_Melbourne - Inner East_Whitehorse_Sub-arterial Road
20224017,SA_Outer Regional Australia_Barossa - Yorke - Mid North_Port Pirie_Collector Road
20222219,VIC_Major Cities of Australia_Melbourne - Outer East_Maroondah_Arterial Road
20228001,ACT_Major Cities of Australia_Australian Capital Territory_Unincorporated ACT_Arterial Road
20222125,VIC_Inner Regional Australia_Bendigo_Loddon_Sub-arterial Road
20226024,TAS_Inner Regional Australia_Hobart_Brighton_National or State Highway
20213216,QLD_Inner Regional Australia_Darling Downs - Maranoa_Southern Downs_Local Road
20212172,VIC_Major Cities of Australia_Melbourne - West_Melton_Arterial Road
20215133,WA_Inner Regional Australia_Western Australia - Wheat Belt_York_Arterial Road
20213127,QLD_Inner Regional Australia_Toowoomba_Toowoomba_Access road
20212142,VIC_Major Cities of Australia_Melbourne - South East_Casey_National or State Highway
20212161,VIC_Major Cities of Australia_Melbourne - Inner South_Stonnington_National or State Highway
20211232,NSW_Major Cities of Australia_Sydney - City and Inner South_Sydney_Local Road
20212205,VIC_Major Cities of Australia_Geelong_Greater Geelong_Sub-arterial Road
20211018,NSW_Inner Regional Australia_Richmond - Tweed_Kyogle_Arterial Road
20212026,VIC_Inner Regional Australia_Shepparton_Campaspe_Sub-arterial Road
20217020,NT_Very Remote Australia_Northern Territory - Outback_East Arnhem_Sub-arterial Road
20216011,TAS_Outer Regional Australia_West and North West_Waratah-Wynyard_National or State Highway
20212157,VIC_Major Cities of Australia_Melbourne - Inner_Melbourne_Arterial Road
20213119,QLD_Remote Australia_Queensland - Outback_Cook_Local Road
20212051,VIC_Major Cities of Australia_Melbourne - Inner_Yarra_Arterial Road
20211130,NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_Ku-ring-gai_Collector Road
20217003,NT_Very Remote Australia_Northern Territory - Outback_MacDonnell_Sub-arterial Road
20213226,QLD_Inner Regional Australia_Gold Coast_Gold Coast_Access road
20217025,NT_Remote Australia_Northern Territory - Outback_West Arnhem_Sub-arterial Road
20213164,QLD_Inner Regional Australia_Logan - Beaudesert_Logan_Sub-arterial Road
20211254,NSW_Inner Regional Australia_Central West_Bathurst_National or State Highway
20212108,VIC_Outer Regional Australia_North West_Horsham_National or State Highway
20213187,QLD_Major Cities of Australia_Moreton Bay - North_Moreton Bay_Sub-arterial Road
20212145,VIC_Major Cities of Australia_Melbourne - North West_Hume_National or State Highway
20214071,SA_Outer Regional Australia_South Australia - South East_Renmark Paringa_National or State Highway
20211225,NSW_Major Cities of Australia_Sydney - Outer West and Blue Mountains_Penrith_Arterial Road
20211166,NSW_Outer Regional Australia_New England and North West_Inverell_Local Road
20211178,NSW_Major Cities of Australia_Sydney - South West_Camden_Local Road
20214004,SA_Major Cities of Australia_Adelaide - Central and Hills_Mount Barker_Sub-arterial Road
20211200,NSW_Major Cities of Australia_Hunter Valley exc Newcastle_Cessnock_Sub-arterial Road
20215156,WA_Major Cities of Australia_Perth - South West_Rockingham_Arterial Road
20211155,NSW_Outer Regional Australia_Hunter Valley exc Newcastle_Upper Hunter_National or State Highway
20211170,NSW_Outer Regional Australia_Riverina_Snowy Valleys_Sub-arterial Road
20215047,WA_Outer Regional Australia_Western Australia - Wheat Belt_Plantagenet_National or State Highway
20212198,VIC_Inner Regional Australia_Melbourne - Outer East_Yarra Ranges_Arterial Road
20212013,VIC_Inner Regional Australia_Shepparton_Moira_Sub-arterial Road
20214049,SA_Remote Australia_South Australia - Outback_Unincorporated SA_National or State Highway
20213006,QLD_Outer Regional Australia_Cairns_Cairns_Local Road
20211017,NSW_Remote Australia_Riverina_Carrathool_Arterial Road
20214075,SA_Outer Regional Australia_Barossa - Yorke - Mid North_Yorke Peninsula_Arterial Road
20213162,QLD_Major Cities of Australia_Brisbane - West_Brisbane_Local Road
20217007,NT_Outer Regional Australia_Darwin_Darwin_Local Road
20211124,NSW_Outer Regional Australia_Capital Region_Snowy Monaro_Sub-arterial Road
20215063,WA_Major Cities of Australia_Perth - South West_Kwinana_National or State Highway
20211075,NSW_Outer Regional Australia_New England and North West_Tamworth_Sub-arterial Road
20211174,NSW_Inner Regional Australia_Far West and Orana_Dubbo_Local Road
20211229,NSW_Major Cities of Australia_Sydney - Outer South West_Campbelltown (NSW)_Local Road
20213008,QLD_Very Remote Australia_Queensland - Outback_Cloncurry_National or State Highway
20213150,QLD_Outer Regional Australia_Cairns_Cassowary Coast_National or State Highway
20211133,NSW_Major Cities of Australia_Sydney - South West_Liverpool_Collector Road
20211042,NSW_Inner Regional Australia_Capital Region_Snowy Monaro_National or State Highway
20212133,VIC_Major Cities of Australia_Mornington Peninsula_Mornington Peninsula_Local Road
20212194,VIC_Major Cities of Australia_Melbourne - Inner South_Glen Eira_Arterial Road
20212196,VIC_Inner Regional Australia_Hume_Murrindindi_Sub-arterial Road
20213195,QLD_Inner Regional Australia_Wide Bay_Bundaberg_Collector Road
20212129,VIC_Major Cities of Australia_Melbourne - North West_Hume_Arterial Road
20215152,WA_Inner Regional Australia_Mandurah_Murray_Local Road
20215013,WA_Remote Australia_Western Australia - Wheat Belt_Dumbleyung_Arterial Road
20215078,WA_Remote Australia_Western Australia - Outback (North)_Port Hedland_Local Road
20216018,TAS_Inner Regional Australia_Hobart_Derwent Valley_Arterial Road
20211250,NSW_Major Cities of Australia_Sydney - South West_Liverpool_Arterial Road
20216010,TAS_Outer Regional Australia_South East_Huon Valley_Sub-arterial Road
20211039,NSW_Inner Regional Australia_Riverina_Coolamon_Arterial Road
20211131,NSW_Outer Regional Australia_Coffs Harbour - Grafton_Clarence Valley_Arterial Road
20214022,SA_Inner Regional Australia_Barossa - Yorke - Mid North_Barossa_Sub-arterial Road
20211246,NSW_Inner Regional Australia_Mid North Coast_Mid-Coast_National or State Highway
20214015,SA_Outer Regional Australia_South Australia - South East_Wattle Range_National or State Highway
20211031,NSW_Inner Regional Australia_Richmond - Tweed_Ballina_Sub-arterial Road
20212030,VIC_Inner Regional Australia_Hume_Murrindindi_Arterial Road
20212067,VIC_Inner Regional Australia_Hume_Benalla_Sub-arterial Road
20211081,NSW_Major Cities of Australia_Sydney - Outer South West_Campbelltown (NSW)_Local Road
20211181,NSW_Inner Regional Australia_Sydney - Outer South West_Wollondilly_Arterial Road
20215057,WA_Major Cities of Australia_Perth - North West_Stirling_Local Road
20214074,SA_Outer Regional Australia_South Australia - South East_Robe_Arterial Road
20215150,WA_Major Cities of Australia_Perth - Inner_Cambridge_National or State Highway
20213228,QLD_Outer Regional Australia_Darling Downs - Maranoa_Maranoa_Local Road
20211027,NSW_Major Cities of Australia_Illawarra_Shellharbour_Local Road
20211087,NSW_Outer Regional Australia_Murray_Federation_Sub-arterial Road
20211086,NSW_Major Cities of Australia_Sydney - Parramatta_Cumberland_Collector Road
20211242,NSW_Outer Regional Australia_Murray_Murray River_Sub-arterial Road
20215054,WA_Major Cities of Australia_Perth - North West_Wanneroo_National or State Highway
20215144,WA_Outer Regional Australia_Western Australia - Wheat Belt_Plantagenet_Local Road
20211147,NSW_Inner Regional Australia_Richmond - Tweed_Lismore_Arterial Road
20211194,NSW_Major Cities of Australia_Sydney - Sutherland_Sutherland_Arterial Road
20213247,QLD_Major Cities of Australia_Brisbane - West_Brisbane_Local Road
20211146,NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_Willoughby_Arterial Road
20212029,VIC_Major Cities of Australia_Melbourne - North West_Hume_Collector Road
20213206,QLD_Inner Regional Australia_Moreton Bay - North_Somerset_National or State Highway
20216016,TAS_Outer Regional Australia_West and North West_Central Coast (Tas.)_Sub-arterial Road
20211164,NSW_Outer Regional Australia_Riverina_Temora_Sub-arterial Road
20211009,NSW_Inner Regional Australia_Murray_Albury_Local Road
20212162,VIC_Inner Regional Australia_Hume_Mitchell_National or State Highway
20213242,QLD_Inner Regional Australia_Central Queensland_Rockhampton_National or State Highway
20212075,VIC_Outer Regional Australia_Latrobe - Gippsland_East Gippsland_Arterial Road
20213086,QLD_Inner Regional Australia_Moreton Bay - North_Somerset_National or State Highway
20211235,NSW_Major Cities of Australia_Newcastle and Lake Macquarie_Lake Macquarie_Local Road
20211025,NSW_Inner Regional Australia_Capital Region_Snowy Monaro_National or State Highway
20213175,QLD_Outer Regional Australia_Mackay - Isaac - Whitsunday_Isaac_National or State Highway
20212078,VIC_Inner Regional Australia_Shepparton_Moira_Arterial Road
20211058,NSW_Outer Regional Australia_Richmond - Tweed_Richmond Valley_Local Road
20212153,VIC_Major Cities of Australia_Melbourne - Inner_Melbourne_Sub-arterial Road
20211167,NSW_Inner Regional Australia_Richmond - Tweed_Lismore_National or State Highway
20212167,VIC_Inner Regional Australia_Ballarat_Moorabool_Local Road
20211215,NSW_Inner Regional Australia_New England and North West_Uralla_Arterial Road
20213154,QLD_Major Cities of Australia_Brisbane - West_Brisbane_Local Road
20211205,NSW_Inner Regional Australia_Sydney - Outer West and Blue Mountains_Blue Mountains_Arterial Road
20215151,WA_Major Cities of Australia_Perth - South East_Gosnells_National or State Highway
20215066,WA_Outer Regional Australia_Western Australia - Wheat Belt_Dandaragan_National or State Highway
20212113,VIC_Major Cities of Australia_Geelong_Greater Geelong_Sub-arterial Road
20214077,SA_Remote Australia_South Australia - South East_Kangaroo Island_Sub-arterial Road
20211013,NSW_Major Cities of Australia_Sydney - Outer West and Blue Mountains_Blue Mountains_National or State Highway
20211103,NSW_Inner Regional Australia_Richmond - Tweed_Ballina_Local Road
20211085,NSW_Major Cities of Australia_Sydney - Ryde_The Hills_National or State Highway
20213026,QLD_Inner Regional Australia_Ipswich_Scenic Rim_Sub-arterial Road
20217018,NT_Outer Regional Australia_Darwin_Darwin_Arterial Road
20213052,QLD_Major Cities of Australia_Brisbane - South_Brisbane_Sub-arterial Road
20213031,QLD_Inner Regional Australia_Logan - Beaudesert_Logan_Local Road
20213153,QLD_Major Cities of Australia_Logan - Beaudesert_Logan_National or State Highway
20214027,SA_Major Cities of Australia_Adelaide - North_Salisbury_Local Road
20215076,WA_Major Cities of Australia_Perth - South East_Serpentine-Jarrahdale_Arterial Road
20216032,TAS_Outer Regional Australia_South East_Southern Midlands_Sub-arterial Road
20214020,SA_Major Cities of Australia_Adelaide - South_Onkaparinga_Collector Road
20211097,NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Port Stephens_Arterial Road
20212061,VIC_Inner Regional Australia_Shepparton_Campaspe_National or State Highway
20213071,QLD_Outer Regional Australia_Wide Bay_North Burnett_Local Road
20212176,VIC_Major Cities of Australia_Melbourne - West_Melton_National or State Highway
20212136,VIC_Inner Regional Australia_Latrobe - Gippsland_Latrobe (Vic.)_Arterial Road
20214084,SA_Outer Regional Australia_South Australia - South East_Grant_National or State Highway
20215105,WA_Major Cities of Australia_Mandurah_Mandurah_Local Road
20214056,SA_Major Cities of Australia_Adelaide - South_Onkaparinga_Sub-arterial Road
20211024,NSW_Major Cities of Australia_Sydney - City and Inner South_Sydney_Collector Road
20212201,VIC_Inner Regional Australia_Bendigo_Greater Bendigo_National or State Highway
20213166,QLD_Major Cities of Australia_Brisbane - South_Brisbane_Collector Road
20215106,WA_Major Cities of Australia_Perth - North West_Wanneroo_Local Road
20212057,VIC_Major Cities of Australia_Melbourne - West_Melton_National or State Highway
20211201,NSW_Remote Australia_Far West and Orana_Unincorporated NSW_National or State Highway
20212160,VIC_Major Cities of Australia_Melbourne - North East_Whittlesea_Arterial Road
20211140,NSW_Remote Australia_Murray_Balranald_National or State Highway
20211041,NSW_Outer Regional Australia_Riverina_Snowy Valleys_National or State Highway
20212034,VIC_Outer Regional Australia_Latrobe - Gippsland_South Gippsland_National or State Highway
20212010,VIC_Major Cities of Australia_Mornington Peninsula_Mornington Peninsula_Arterial Road
20214036,SA_Outer Regional Australia_South Australia - South East_Wattle Range_Arterial Road
20213163,QLD_Remote Australia_Central Queensland_Central Highlands (Qld)_National or State Highway
20211101,NSW_Inner Regional Australia_Riverina_Wagga Wagga_Arterial Road
20211251,NSW_Major Cities of Australia_Sydney - Inner South West_Bayside (NSW)_Local Road
20213143,QLD_Remote Australia_Mackay - Isaac - Whitsunday_Isaac_Sub-arterial Road
20212209,VIC_Major Cities of Australia_Melbourne - North East_Banyule_Sub-arterial Road
20212135,VIC_Major Cities of Australia_Mornington Peninsula_Frankston_Sub-arterial Road
20211168,NSW_Major Cities of Australia_Sydney - Outer West and Blue Mountains_Penrith_Arterial Road
20214050,SA_Outer Regional Australia_South Australia - South East_Southern Mallee_Local Road
20212011,VIC_Inner Regional Australia_Warrnambool and South West_Colac Otway_Local Road
20212185,VIC_Inner Regional Australia_Latrobe - Gippsland_South Gippsland_National or State Highway
20213088,QLD_Inner Regional Australia_Wide Bay_Fraser Coast_Sub-arterial Road
20211245,NSW_Inner Regional Australia_Richmond - Tweed_Ballina_National or State Highway
20214039,SA_Inner Regional Australia_Barossa - Yorke - Mid North_Barossa_Local Road
20213137,QLD_Major Cities of Australia_Sunshine Coast_Sunshine Coast_Local Road
20212137,VIC_Inner Regional Australia_Bendigo_Loddon_National or State Highway
20215141,WA_Outer Regional Australia_Western Australia - Wheat Belt_Woodanilling_Local Road
20213214,QLD_Inner Regional Australia_Wide Bay_Fraser Coast_Sub-arterial Road
20211127,NSW_Outer Regional Australia_Central West_Mid-Western_Arterial Road
20213134,QLD_Inner Regional Australia_Wide Bay_Bundaberg_Local Road
20211183,NSW_Outer Regional Australia_Central West_Warrumbungle_National or State Highway
20213027,QLD_Major Cities of Australia_Moreton Bay - South_Moreton Bay_Sub-arterial Road
20212155,VIC_Inner Regional Australia_Ballarat_Hepburn_Arterial Road
20213067,QLD_Inner Regional Australia_Ipswich_Somerset_Sub-arterial Road
20211213,NSW_Outer Regional Australia_Central West_Forbes_Sub-arterial Road
20212016,VIC_Major Cities of Australia_Melbourne - North East_Darebin_Local Road
20215018,WA_Outer Regional Australia_Western Australia - Wheat Belt_Dowerin_Local Road
20215149,WA_Outer Regional Australia_Western Australia - Outback (South)_Kalgoorlie-Boulder_National or State Highway
20213190,QLD_Outer Regional Australia_Wide Bay_Bundaberg_National or State Highway
20212024,VIC_Major Cities of Australia_Melbourne - North West_Brimbank_Arterial Road
20215024,WA_Outer Regional Australia_Western Australia - Outback (South)_Greater Geraldton_Local Road
20216027,TAS_Inner Regional Australia_Launceston and North East_Northern Midlands_National or State Highway
20215095,WA_Inner Regional Australia_Bunbury_Harvey_Local Road
20213149,QLD_Major Cities of Australia_Gold Coast_Gold Coast_Sub-arterial Road
20212143,VIC_Major Cities of Australia_Melbourne - South East_Monash_National or State Highway
20214058,SA_Inner Regional Australia_South Australia - South East_Murray Bridge_Sub-arterial Road
20211185,NSW_Major Cities of Australia_Sydney - Parramatta_Cumberland_Busway
20211159,NSW_Inner Regional Australia_Richmond - Tweed_Richmond Valley_Local Road
20213140,QLD_Inner Regional Australia_Wide Bay_Fraser Coast_Sub-arterial Road
20212156,VIC_Outer Regional Australia_North West_Horsham_National or State Highway
20215001,WA_Inner Regional Australia_Perth - South East_Serpentine-Jarrahdale_Local Road
20215114,WA_Major Cities of Australia_Perth - North East_Bayswater_Local Road
20212097,VIC_Major Cities of Australia_Mornington Peninsula_Frankston_Local Road
20212028,VIC_Inner Regional Australia_Hume_Wangaratta_National or State Highway
20215067,WA_Major Cities of Australia_Perth - North East_Swan_Local Road
20212087,VIC_Inner Regional Australia_Bendigo_Macedon Ranges_Arterial Road
20213227,QLD_Major Cities of Australia_Moreton Bay - North_Moreton Bay_Collector Road
20213174,QLD_Very Remote Australia_Queensland - Outback_Doomadgee_Collector Road
20213136,QLD_Major Cities of Australia_Gold Coast_Gold Coast_National or State Highway
20211202,NSW_Major Cities of Australia_Sydney - Outer South West_Campbelltown (NSW)_Collector Road
20213197,QLD_Outer Regional Australia_Central Queensland_Gladstone_Sub-arterial Road
20211189,NSW_Outer Regional Australia_Far West and Orana_Narromine_Local Road
20213106,QLD_Very Remote Australia_Queensland - Outback_Croydon_Sub-arterial Road
20211100,NSW_Outer Regional Australia_Hunter Valley exc Newcastle_Muswellbrook_Arterial Road
20211093,NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Mid-Coast_Local Road
20213032,QLD_Inner Regional Australia_Central Queensland_Rockhampton_National or State Highway
20214003,SA_Major Cities of Australia_Adelaide - West_Charles Sturt_Arterial Road
20211021,NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Cessnock_Arterial Road
20211161,NSW_Inner Regional Australia_Southern Highlands and Shoalhaven_Shoalhaven_Sub-arterial Road
20211256,NSW_Outer Regional Australia_New England and North West_Narrabri_Sub-arterial Road
20215065,WA_Major Cities of Australia_Perth - South East_Gosnells_Arterial Road
20213070,QLD_Major Cities of Australia_Brisbane - North_Brisbane_Pedestrian Thoroughfare
20213132,QLD_Inner Regional Australia_Logan - Beaudesert_Scenic Rim_Local Road
20212056,VIC_Outer Regional Australia_Hume_Towong_Local Road
20217014,NT_Very Remote Australia_Northern Territory - Outback_West Arnhem_Sub-arterial Road
20213046,QLD_Inner Regional Australia_Sunshine Coast_Sunshine Coast_Local Road
20214037,SA_Major Cities of Australia_Adelaide - Central and Hills_Adelaide Hills_Sub-arterial Road
20211135,NSW_Inner Regional Australia_Riverina_Wagga Wagga_Arterial Road
20211234,NSW_Inner Regional Australia_Mid North Coast_Port Macquarie-Hastings_National or State Highway
20213170,QLD_Inner Regional Australia_Mackay - Isaac - Whitsunday_Mackay_Collector Road
20214061,SA_Inner Regional Australia_South Australia - South East_Alexandrina_Collector Road
20213235,QLD_Major Cities of Australia_Brisbane - East_Brisbane_Local Road
20213212,QLD_Inner Regional Australia_Wide Bay_Bundaberg_Local Road
20214023,SA_Very Remote Australia_South Australia - Outback_Unincorporated SA_National or State Highway
20211151,NSW_Inner Regional Australia_Central West_Mid-Western_Local Road
20212060,VIC_Major Cities of Australia_Mornington Peninsula_Mornington Peninsula_Collector Road
20211089,NSW_Major Cities of Australia_Capital Region_Queanbeyan-Palerang_Arterial Road
20215041,WA_Outer Regional Australia_Western Australia - Wheat Belt_Albany_National or State Highway
20213123,QLD_Inner Regional Australia_Toowoomba_Toowoomba_Local Road
20211145,NSW_Major Cities of Australia_Sydney - Inner South West_Canterbury-Bankstown_Arterial Road
20216009,TAS_Outer Regional Australia_South East_Central Highlands (Tas.)_Access road
20211078,NSW_Inner Regional Australia_Capital Region_Upper Lachlan_National or State Highway
20211207,NSW_Inner Regional Australia_Capital Region_Upper Lachlan_National or State Highway
20211059,NSW_Outer Regional Australia_Riverina_Lockhart_Arterial Road
20212154,VIC_Major Cities of Australia_Melbourne - South East_Casey_Arterial Road
20215020,WA_Inner Regional Australia_Western Australia - Wheat Belt_Chittering_Arterial Road
20212019,VIC_Inner Regional Australia_Melbourne - North West_Macedon Ranges_Local Road
20213144,QLD_Major Cities of Australia_Gold Coast_Gold Coast_Collector Road
20213199,QLD_Major Cities of Australia_Brisbane - South_Brisbane_Local Road
20212186,VIC_Outer Regional Australia_Latrobe - Gippsland_Baw Baw_Local Road
20213082,QLD_Major Cities of Australia_Moreton Bay - North_Moreton Bay_Collector Road
20211006,NSW_Outer Regional Australia_New England and North West_Walcha_Access road
20213003,QLD_Outer Regional Australia_Townsville_Townsville_National or State Highway
20213141,QLD_Outer Regional Australia_Darling Downs - Maranoa_Western Downs_National or State Highway
20214030,SA_Major Cities of Australia_Adelaide - West_Port Adelaide Enfield_Sub-arterial Road
20214054,SA_Inner Regional Australia_Barossa - Yorke - Mid North_Barossa_Arterial Road
20215125,WA_Major Cities of Australia_Perth - South East_Canning_Arterial Road
20213230,QLD_Inner Regional Australia_Logan - Beaudesert_Logan_Local Road
20212179,VIC_Inner Regional Australia_Ballarat_Ballarat_Local Road
20215157,WA_Remote Australia_Western Australia - Outback (South)_Perenjori_Local Road
20211077,NSW_Outer Regional Australia_Capital Region_Eurobodalla_National or State Highway
20212049,VIC_Major Cities of Australia_Melbourne - North West_Brimbank_National or State Highway
20213135,QLD_Major Cities of Australia_Gold Coast_Gold Coast_National or State Highway
20214062,SA_Outer Regional Australia_South Australia - South East_Renmark Paringa_Collector Road
20213112,QLD_Inner Regional Australia_Wide Bay_Bundaberg_Sub-arterial Road
20211199,NSW_Inner Regional Australia_Sydney - Baulkham Hills and Hawkesbury_Hawkesbury_Collector Road
20212092,VIC_Inner Regional Australia_Warrnambool and South West_Moyne_National or State Highway
20211152,NSW_Inner Regional Australia_Sydney - Outer South West_Wollondilly_National or State Highway
20212036,VIC_Major Cities of Australia_Melbourne - North West_Moonee Valley_Local Road
20213093,QLD_Inner Regional Australia_Toowoomba_Toowoomba_Collector Road
20213151,QLD_Inner Regional Australia_Mackay - Isaac - Whitsunday_Mackay_National or State Highway
20213057,QLD_Major Cities of Australia_Brisbane - East_Redland_Collector Road
20215059,WA_Very Remote Australia_Western Australia - Outback (South)_Mount Magnet_National or State Highway
20211212,NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Cessnock_Arterial Road
20211106,NSW_Major Cities of Australia_Sydney - Inner West_Inner West_Local Road
20211184,NSW_Major Cities of Australia_Central Coast_Central Coast (NSW)_Collector Road
20215154,WA_Inner Regional Australia_Bunbury_Donnybrook-Balingup_Local Road
20213183,QLD_Inner Regional Australia_Sunshine Coast_Sunshine Coast_Collector Road
20217012,NT_Outer Regional Australia_Darwin_Litchfield_National or State Highway
20211063,NSW_Remote Australia_Far West and Orana_Cobar_National or State Highway
20217009,NT_Outer Regional Australia_Darwin_Darwin_Arterial Road
20213177,QLD_Major Cities of Australia_Ipswich_Ipswich_National or State Highway
20213101,QLD_Major Cities of Australia_Sunshine Coast_Sunshine Coast_Local Road
20212095,VIC_Major Cities of Australia_Melbourne - South East_Cardinia_Local Road
20213185,QLD_Remote Australia_Queensland - Outback_Hope Vale_Local Road
20214091,SA_Remote Australia_South Australia - Outback_Cleve_Sub-arterial Road
20214081,SA_Inner Regional Australia_South Australia - South East_Murray Bridge_Collector Road
20212128,VIC_Inner Regional Australia_Shepparton_Moira_Sub-arterial Road
20215102,WA_Outer Regional Australia_Bunbury_Augusta Margaret River_Arterial Road
20212098,VIC_Major Cities of Australia_Melbourne - South East_Casey_National or State Highway
20214059,SA_Major Cities of Australia_Adelaide - South_Mitcham_National or State Highway
20211177,NSW_Major Cities of Australia_Central Coast_Central Coast (NSW)_Arterial Road
20214001,SA_Major Cities of Australia_Adelaide - West_Charles Sturt_Arterial Road
20212119,VIC_Major Cities of Australia_Melbourne - North West_Moonee Valley_Collector Road
20215127,WA_Major Cities of Australia_Perth - Inner_Vincent_National or State Highway
20213002,QLD_Inner Regional Australia_Gold Coast_Scenic Rim_Local Road
20216013,TAS_Remote Australia_West and North West_West Coast_Arterial Road
20213087,QLD_Major Cities of Australia_Logan - Beaudesert_Logan_Local Road
20213030,QLD_Major Cities of Australia_Brisbane - South_Brisbane_Busway
20212021,VIC_Major Cities of Australia_Melbourne - South East_Casey_Local Road
20211116,NSW_Inner Regional Australia_Mid North Coast_Port Macquarie-Hastings_National or State Highway
20211076,NSW_Inner Regional Australia_Richmond - Tweed_Tweed_National or State Highway
20211136,NSW_Outer Regional Australia_Riverina_Carrathool_National or State Highway
20212008,VIC_Inner Regional Australia_Bendigo_Greater Bendigo_Arterial Road
20215077,WA_Outer Regional Australia_Western Australia - Wheat Belt_Wickepin_Arterial Road
20213129,QLD_Major Cities of Australia_Moreton Bay - North_Moreton Bay_Access road
20212066,VIC_Major Cities of Australia_Melbourne - South East_Casey_Local Road
20214047,SA_Inner Regional Australia_Barossa - Yorke - Mid North_Clare and Gilbert Valleys_National or State Highway
20211191,NSW_Major Cities of Australia_Hunter Valley exc Newcastle_Port Stephens_Local Road
20215044,WA_Major Cities of Australia_Perth - South East_Gosnells_National or State Highway
20212106,VIC_Outer Regional Australia_Hume_Wangaratta_Arterial Road
20212134,VIC_Major Cities of Australia_Melbourne - North West_Melton_Sub-arterial Road
20212053,VIC_Inner Regional Australia_Melbourne - Outer East_Yarra Ranges_Arterial Road
20217008,NT_Outer Regional Australia_Darwin_Darwin_Collector Road
20212111,VIC_Major Cities of Australia_Melbourne - West_Melton_Local Road
20211011,NSW_Outer Regional Australia_Central West_Mid-Western_Sub-arterial Road
20213068,QLD_Inner Regional Australia_Logan - Beaudesert_Logan_National or State Highway
20213157,QLD_Outer Regional Australia_Wide Bay_South Burnett_Sub-arterial Road
20212012,VIC_Major Cities of Australia_Melbourne - West_Hobsons Bay_Sub-arterial Road
20211203,NSW_Outer Regional Australia_New England and North West_Liverpool Plains_Local Road
20215140,WA_Major Cities of Australia_Perth - South West_Cockburn_Arterial Road
20213090,QLD_Major Cities of Australia_Gold Coast_Gold Coast_Local Road
20212072,VIC_Major Cities of Australia_Melbourne - North East_Nillumbik_Arterial Road
20215088,WA_Inner Regional Australia_Western Australia - Wheat Belt_Chittering_National or State Highway
20215155,WA_Very Remote Australia_Western Australia - Outback (South)_Kalgoorlie-Boulder_National or State Highway
20215147,WA_Inner Regional Australia_Western Australia - Wheat Belt_York_Arterial Road
20213155,QLD_Inner Regional Australia_Toowoomba_Lockyer Valley_National or State Highway
20215055,WA_Major Cities of Australia_Perth - North West_Wanneroo_Local Road
20211020,NSW_Inner Regional Australia_New England and North West_Tamworth_Local Road
