personId,crashId
1450,20231147
1451,20234004
1452,20238003
1453,20231073
1454,20234015
1455,20231280
1456,20231047
1457,20231083
1458,20232247
1459,20232145
1460,20233109
1461,20234045
1462,20232222
1463,20231294
1464,20231039
1465,20231127
1466,20231184
1467,20232216
1468,20233087
1469,20233022
1470,20232020
1471,20236014
1472,20232006
1473,20233142
1474,20231268
1475,20231183
1476,20231258
1477,20232147
1478,20234016
1479,20233132
1480,20233018
1481,20233206
1482,20232050
1483,20231100
1484,20234085
1485,20231037
1486,20231218
1487,20233233
1488,20233238
1489,20232218
1490,20231177
1491,20233002
1492,20232202
1493,20231051
1494,20231126
1495,20233160
1496,20233103
1497,20232187
1498,20232255
1499,20231009
1500,20233146
1501,20232126
1502,20231018
1503,20233262
1504,20231021
1505,20232242
1506,20233128
1507,20232107
1508,20234001
1509,20237009
1510,20236019
1511,20231300
1512,20232086
1513,20233024
1514,20232002
1515,20231138
1516,20233125
1517,20232251
1518,20233067
1519,20233190
1520,20233240
1521,20233030
1522,20232030
1523,20233166
1524,20232056
1525,20233044
1526,20231211
1527,20232121
1528,20231187
1529,20236031
1530,20232114
1531,20233088
1532,20237012
1533,20233150
1534,20231033
1535,20231082
1536,20231167
1537,20233126
1538,20231174
1539,20231286
1540,20232166
1541,20231170
1542,20231193
1543,20233039
1544,20231185
1545,20233075
1546,20232235
1547,20236029
1548,20231253
1549,20233089
1550,20231157
1551,20231157
1552,20231157
1553,20231157
1554,20231157
1555,20231157
1556,20231157
1557,20231157
1558,20231157
1559,20231157
1560,20232108
1561,20231194
1562,20233090
1563,20233104
1564,20236034
1565,20231118
1566,20234107
1567,20232158
1568,20233079
1569,20232079
1570,20231219
1571,20231140
1572,20231080
1573,20231116
1574,20234013
1575,20233007
1576,20232038
1577,20231079
1578,20231151
1579,20232035
1580,20231243
1581,20233065
1582,20233203
1583,20233148
1584,20234089
1585,20233172
1586,20231260
1587,20233256
1588,20234102
1589,20234102
1590,20231236
1591,20233186
1592,20231228
1593,20232209
1594,20234044
1595,20233072
1596,20231122
1597,20233179
1598,20233192
1599,20232052
1600,20234078
1601,20232260
1602,20233112
1603,20233083
1604,20233197
1605,20232080
1606,20231084
1607,20233199
1608,20234022
1609,20233113
1610,20231273
1611,20236032
1612,20233137
1613,20232085
1614,20232085
1615,20231266
1616,20233151
1617,20233116
1618,20233116
1619,20231295
1620,20233127
1621,20231024
1622,20231279
1623,20233011
1624,20234086
1625,20234058
1626,20231061
1627,20231016
1628,20236010
1629,20233130
1630,20236024
1631,20234055
1632,20233173
1633,20233071
1634,20231241
1635,20233054
1636,20231048
1637,20232180
1638,20231284
1639,20231222
1640,20233235
1641,20233243
1642,20232102
1643,20233062
1644,20233242
1645,20234051
1646,20233034
1647,20231247
1648,20231247
1649,20231072
1650,20231125
1651,20231032
1652,20231032
1653,20231032
1654,20231032
1655,20236008
1656,20231293
1657,20231065
1658,20234002
1659,20231063
1660,20233226
1661,20234088
1662,20233106
1663,20231191
1664,20233215
1665,20231137
1666,20232208
1667,20231176
1668,20231217
1669,20232207
1670,20231298
1671,20232043
1672,20232238
1673,20233026
1674,20237007
1675,20231142
1676,20231290
1677,20231154
1678,20231002
1679,20231015
1680,20233033
1681,20234101
1682,20233046
1683,20236018
1684,20231004
1685,20231066
1686,20232129
1687,20232129
1688,20232228
1689,20233107
1690,20233141
1691,20233141
1692,20233141
1693,20234070
1694,20231124
1695,20233009
1696,20233091
1697,20231081
1698,20231131
1699,20233086
1700,20232032
1701,20232032
1702,20232032
1703,20232032
1704,20232032
1705,20231203
1706,20231148
1707,20233248
1708,20231050
1709,20232159
1710,20232029
1711,20233230
1712,20234104
1713,20231192
1714,20234098
1715,20231132
1716,20231132
1717,20231132
1718,20231132
1719,20233042
1720,20231224
1721,20231003
1722,20233064
1723,20231254
1724,20233060
1725,20233061
1726,20233115
1727,20233260
1728,20233227
1729,20231230
1730,20236020
1731,20234019
1732,20234096
1733,20231232
1734,20234064
1735,20232117
1736,20231054
1737,20233049
1738,20234093
1739,20231287
1740,20231299
1741,20233244
1742,20231179
1743,20231267
1744,20231265
1745,20233084
1746,20231269
1747,20231269
1748,20231269
1749,20233025
1750,20234037
1751,20234037
1752,20234030
1753,20231144
1754,20233207
1755,20234060
1756,20233099
1757,20232014
1758,20231216
1759,20234069
1760,20231172
1761,20233177
1762,20232064
1763,20232064
1764,20231120
1765,20231030
1766,20233257
1767,20233057
1768,20233178
1769,20231233
1770,20231233
1771,20231233
1772,20234008
1773,20232175
1774,20232197
1775,20231186
1776,20232212
1777,20231235
1778,20233219
1779,20232151
1780,20233010
1781,20231058
1782,20236015
1783,20232070
1784,20234054
1785,20237002
1786,20232206
1787,20232206
1788,20234090
1789,20231049
1790,20232220
1791,20231134
1792,20234041
1793,20233217
1794,20231239
1795,20231202
1796,20234009
1797,20233194
1798,20233187
1799,20231105
1800,20232134
1801,20231077
1802,20231031
1803,20234065
1804,20232091
1805,20236023
1806,20234024
1807,20234024
1808,20232010
1809,20233077
1810,20231094
1811,20231055
1812,20231270
1813,20231246
1814,20231275
1815,20237020
1816,20234100
1817,20234073
1818,20233220
1819,20236002
1820,20231110
1821,20233028
1822,20234074
1823,20233168
1824,20234047
1825,20233171
1826,20233055
1827,20232109
1828,20234049
1829,20231114
1830,20231093
1831,20234050
1832,20231130
1833,20231130
1834,20233261
1835,20233218
1836,20231257
1837,20233159
1838,20231112
1839,20233096
1840,20231121
1841,20232011
1842,20231237
1843,20231096
1844,20233202
1845,20231017
1846,20231017
1847,20232229
1848,20233216
1849,20231169
1850,20231181
1851,20231215
1852,20231199
1853,20236030
1854,20234092
1855,20231212
1856,20234040
1857,20231208
1858,20231069
1859,20232149
1860,20233082
1861,20232140
1862,20232167
1863,20232075
1864,20234028
1865,20231276
1866,20234072
1867,20234075
1868,20232053
1869,20233037
1870,20233048
1871,20234014
1872,20232055
1873,20232148
1874,20232060
1875,20232060
1876,20232162
1877,20232100
1878,20232233
1879,20236033
1880,20232105
1881,20232013
1882,20233225
1883,20232221
1884,20233147
1885,20234076
1886,20232176
1887,20231006
1888,20233023
1889,20233182
1890,20232132
1891,20232160
1892,20232036
1893,20233041
1894,20232179
1895,20232041
1896,20232041
1897,20232253
1898,20233080
1899,20231197
1900,20233124
1901,20233236
1902,20231213
1903,20234081
1904,20231041
1905,20233101
1906,20232155
1907,20231282
1908,20234103
1909,20234097
1910,20232003
1911,20231196
1912,20232078
1913,20233149
1914,20233149
1915,20232164
1916,20231001
1917,20231060
1918,20233188
1919,20233129
1920,20232161
1921,20233003
1922,20231166
1923,20232234
1924,20236001
1925,20231277
1926,20234039
1927,20233047
1928,20234043
1929,20231014
1930,20233031
1931,20233164
1932,20234003
1933,20237004
1934,20234023
1935,20232039
1936,20232092
1937,20233239
1938,20233158
1939,20232008
1940,20232139
1941,20231013
1942,20231123
1943,20231123
1944,20232019
1945,20236021
1946,20238002
1947,20232122
1948,20232122
1949,20232111
1950,20234007
1951,20231240
1952,20231099
1953,20231161
1954,20231099
1955,20232259
1956,20233174
1957,20233174
1958,20233174
1959,20232101
1960,20232120
1961,20236013
1962,20233253
1963,20231209
1964,20231107
1965,20234083
1966,20234083
1967,20234046
1968,20233092
1969,20232082
1970,20232177
1971,20232177
1972,20232177
1973,20232177
1974,20233255
1975,20232142
1976,20221099
1977,20221136
1978,20221056
1979,20221035
1980,20221187
1981,20221203
1982,20223053
1983,20223053
1984,20223053
1985,20221170
1986,20221220
1987,20221184
1988,20224015
1989,20221079
1990,20221252
1991,20221252
1992,20224050
1993,20223141
1994,20223045
1995,20223045
1996,20221135
1997,20223271
1998,20223271
1999,20223108
2000,20221109
2001,20223173
2002,20223123
2003,20226027
2004,20223253
2005,20223174
2006,20224019
2007,20223023
2008,20227028
2009,20221166
2010,20223107
2011,20223239
2012,20223148
2013,20221143
2014,20221248
2015,20221194
2016,20223046
2017,20223093
2018,20221112
2019,20223058
2020,20221012
2021,20221015
2022,20223201
2023,20221202
2024,20221061
2025,20224062
2026,20224062
2027,20224062
2028,20221047
2029,20221009
2030,20223090
2031,20221150
2032,20223163
2033,20223199
2034,20223163
2035,20221082
2036,20223181
2037,20224055
2038,20223206
2039,20224032
2040,20222052
2041,20221262
2042,20222106
2043,20226038
2044,20223272
2045,20222098
2046,20224002
2047,20221087
2048,20222108
2049,20223062
2050,20224013
2051,20222182
2052,20223051
2053,20221233
2054,20221105
2055,20226040
2056,20221078
2057,20223219
2058,20222012
2059,20223091
2060,20222013
2061,20222016
2062,20223074
2063,20223071
2064,20223071
2065,20221013
2066,20221086
2067,20223099
2068,20223158
2069,20221189
2070,20223078
2071,20226034
2072,20221103
2073,20222004
2074,20224054
2075,20223150
2076,20221181
2077,20221215
2078,20223113
2079,20223018
2080,20223223
2081,20221040
2082,20222023
2083,20221042
2084,20223010
2085,20223012
2086,20222220
2087,20221031
2088,20222015
2089,20223028
2090,20222196
2091,20221081
2092,20221188
2093,20221173
2094,20221131
2095,20222159
2096,20223052
2097,20223052
2098,20223138
2099,20222031
2100,20223064
2101,20222121
2102,20227002
2103,20223198
2104,20223101
2105,20223101
2106,20221110
2107,20222177
2108,20221116
2109,20226041
2110,20221161
2111,20224037
2112,20222036
2113,20221011
2114,20223065
2115,20221205
2116,20224025
2117,20223029
2118,20223220
2119,20222051
2120,20221074
2121,20223131
2122,20222157
2123,20226044
2124,20226044
2125,20227017
2126,20223248
2127,20223044
2128,20227040
2129,20222163
2130,20222217
2131,20223024
2132,20221175
2133,20222207
2134,20224012
2135,20221052
2136,20222178
2137,20221191
