crashId,crashType,numberFatalities,busInvolvement,heavyRigidTruckInvolvement,articulatedTruckInvolvement,speedLimit,nationalRoadType
20202176,Multiple,2,No,No,No,100,Arterial Road
20207011,Single,1,No,No,No,130,National or State Highway
20205072,Single,1,No,No,No,70,Arterial Road
20203029,Single,1,No,No,No,100,Collector Road
20205093,Single,1,No,No,No,100,Arterial Road
20202023,Single,1,No,Yes,No,80,Sub-arterial Road
20203093,Single,1,No,No,Yes,100,National or State Highway
20208003,Single,1,No,No,No,70,Local Road
20201159,Single,1,No,Yes,No,100,Sub-arterial Road
20201063,Single,1,No,Yes,No,100,National or State Highway
20201087,Single,1,No,No,No,40,Collector Road
20203018,Single,1,No,No,No,60,Sub-arterial Road
20206020,Single,1,No,No,No,110,National or State Highway
20205031,Single,1,No,No,No,100,Local Road
20202091,Single,1,No,No,No,60,Collector Road
20202159,Single,1,No,No,No,60,Local Road
20203005,Single,1,No,No,No,100,National or State Highway
20203042,Single,1,No,No,No,80,Local Road
20203209,Multiple,4,No,No,No,80,Sub-arterial Road
20205117,Single,1,No,No,No,110,Arterial Road
20203109,Single,1,No,No,No,80,Local Road
20201102,Multiple,2,No,No,No,100,National or State Highway
20205025,Single,1,No,No,No,90,Arterial Road
20201195,Single,1,No,No,No,100,Arterial Road
20204069,Single,1,No,No,No,100,Collector Road
20201224,Single,1,No,No,No,70,National or State Highway
20201084,Single,1,No,No,No,50,Local Road
20201198,Single,1,No,No,No,60,Arterial Road
20203107,Single,1,No,No,No,80,Access road
20201040,Single,1,No,No,No,60,Collector Road
20204039,Single,1,No,No,No,80,Arterial Road
20201240,Single,1,No,No,No,100,National or State Highway
20204063,Single,1,No,No,No,90,National or State Highway
20204022,Single,1,No,No,No,110,National or State Highway
20203245,Single,1,Yes,No,No,60,Sub-arterial Road
20203035,Single,1,No,No,No,100,Local Road
20203001,Single,1,No,No,No,100,Collector Road
20205056,Single,1,No,No,No,100,National or State Highway
20202050,Single,1,No,Yes,No,80,Arterial Road
20202116,Single,1,No,No,No,60,Arterial Road
20202122,Single,1,No,No,No,100,National or State Highway
20202101,Single,1,No,No,No,100,National or State Highway
20203056,Single,1,No,No,No,50,National or State Highway
20203210,Single,1,No,No,No,60,Local Road
20202014,Single,1,No,No,No,100,Collector Road
20203243,Single,1,No,No,No,100,National or State Highway
20201080,Single,1,No,No,Yes,100,National or State Highway
20201120,Single,1,No,No,No,60,National or State Highway
20205133,Single,1,No,No,No,110,Local Road
20203046,Single,1,No,No,No,50,Local Road
20201130,Single,1,No,No,No,100,Sub-arterial Road
20204076,Single,1,No,No,No,110,Arterial Road
20201211,Single,1,No,No,No,80,Sub-arterial Road
20203225,Single,1,No,Yes,No,80,Sub-arterial Road
20206015,Single,1,No,Yes,No,70,Arterial Road
20203122,Single,1,No,No,No,60,Local Road
20202076,Single,1,No,No,No,100,Local Road
20201135,Single,1,No,No,No,80,Arterial Road
20203081,Single,1,No,No,No,100,National or State Highway
20205081,Single,1,No,No,No,110,Arterial Road
20205032,Single,1,No,Yes,No,50,Local Road
20204075,Single,1,No,Yes,No,60,Local Road
20207025,Single,1,No,No,No,130,National or State Highway
20204085,Single,1,No,Yes,No,110,National or State Highway
20204034,Single,1,No,No,No,100,Local Road
20201163,Single,1,No,No,Yes,100,Arterial Road
20205033,Single,1,No,No,Yes,70,Arterial Road
20201172,Single,1,No,No,No,100,Sub-arterial Road
20201181,Single,1,Yes,No,No,40,Local Road
20204017,Single,1,No,No,No,110,National or State Highway
20203241,Single,1,No,No,No,60,Sub-arterial Road
20202154,Multiple,2,No,No,No,100,National or State Highway
20203108,Multiple,2,No,No,Yes,100,National or State Highway
20205036,Single,1,No,No,No,60,National or State Highway
20203187,Single,1,No,No,No,50,Collector Road
20202089,Single,1,No,No,No,40,Arterial Road
20203136,Single,1,No,No,No,80,Sub-arterial Road
20203009,Single,1,No,No,No,100,Sub-arterial Road
20202084,Single,1,No,No,No,80,Arterial Road
20201101,Single,1,No,No,No,80,Sub-arterial Road
20201094,Single,1,No,No,No,80,National or State Highway
20203008,Single,1,No,No,No,100,National or State Highway
20201124,Single,1,No,No,No,110,National or State Highway
20205064,Single,1,No,No,No,60,Local Road
20203217,Single,1,No,No,No,70,Collector Road
20203037,Single,1,No,No,No,80,Sub-arterial Road
20203075,Single,1,No,No,No,100,National or State Highway
20203204,Single,1,No,No,No,60,Local Road
20203249,Single,1,No,No,No,50,Sub-arterial Road
20202034,Single,1,No,Yes,No,80,Arterial Road
20201041,Single,1,No,No,No,50,Local Road
20205019,Multiple,2,No,Yes,No,110,Arterial Road
20201257,Single,1,No,No,No,80,Arterial Road
20205052,Single,1,No,No,No,110,Local Road
20205073,Single,1,No,No,No,60,National or State Highway
20207020,Single,1,No,No,No,100,Sub-arterial Road
20207023,Single,1,No,No,No,110,Sub-arterial Road
20202110,Multiple,2,No,No,No,100,Arterial Road
20202093,Single,1,No,No,No,100,Arterial Road
20201125,Single,1,No,No,No,100,Sub-arterial Road
20201062,Single,1,No,No,No,60,Arterial Road
20201067,Single,1,No,No,No,80,National or State Highway
20205125,Single,1,No,No,No,110,Arterial Road
20203060,Single,1,No,No,No,110,National or State Highway
20202195,Multiple,2,No,No,No,100,Arterial Road
20203101,Single,1,No,No,No,60,Sub-arterial Road
20201142,Single,1,No,No,No,80,Sub-arterial Road
20205053,Single,1,No,No,No,70,Arterial Road
20203080,Multiple,2,No,No,No,70,Sub-arterial Road
20203041,Multiple,4,No,No,No,70,National or State Highway
20207006,Single,1,No,No,No,100,Sub-arterial Road
20202114,Single,1,No,No,No,100,Arterial Road
20203096,Single,1,No,No,No,70,Sub-arterial Road
20204011,Single,1,No,No,No,60,Collector Road
20202164,Single,1,No,No,No,100,Arterial Road
20203218,Multiple,2,No,No,No,80,Collector Road
20201220,Single,1,No,No,No,50,Local Road
20201234,Single,1,No,No,No,80,National or State Highway
20201004,Single,1,No,No,Yes,80,National or State Highway
20202012,Single,1,No,No,No,60,Local Road
20201258,Single,1,No,No,No,80,Collector Road
20201252,Single,1,No,No,No,70,National or State Highway
20201026,Single,1,No,No,No,60,Collector Road
20205022,Single,1,No,No,No,100,Arterial Road
20202119,Single,1,No,No,No,60,Local Road
20201052,Single,1,No,No,No,100,Sub-arterial Road
20203229,Single,1,No,Yes,No,60,National or State Highway
20202193,Single,1,No,No,Yes,100,National or State Highway
20203079,Single,1,No,No,No,80,National or State Highway
20204050,Single,1,No,No,No,50,Local Road
20201233,Single,1,No,No,Yes,100,Arterial Road
20201146,Single,1,No,No,No,60,Arterial Road
20205065,Single,1,No,No,No,110,Arterial Road
20202028,Single,1,No,No,No,50,Collector Road
20203127,Single,1,No,No,No,70,National or State Highway
20205123,Single,1,No,No,No,50,Local Road
20203077,Single,1,No,No,No,50,Local Road
20202171,Single,1,No,No,No,60,Arterial Road
20201039,Single,1,No,No,No,60,Local Road
20205071,Single,1,No,No,No,100,Local Road
20201129,Single,1,No,No,No,100,Sub-arterial Road
20201031,Single,1,No,No,Yes,100,Local Road
20201177,Single,1,No,No,No,40,Local Road
20202178,Single,1,No,No,No,60,Arterial Road
20205120,Single,1,No,No,No,70,Local Road
20201218,Single,1,No,No,No,60,Arterial Road
20203121,Single,1,No,No,No,100,National or State Highway
20201193,Single,1,No,No,No,100,Access road
20205063,Multiple,2,No,No,No,80,Local Road
20204015,Multiple,2,No,No,No,80,National or State Highway
20205094,Multiple,2,No,No,No,80,National or State Highway
20205057,Single,1,No,No,No,50,Local Road
20206027,Single,1,No,No,Yes,100,National or State Highway
20202108,Single,1,No,No,No,60,Local Road
20203087,Single,1,No,No,No,100,Local Road
20203125,Single,1,No,No,Yes,80,National or State Highway
20202007,Single,1,No,No,No,50,Local Road
20201131,Multiple,2,No,No,Yes,80,National or State Highway
20203020,Single,1,No,No,No,60,Local Road
20203165,Single,1,No,No,No,100,National or State Highway
20202022,Single,1,No,No,No,100,National or State Highway
20202051,Single,1,No,No,No,70,National or State Highway
20203045,Single,1,No,Yes,No,50,Local Road
20201169,Single,1,No,No,No,50,Collector Road
20201238,Single,1,No,No,No,50,Local Road
20203104,Single,1,No,No,No,60,Local Road
20201086,Single,1,No,No,No,110,National or State Highway
20201225,Multiple,2,No,No,Yes,60,National or State Highway
20204007,Multiple,2,No,No,No,100,National or State Highway
20205066,Single,1,No,No,No,110,Local Road
20201150,Single,1,No,No,No,50,Local Road
20203246,Single,1,No,No,No,50,Local Road
20201219,Single,1,No,No,No,110,National or State Highway
20201191,Single,1,No,No,No,100,Arterial Road
20202139,Single,1,No,No,No,80,Arterial Road
20203031,Single,1,No,No,No,100,Local Road
20203112,Single,1,No,No,Yes,80,National or State Highway
20207018,Single,1,No,No,No,60,Access road
20201188,Single,1,No,No,No,100,Sub-arterial Road
20202038,Single,1,No,No,No,60,Arterial Road
20204047,Single,1,No,No,No,40,Local Road
20203090,Single,1,No,No,No,80,Local Road
20201136,Single,1,No,No,No,50,Local Road
20203004,Single,1,No,No,Yes,100,National or State Highway
20202029,Multiple,2,No,No,No,100,Arterial Road
20203126,Single,1,No,No,No,60,National or State Highway
20201174,Multiple,2,No,No,No,80,Arterial Road
20201208,Single,1,No,No,No,50,Local Road
20205018,Single,1,No,No,No,110,Arterial Road
20201019,Single,1,No,Yes,No,70,Arterial Road
20205091,Multiple,2,No,No,No,110,Arterial Road
20204046,Single,1,No,No,No,100,Collector Road
20203202,Multiple,3,No,No,No,100,Sub-arterial Road
20203208,Single,1,No,No,No,50,Local Road
20202169,Single,1,No,No,No,100,Sub-arterial Road
20204028,Single,1,No,No,No,80,National or State Highway
20202046,Single,1,No,No,No,100,Arterial Road
20205026,Single,1,No,No,No,60,Local Road
20205007,Single,1,No,No,No,110,Local Road
20201001,Single,1,No,No,No,50,Local Road
20203066,Single,1,No,No,No,60,Sub-arterial Road
20205024,Single,1,No,No,No,110,Local Road
20202129,Single,1,No,No,No,50,Local Road
20202019,Single,1,No,No,No,80,National or State Highway
20202073,Single,1,No,No,No,100,Sub-arterial Road
20202153,Single,1,No,No,No,100,Sub-arterial Road
20203115,Single,1,No,No,No,100,National or State Highway
20203088,Single,1,No,Yes,No,70,National or State Highway
20205047,Single,1,No,No,No,80,Arterial Road
20202191,Single,1,No,No,No,100,Arterial Road
20205075,Single,1,No,No,No,70,Arterial Road
20206006,Single,1,No,No,No,50,Local Road
20203189,Single,1,No,No,No,80,Local Road
20201194,Single,1,No,Yes,No,100,Arterial Road
20203025,Single,1,No,No,No,50,Local Road
20203086,Multiple,2,No,No,Yes,100,National or State Highway
20203161,Single,1,No,No,No,60,Collector Road
20202081,Single,1,No,No,No,100,National or State Highway
20203168,Single,1,No,No,No,60,Collector Road
20202140,Single,1,No,No,No,30,National or State Highway
20205058,Single,1,No,No,No,110,Arterial Road
20201079,Single,1,No,No,No,50,Local Road
20204025,Single,1,No,No,No,80,Local Road
20202125,Multiple,2,No,No,Yes,110,National or State Highway
20204079,Single,1,No,No,No,100,Sub-arterial Road
20202144,Single,1,No,No,No,100,Arterial Road
20203065,Single,1,No,No,No,60,Sub-arterial Road
20201009,Single,1,No,No,No,80,National or State Highway
20203100,Single,1,No,No,No,100,National or State Highway
20203069,Single,1,No,No,No,70,Sub-arterial Road
20201036,Single,1,No,No,Yes,70,Arterial Road
20208004,Multiple,2,No,No,No,80,Arterial Road
20205016,Single,1,No,No,No,80,Local Road
20204033,Multiple,2,No,No,No,60,Arterial Road
20201222,Single,1,No,No,No,100,Access road
20201053,Single,1,No,No,No,60,Arterial Road
20201061,Single,1,No,No,No,50,Collector Road
20203061,Single,1,No,No,No,60,Pedestrian Thoroughfare
20203215,Single,1,No,No,No,50,Local Road
20201082,Single,1,No,No,Yes,80,National or State Highway
20203023,Single,1,No,No,No,80,Local Road
20205078,Single,1,No,No,No,110,Arterial Road
20201122,Single,1,No,No,No,60,Collector Road
20204006,Single,1,No,No,Yes,60,Local Road
20202186,Single,1,No,No,No,80,Arterial Road
20203078,Single,1,No,No,No,100,Sub-arterial Road
20201013,Multiple,2,No,No,No,80,National or State Highway
20203120,Single,1,No,No,Yes,100,National or State Highway
20207027,Single,1,No,No,No,100,National or State Highway
20201176,Single,1,No,No,No,80,Collector Road
20201152,Single,1,No,No,No,100,Arterial Road
20203028,Single,1,No,No,No,100,Local Road
20202121,Single,1,No,No,No,80,National or State Highway
20204078,Single,1,No,No,No,80,Local Road
20201068,Single,1,No,Yes,No,60,National or State Highway
20201014,Single,1,No,No,Yes,90,National or State Highway
20202183,Single,1,No,No,No,100,National or State Highway
20203003,Single,1,No,No,No,80,Sub-arterial Road
20202002,Single,1,No,Yes,No,80,National or State Highway
20201149,Single,1,No,No,No,100,Arterial Road
20203221,Single,1,No,No,No,60,National or State Highway
20205080,Single,1,No,No,No,80,Local Road
20201184,Single,1,No,No,No,50,Collector Road
20205046,Single,1,No,No,No,50,Local Road
20206004,Single,1,No,No,No,100,Local Road
20203248,Single,1,No,No,No,70,Sub-arterial Road
20202057,Single,1,No,Yes,No,50,Local Road
20201141,Single,1,No,No,No,60,Local Road
20205097,Single,1,No,No,No,110,Arterial Road
20201214,Single,1,No,No,No,80,Local Road
20201010,Single,1,No,No,No,60,Arterial Road
20201127,Single,1,No,No,Yes,60,Sub-arterial Road
20203054,Single,1,No,No,No,100,National or State Highway
20201057,Single,1,No,No,No,100,Sub-arterial Road
20205034,Multiple,2,No,No,No,60,Local Road
20205008,Single,1,No,No,No,100,National or State Highway
20201099,Single,1,No,Yes,No,80,National or State Highway
20201246,Single,1,No,No,No,50,Local Road
20202006,Single,1,No,No,No,60,Arterial Road
20203138,Single,1,No,No,No,50,Sub-arterial Road
20203091,Single,1,No,No,No,50,Local Road
20204041,Single,1,No,No,No,100,Local Road
20202138,Single,1,No,No,No,100,Sub-arterial Road
20202162,Single,1,No,No,Yes,100,National or State Highway
20206017,Single,1,No,No,No,100,National or State Highway
20201029,Single,1,No,No,No,100,National or State Highway
20203192,Single,1,No,No,Yes,100,National or State Highway
20201256,Single,1,No,Yes,No,50,Local Road
20205038,Single,1,No,No,No,60,Local Road
20203240,Multiple,2,No,No,No,100,Access road
20201216,Single,1,No,No,Yes,70,National or State Highway
20202077,Single,1,No,No,No,100,Arterial Road
20205070,Single,1,No,Yes,No,90,National or State Highway
20202135,Single,1,No,No,No,80,Sub-arterial Road
20202182,Single,1,No,No,No,100,Arterial Road
20202181,Single,1,No,Yes,No,100,Local Road
20203140,Single,1,No,No,No,70,Sub-arterial Road
20202017,Single,1,No,No,No,50,Local Road
20202005,Single,1,No,No,No,60,Sub-arterial Road
20205103,Single,1,No,No,No,110,National or State Highway
20202042,Single,1,No,No,No,50,Local Road
20202027,Single,1,No,No,No,60,Sub-arterial Road
20203186,Single,1,No,No,No,60,Local Road
20201077,Single,1,No,No,No,60,Sub-arterial Road
20203231,Single,1,No,No,No,60,National or State Highway
20203150,Single,1,No,No,No,80,Collector Road
20204058,Single,1,No,No,No,100,Local Road
20202155,Single,1,No,No,No,80,Arterial Road
20202173,Single,1,No,No,No,100,Local Road
20202074,Single,1,No,No,No,60,Arterial Road
20201183,Single,1,No,No,No,50,Collector Road
20205006,Single,1,No,No,No,80,National or State Highway
20205126,Single,1,No,No,No,110,Arterial Road
20201168,Single,1,No,No,No,100,Arterial Road
20205062,Single,1,No,No,No,110,National or State Highway
20203085,Single,1,No,No,No,60,Collector Road
20204027,Single,1,No,No,No,110,Arterial Road
20202055,Single,1,No,No,Yes,80,National or State Highway
20204014,Single,1,No,No,No,100,Collector Road
20202146,Single,1,No,No,No,60,Local Road
20204045,Single,1,No,No,No,80,Collector Road
20204077,Single,1,No,No,No,90,Sub-arterial Road
20204064,Single,1,No,No,No,100,Arterial Road
20205076,Single,1,No,No,No,60,Local Road
20202113,Single,1,No,No,No,40,Local Road
20202030,Single,1,No,No,No,100,National or State Highway
20203082,Single,1,No,Yes,No,60,Sub-arterial Road
20205113,Multiple,2,No,No,No,110,Arterial Road
20203026,Single,1,No,No,No,50,Local Road
20201192,Single,1,No,No,No,100,Sub-arterial Road
20204024,Single,1,No,No,No,100,Sub-arterial Road
20203145,Single,1,No,No,No,50,Local Road
20204056,Single,1,No,No,No,110,Sub-arterial Road
20203151,Single,1,No,No,No,60,Collector Road
20203170,Multiple,2,No,No,No,100,National or State Highway
20204051,Single,1,No,No,No,110,Local Road
20201221,Single,1,No,No,No,80,Arterial Road
20201109,Single,1,No,No,No,90,Arterial Road
20201113,Single,1,No,No,No,100,Sub-arterial Road
20202148,Single,1,No,No,No,100,Arterial Road
20201117,Single,1,No,No,No,50,National or State Highway
20201083,Single,1,No,No,No,50,Arterial Road
20202117,Single,1,No,No,No,70,National or State Highway
20204057,Single,1,No,No,No,110,Arterial Road
20203182,Single,1,No,No,No,60,Sub-arterial Road
20201260,Single,1,No,No,No,60,Collector Road
20203180,Single,1,No,No,Yes,100,National or State Highway
20201097,Single,1,No,No,No,100,Sub-arterial Road
20204026,Single,1,No,No,No,50,Collector Road
20202165,Single,1,No,No,No,40,Local Road
20203059,Single,1,No,No,No,60,Sub-arterial Road
20201248,Single,1,No,No,No,100,Arterial Road
20203169,Single,1,No,No,No,100,Sub-arterial Road
20201147,Single,1,No,No,Yes,110,National or State Highway
20202043,Single,1,No,No,No,50,Local Road
20202067,Single,1,No,No,No,60,Sub-arterial Road
20203183,Single,1,No,No,No,100,Sub-arterial Road
20205012,Single,1,No,No,No,110,Arterial Road
20201228,Single,1,No,Yes,No,50,Local Road
20203174,Single,1,No,No,No,80,Collector Road
20203073,Single,1,No,No,No,80,National or State Highway
20201017,Single,1,No,No,No,100,Sub-arterial Road
20201227,Single,1,No,No,No,70,Arterial Road
20203141,Single,1,No,No,No,100,Collector Road
20202036,Single,1,No,No,No,100,National or State Highway
20204070,Single,1,No,No,No,110,Sub-arterial Road
20204002,Single,1,No,No,No,100,Arterial Road
20206001,Single,1,No,No,Yes,100,National or State Highway
20202137,Single,1,No,Yes,No,60,Sub-arterial Road
20203016,Single,1,No,No,No,50,Local Road
20206013,Single,1,No,No,No,100,National or State Highway
20204055,Single,1,No,No,No,100,Arterial Road
20202001,Single,1,No,No,No,70,National or State Highway
20201028,Single,1,No,No,No,60,Local Road
20202149,Single,1,No,No,Yes,60,National or State Highway
20201156,Single,1,No,No,No,80,National or State Highway
20202010,Single,1,No,No,No,80,National or State Highway
20201005,Multiple,2,No,No,No,100,National or State Highway
20201055,Single,1,No,No,No,100,Sub-arterial Road
20207012,Single,1,No,No,No,130,National or State Highway
20204043,Single,1,No,No,No,50,Local Road
20201161,Single,1,No,No,No,50,Local Road
20203019,Single,1,No,Yes,No,100,Sub-arterial Road
20202120,Single,1,No,No,No,100,Local Road
20202021,Single,1,No,No,No,80,Local Road
20205084,Multiple,2,No,No,No,90,Arterial Road
20203154,Single,1,No,No,No,70,Sub-arterial Road
20201230,Single,1,No,No,No,60,Collector Road
20201089,Single,1,No,No,No,100,Sub-arterial Road
20203247,Single,1,No,No,No,100,National or State Highway
20207016,Multiple,2,No,No,No,70,Arterial Road
20203044,Single,1,No,No,No,90,Sub-arterial Road
20201108,Single,1,No,No,Yes,110,National or State Highway
20205021,Single,1,No,Yes,No,110,Arterial Road
20205003,Single,1,No,No,No,80,National or State Highway
20202078,Single,1,No,No,No,100,Arterial Road
20205115,Single,1,No,No,No,110,National or State Highway
20202150,Single,1,No,No,Yes,100,Arterial Road
20202112,Single,1,No,No,No,80,Arterial Road
20207014,Single,1,No,No,No,100,Sub-arterial Road
20201115,Single,1,No,No,No,100,Sub-arterial Road
20202103,Single,1,No,No,No,100,Sub-arterial Road
20203102,Single,1,No,No,No,60,Sub-arterial Road
20206007,Single,1,No,No,No,50,Sub-arterial Road
20201020,Single,1,No,No,No,100,Local Road
20204023,Multiple,2,No,No,No,80,Collector Road
20201069,Multiple,2,No,Yes,No,100,Arterial Road
20201030,Single,1,No,No,No,50,Arterial Road
20201235,Single,1,No,No,No,70,Arterial Road
20205085,Single,1,No,No,No,110,National or State Highway
20202185,Single,1,No,No,No,80,National or State Highway
20202136,Single,1,No,Yes,No,80,Arterial Road
20205107,Single,1,No,No,No,60,Arterial Road
20201157,Multiple,4,No,No,No,50,Collector Road
20202152,Single,1,No,No,No,100,Arterial Road
20205088,Single,1,No,No,No,50,Local Road
20201050,Single,1,No,No,No,60,Arterial Road
20202179,Single,1,No,No,No,60,Arterial Road
20204042,Single,1,No,No,No,110,Arterial Road
20203133,Single,1,No,No,No,50,Local Road
20202031,Single,1,No,No,No,60,National or State Highway
20202052,Single,1,No,No,No,100,Sub-arterial Road
20204009,Single,1,Yes,No,No,110,Access road
20203216,Single,1,No,No,No,100,National or State Highway
20203219,Single,1,No,No,No,100,Sub-arterial Road
20201128,Single,1,No,No,No,50,Collector Road
20201074,Single,1,No,No,No,60,Arterial Road
20206031,Single,1,No,No,No,100,Sub-arterial Road
20205060,Single,1,No,No,No,50,Local Road
20201139,Single,1,No,No,No,100,National or State Highway
20201261,Single,1,No,No,No,70,National or State Highway
20207021,Single,1,No,No,No,100,Arterial Road
20201123,Single,1,No,No,Yes,80,National or State Highway
20201049,Single,1,No,No,No,50,Collector Road
20201015,Single,1,No,Yes,No,50,Arterial Road
20203251,Single,1,No,No,No,50,Local Road
20206002,Single,1,No,No,No,110,National or State Highway
20202048,Single,1,No,No,Yes,100,Arterial Road
20203034,Single,1,No,No,No,80,National or State Highway
20201054,Single,1,No,No,No,60,National or State Highway
20201018,Single,1,No,No,No,100,Local Road
20202003,Single,1,No,No,No,80,National or State Highway
20204031,Single,1,No,No,No,110,National or State Highway
20203067,Multiple,2,No,No,Yes,100,Local Road
20204018,Single,1,No,No,No,80,Local Road
20203110,Single,1,No,No,No,40,National or State Highway
20201103,Single,1,No,Yes,No,80,Arterial Road
20202107,Single,1,No,No,No,100,Local Road
20203166,Single,1,No,No,No,100,Sub-arterial Road
20201024,Single,1,No,No,No,50,Local Road
20201206,Single,1,No,No,No,60,Collector Road
20202142,Multiple,2,No,No,Yes,60,Sub-arterial Road
20201203,Single,1,No,Yes,No,40,Local Road
20201075,Single,1,No,No,No,60,Local Road
20206009,Multiple,3,No,No,No,110,National or State Highway
20202045,Single,1,No,No,No,80,National or State Highway
20204059,Single,1,No,No,No,60,Sub-arterial Road
20205132,Single,1,No,No,No,50,Arterial Road
20203200,Single,1,No,No,No,50,Local Road
20205090,Single,1,No,No,No,50,Local Road
20205037,Single,1,No,No,No,100,Local Road
20201111,Single,1,No,No,No,60,Arterial Road
20202158,Single,1,No,No,No,50,National or State Highway
20202167,Single,1,No,No,Yes,100,National or State Highway
20202040,Single,1,No,No,No,100,National or State Highway
20201107,Single,1,No,No,No,90,Arterial Road
20203224,Single,1,No,No,Yes,100,National or State Highway
20203147,Single,1,No,No,No,100,National or State Highway
20202184,Single,1,No,No,No,50,Local Road
20201190,Single,1,No,Yes,No,110,National or State Highway
20201245,Single,1,No,No,No,100,Arterial Road
20204083,Single,1,No,No,No,100,Arterial Road
20203207,Single,1,No,No,No,70,Collector Road
20201259,Single,1,No,No,No,100,National or State Highway
20202068,Single,1,No,No,No,100,Arterial Road
20201178,Single,1,No,No,Yes,110,National or State Highway
20203196,Single,1,No,No,No,10,National or State Highway
20206016,Single,1,No,No,No,60,Local Road
20206008,Single,1,No,No,No,100,Arterial Road
20201105,Single,1,No,No,No,50,Collector Road
20201171,Single,1,No,No,No,100,Sub-arterial Road
20202161,Single,1,No,No,No,60,Local Road
20205010,Single,1,No,No,No,70,National or State Highway
20202085,Single,1,No,No,No,100,Arterial Road
20206026,Single,1,No,No,No,100,National or State Highway
20201199,Single,1,No,Yes,No,100,Sub-arterial Road
20201085,Single,1,No,No,No,50,Local Road
20206024,Single,1,No,No,No,50,Local Road
20201027,Single,1,No,No,Yes,100,Arterial Road
20202024,Multiple,2,No,No,No,50,Local Road
20203092,Multiple,2,No,No,No,100,National or State Highway
20206029,Single,1,Yes,No,No,50,Local Road
20204080,Multiple,2,No,No,No,100,Sub-arterial Road
20204049,Single,1,No,No,Yes,110,National or State Highway
20205011,Multiple,2,No,No,No,110,Arterial Road
20201076,Single,1,No,No,No,70,Arterial Road
20203227,Single,1,No,No,No,100,Sub-arterial Road
20201012,Single,1,No,No,No,110,National or State Highway
20205137,Single,1,No,No,No,80,Local Road
20204038,Single,1,No,No,No,110,Sub-arterial Road
20202174,Single,1,No,No,Yes,80,National or State Highway
20205122,Multiple,2,No,No,No,110,National or State Highway
20201048,Single,1,No,No,No,60,Arterial Road
20202054,Single,1,No,No,No,60,Local Road
20203242,Single,1,No,No,No,60,Local Road
20201210,Single,1,No,No,No,60,Sub-arterial Road
20204016,Single,1,No,No,No,60,Arterial Road
20202192,Multiple,2,No,No,No,50,Local Road
20201179,Single,1,No,No,No,70,Arterial Road
20205082,Single,1,No,No,No,60,Local Road
20202115,Single,1,No,Yes,No,50,Collector Road
20205079,Single,1,No,No,Yes,110,National or State Highway
20203022,Single,1,No,No,Yes,100,Local Road
20202083,Single,1,No,No,No,100,Local Road
20204062,Single,1,No,No,No,80,Local Road
20202026,Single,1,No,No,No,100,Arterial Road
20201254,Multiple,3,No,No,No,100,Sub-arterial Road
20201160,Single,1,No,No,No,100,Arterial Road
20202104,Single,1,No,No,No,50,Access road
20205131,Single,1,No,No,No,110,Arterial Road
20201134,Multiple,2,No,Yes,No,100,National or State Highway
20202086,Single,1,No,No,No,100,National or State Highway
20202126,Single,1,No,No,No,100,Arterial Road
20202011,Single,1,No,No,No,60,National or State Highway
20202047,Single,1,No,No,No,60,Access road
20202064,Single,1,No,No,No,60,Arterial Road
20201060,Single,1,No,No,No,40,Collector Road
20205087,Single,1,No,No,No,110,Arterial Road
20206021,Single,1,No,No,No,80,Arterial Road
20201046,Single,1,No,No,No,50,Local Road
20203149,Single,1,No,Yes,No,100,National or State Highway
20204052,Single,1,No,No,No,50,Local Road
20202194,Single,1,No,No,No,60,Arterial Road
20207010,Single,1,No,No,No,50,Local Road
20205121,Single,1,No,No,No,110,Arterial Road
20191119,Single,1,No,No,No,40,Collector Road
20192173,Single,1,No,No,No,60,Collector Road
20193073,Single,1,No,No,No,100,National or State Highway
20192170,Single,1,No,No,No,50,Sub-arterial Road
20197003,Single,1,No,No,No,130,National or State Highway
20194003,Single,1,No,No,No,100,Arterial Road
20191322,Multiple,2,No,No,No,100,Sub-arterial Road
20193148,Single,1,No,No,Yes,100,National or State Highway
20192171,Single,1,No,No,No,80,Sub-arterial Road
20192038,Single,1,No,No,No,100,Arterial Road
20194038,Single,1,No,No,No,110,Arterial Road
20195069,Multiple,2,No,No,No,100,National or State Highway
20193071,Single,1,No,No,No,100,Local Road
20193006,Single,1,No,No,Yes,100,National or State Highway
20194020,Single,1,No,No,No,50,Local Road
20194053,Single,1,No,No,Yes,110,National or State Highway
20197018,Multiple,5,No,No,No,130,Arterial Road
20193115,Single,1,No,No,No,100,Local Road
20197021,Single,1,No,No,No,80,Arterial Road
20191214,Single,1,No,No,No,70,Local Road
20192073,Single,1,No,No,No,80,Local Road
20191117,Single,1,No,No,No,60,Arterial Road
20191169,Single,1,No,No,No,80,Sub-arterial Road
20191207,Single,1,No,No,No,100,Arterial Road
20192176,Single,1,No,Yes,No,80,National or State Highway
20198001,Single,1,No,No,No,60,Local Road
20191012,Single,1,No,No,No,100,Arterial Road
20194030,Single,1,No,No,No,60,Collector Road
20192130,Single,1,No,No,No,60,Arterial Road
20191066,Single,1,No,No,No,100,Arterial Road
20195135,Single,1,No,No,No,110,Arterial Road
20191133,Single,1,No,No,No,110,National or State Highway
20191089,Single,1,No,No,No,100,Arterial Road
20194050,Single,1,No,No,No,100,Arterial Road
20193168,Single,1,No,No,No,100,National or State Highway
20191125,Single,1,No,No,No,60,Arterial Road
20191078,Single,1,No,No,No,80,Local Road
