crashId,crashType,numberFatalities,busInvolvement,heavyRigidTruckInvolvement,articulatedTruckInvolvement,speedLimit,nationalRoadType
20222056,Single,1,No,No,No,100,Local Road
20222203,Single,1,No,No,No,80,Arterial Road
20223257,Single,1,No,No,Yes,60,National or State Highway
20223128,Single,1,No,No,No,100,Sub-arterial Road
20222160,Single,1,No,No,No,70,National or State Highway
20222053,Single,1,No,No,No,60,Collector Road
20221183,Single,1,No,No,No,80,Sub-arterial Road
20222110,Single,1,No,No,No,100,National or State Highway
20221224,Single,1,No,No,No,100,Sub-arterial Road
20221259,Single,1,No,No,No,80,National or State Highway
20221228,Single,1,No,No,No,100,Arterial Road
20221198,Single,1,No,No,No,100,Sub-arterial Road
20223195,Single,1,No,No,No,70,Collector Road
20221034,Single,1,No,No,Yes,100,National or State Highway
20221115,Single,1,No,No,No,60,Arterial Road
20223211,Multiple,2,No,No,Yes,100,National or State Highway
20221075,Single,1,No,No,No,100,Local Road
20223089,Single,1,No,No,No,100,National or State Highway
20222162,Single,1,No,No,No,90,Local Road
20222065,Single,1,No,No,No,100,National or State Highway
20221159,Single,1,No,No,No,80,Sub-arterial Road
20222046,Single,1,No,No,No,100,National or State Highway
20221068,Single,1,No,No,Yes,100,National or State Highway
20222174,Single,1,No,No,No,100,Arterial Road
20223041,Single,1,No,No,No,80,Sub-arterial Road
20226022,Single,1,No,No,No,110,National or State Highway
20221020,Single,1,No,No,No,100,Local Road
20223133,Single,1,No,No,Yes,100,Local Road
20222062,Single,1,No,No,No,80,Arterial Road
20221254,Multiple,2,No,Yes,No,100,National or State Highway
20222007,Single,1,No,Yes,No,100,Sub-arterial Road
20223233,Single,1,No,No,No,100,Sub-arterial Road
20221241,Single,1,No,No,Yes,100,Arterial Road
20227006,Single,1,No,No,No,110,Arterial Road
20222212,Single,1,No,No,No,100,Local Road
20221229,Single,1,No,No,No,70,Collector Road
20226033,Single,1,No,Yes,No,60,Sub-arterial Road
20222041,Single,1,No,No,No,60,Local Road
20221186,Single,1,No,No,No,50,Collector Road
20227034,Single,1,No,No,Yes,130,National or State Highway
20224048,Single,1,No,Yes,No,50,Local Road
20221214,Single,1,No,No,No,60,Collector Road
20223142,Single,1,No,Yes,No,80,Sub-arterial Road
20222100,Single,1,No,No,No,100,National or State Highway
20223021,Single,1,No,No,No,60,Sub-arterial Road
20221158,Single,1,No,No,No,60,National or State Highway
20222117,Single,1,No,No,No,80,Sub-arterial Road
20221154,Single,1,No,Yes,No,110,National or State Highway
20227019,Single,1,No,No,No,100,Sub-arterial Road
20221024,Multiple,2,No,No,No,100,Local Road
20222186,Single,1,No,No,No,60,Sub-arterial Road
20224017,Single,1,No,No,No,50,Collector Road
20222219,Single,1,No,No,No,70,Arterial Road
20228001,Single,1,No,No,No,80,Arterial Road
20222125,Single,1,No,No,No,100,Sub-arterial Road
20226024,Single,1,No,No,No,110,National or State Highway
20213216,Single,1,No,No,No,100,Local Road
20212172,Single,1,No,No,No,70,Arterial Road
20215133,Single,1,No,No,No,100,Arterial Road
20213127,Single,1,No,No,No,40,Access road
20212142,Single,1,No,No,No,100,National or State Highway
20212161,Single,1,No,No,Yes,100,National or State Highway
20211232,Single,1,No,No,No,50,Local Road
20212205,Single,1,No,No,No,80,Sub-arterial Road
20211018,Single,1,No,No,No,100,Arterial Road
20212026,Single,1,No,Yes,No,100,Sub-arterial Road
20217020,Single,1,No,No,No,90,Sub-arterial Road
20216011,Single,1,No,No,No,100,National or State Highway
20212157,Single,1,No,No,No,50,Arterial Road
20213119,Single,1,No,No,No,60,Local Road
20212051,Single,1,No,No,No,60,Arterial Road
20211130,Single,1,No,No,No,60,Collector Road
20217003,Multiple,2,No,No,No,110,Sub-arterial Road
20213226,Single,1,No,No,No,80,Access road
20217025,Single,1,No,No,No,50,Sub-arterial Road
20213164,Single,1,No,No,Yes,100,Sub-arterial Road
20211254,Single,1,No,No,No,100,National or State Highway
20212108,Multiple,2,No,No,No,100,National or State Highway
20213187,Single,1,No,No,Yes,100,Sub-arterial Road
20212145,Single,1,No,No,No,110,National or State Highway
20214071,Single,1,No,No,No,60,National or State Highway
20211225,Single,1,No,No,No,80,Arterial Road
20211166,Single,1,No,No,No,50,Local Road
20211178,Single,1,No,No,No,50,Local Road
20214004,Single,1,No,No,No,80,Sub-arterial Road
20211200,Single,1,No,No,No,80,Sub-arterial Road
20215156,Single,1,No,No,No,50,Arterial Road
20211155,Single,1,No,No,No,100,National or State Highway
20211170,Single,1,No,No,No,60,Sub-arterial Road
20215047,Single,1,No,No,No,110,National or State Highway
20212198,Single,1,No,No,No,60,Arterial Road
20212013,Single,1,No,No,No,100,Sub-arterial Road
20214049,Single,1,No,No,Yes,110,National or State Highway
20213006,Single,1,No,No,No,50,Local Road
20211017,Single,1,No,No,No,100,Arterial Road
20214075,Single,1,No,No,No,100,Arterial Road
20213162,Single,1,No,No,No,60,Local Road
20217007,Single,1,No,No,No,50,Local Road
20211124,Single,1,No,No,No,80,Sub-arterial Road
20215063,Single,1,No,No,No,80,National or State Highway
20211075,Single,1,No,No,No,80,Sub-arterial Road
20211174,Single,1,No,No,Yes,100,Local Road
20211229,Single,1,No,No,No,50,Local Road
20213008,Single,1,No,No,No,110,National or State Highway
20213150,Single,1,No,No,No,80,National or State Highway
20211133,Single,1,No,Yes,No,60,Collector Road
20211042,Single,1,No,No,No,100,National or State Highway
20212133,Single,1,No,No,No,50,Local Road
20212194,Single,1,No,No,No,60,Arterial Road
20212196,Single,1,No,No,No,100,Sub-arterial Road
20213195,Single,1,No,No,No,80,Collector Road
20212129,Single,1,No,No,No,80,Arterial Road
20215152,Single,1,No,No,No,80,Local Road
20215013,Single,1,No,No,No,110,Arterial Road
20215078,Single,1,No,No,No,60,Local Road
20216018,Single,1,No,No,No,80,Arterial Road
20211250,Single,1,No,No,No,70,Arterial Road
20216010,Single,1,No,No,No,80,Sub-arterial Road
20211039,Single,1,No,No,No,100,Arterial Road
20211131,Single,1,No,No,No,100,Arterial Road
20214022,Single,1,No,No,No,100,Sub-arterial Road
20211246,Single,1,No,No,Yes,80,National or State Highway
20214015,Single,1,No,No,No,110,National or State Highway
20211031,Single,1,No,No,No,70,Sub-arterial Road
20212030,Single,1,No,No,No,100,Arterial Road
20212067,Multiple,2,No,No,No,100,Sub-arterial Road
20211081,Single,1,No,No,No,50,Local Road
20211181,Single,1,No,No,No,60,Arterial Road
20215057,Single,1,No,Yes,No,50,Local Road
20214074,Single,1,No,No,No,110,Arterial Road
20215150,Single,1,No,Yes,No,100,National or State Highway
20213228,Single,1,No,No,No,50,Local Road
20211027,Single,1,No,No,No,70,Local Road
20211087,Single,1,No,No,No,100,Sub-arterial Road
20211086,Single,1,No,Yes,No,60,Collector Road
20211242,Single,1,No,Yes,No,100,Sub-arterial Road
20215054,Single,1,No,No,No,90,National or State Highway
20215144,Single,1,No,No,No,110,Local Road
20211147,Single,1,No,No,No,80,Arterial Road
20211194,Single,1,No,No,No,70,Arterial Road
20213247,Single,1,No,No,No,50,Local Road
20211146,Single,1,No,Yes,No,50,Arterial Road
20212029,Single,1,No,No,No,60,Collector Road
20213206,Single,1,No,No,No,100,National or State Highway
20216016,Single,1,No,No,No,100,Sub-arterial Road
20211164,Single,1,No,No,Yes,100,Sub-arterial Road
20211009,Single,1,No,No,No,50,Local Road
20212162,Single,1,No,No,Yes,110,National or State Highway
20213242,Single,1,No,No,No,100,National or State Highway
20212075,Single,1,No,No,No,100,Arterial Road
20213086,Single,1,No,No,No,100,National or State Highway
20211235,Single,1,No,No,No,50,Local Road
20211025,Single,1,No,Yes,No,100,National or State Highway
20213175,Single,1,No,Yes,No,100,National or State Highway
20212078,Single,1,No,No,No,100,Arterial Road
20211058,Single,1,No,No,No,100,Local Road
20212153,Single,1,No,No,No,60,Sub-arterial Road
20211167,Single,1,No,No,No,80,National or State Highway
20212167,Single,1,No,No,No,100,Local Road
20211215,Single,1,No,No,No,100,Arterial Road
20213154,Single,1,No,Yes,No,50,Local Road
20211205,Single,1,No,Yes,No,80,Arterial Road
20215151,Single,1,No,No,No,60,National or State Highway
20215066,Single,1,No,No,No,110,National or State Highway
20212113,Single,1,No,Yes,No,40,Sub-arterial Road
20214077,Single,1,No,No,No,110,Sub-arterial Road
20211013,Single,1,No,Yes,No,60,National or State Highway
20211103,Single,1,No,No,No,50,Local Road
20211085,Single,1,No,Yes,No,70,National or State Highway
20213026,Single,1,No,No,No,100,Sub-arterial Road
20217018,Single,1,Yes,No,No,70,Arterial Road
20213052,Single,1,No,No,No,60,Sub-arterial Road
20213031,Single,1,No,No,No,80,Local Road
20213153,Single,1,No,No,No,60,National or State Highway
20214027,Single,1,No,No,No,60,Local Road
20215076,Multiple,2,No,No,No,80,Arterial Road
20216032,Single,1,No,No,No,100,Sub-arterial Road
20214020,Single,1,No,No,Yes,50,Collector Road
20211097,Single,1,No,No,No,80,Arterial Road
20212061,Single,1,No,No,No,100,National or State Highway
20213071,Single,1,No,No,No,100,Local Road
20212176,Single,1,No,No,No,100,National or State Highway
20212136,Multiple,2,No,No,No,80,Arterial Road
20214084,Single,1,No,No,No,80,National or State Highway
20215105,Single,1,No,No,No,60,Local Road
20214056,Single,1,No,No,No,80,Sub-arterial Road
20211024,Single,1,No,No,No,40,Collector Road
20212201,Multiple,2,No,No,No,100,National or State Highway
20213166,Single,1,No,No,No,60,Collector Road
20215106,Single,1,No,No,No,80,Local Road
20212057,Single,1,No,No,Yes,100,National or State Highway
20211201,Single,1,No,No,No,110,National or State Highway
20212160,Single,1,No,Yes,No,80,Arterial Road
20211140,Single,1,No,No,Yes,110,National or State Highway
20211041,Single,1,No,No,No,100,National or State Highway
20212034,Single,1,No,Yes,No,100,National or State Highway
20212010,Single,1,No,No,No,60,Arterial Road
20214036,Single,1,No,No,No,110,Arterial Road
20213163,Single,1,No,No,No,100,National or State Highway
20211101,Single,1,No,Yes,No,100,Arterial Road
20211251,Single,1,No,No,No,50,Local Road
20213143,Multiple,3,No,No,No,80,Sub-arterial Road
20212209,Single,1,No,No,No,60,Sub-arterial Road
20212135,Single,1,No,No,No,40,Sub-arterial Road
20211168,Single,1,No,No,No,80,Arterial Road
20214050,Single,1,No,No,Yes,80,Local Road
20212011,Single,1,No,Yes,No,100,Local Road
20212185,Single,1,No,No,Yes,60,National or State Highway
20213088,Single,1,No,No,No,100,Sub-arterial Road
20211245,Single,1,No,No,No,100,National or State Highway
20214039,Multiple,2,No,No,No,100,Local Road
20213137,Multiple,2,No,No,No,60,Local Road
20212137,Single,1,No,No,No,100,National or State Highway
20215141,Single,1,No,No,No,110,Local Road
20213214,Single,1,No,No,No,100,Sub-arterial Road
20211127,Single,1,No,No,No,100,Arterial Road
20213134,Single,1,No,No,No,50,Local Road
20211183,Single,1,No,No,Yes,100,National or State Highway
20213027,Single,1,No,No,No,60,Sub-arterial Road
20212155,Single,1,No,No,No,100,Arterial Road
20213067,Single,1,No,No,No,100,Sub-arterial Road
20211213,Single,1,No,No,Yes,100,Sub-arterial Road
20212016,Single,1,No,No,No,80,Local Road
20215018,Single,1,No,No,No,110,Local Road
20215149,Single,1,No,No,No,60,National or State Highway
20213190,Single,1,No,No,No,100,National or State Highway
20212024,Single,1,No,No,No,70,Arterial Road
20215024,Single,1,No,No,No,60,Local Road
20216027,Single,1,No,No,No,110,National or State Highway
20215095,Multiple,2,No,No,No,100,Local Road
20213149,Single,1,No,No,No,80,Sub-arterial Road
20212143,Single,1,No,No,No,80,National or State Highway
20214058,Single,1,No,No,No,100,Sub-arterial Road
20211185,Single,1,Yes,No,No,50,Busway
20211159,Single,1,No,No,No,50,Local Road
20213140,Single,1,No,No,No,60,Sub-arterial Road
20212156,Multiple,2,No,Yes,No,60,National or State Highway
20215001,Single,1,No,No,No,110,Local Road
20215114,Single,1,No,No,No,60,Local Road
20212097,Single,1,No,No,No,50,Local Road
20212028,Single,1,No,No,No,100,National or State Highway
20215067,Single,1,Yes,No,No,50,Local Road
20212087,Single,1,No,No,No,100,Arterial Road
20213227,Multiple,2,No,No,No,60,Collector Road
20213174,Single,1,No,No,No,100,Collector Road
20213136,Single,1,No,No,No,110,National or State Highway
20211202,Single,1,No,No,No,60,Collector Road
20213197,Single,1,No,No,No,100,Sub-arterial Road
20211189,Single,1,No,No,No,100,Local Road
20213106,Single,1,No,No,No,100,Sub-arterial Road
20211100,Single,1,No,No,No,100,Arterial Road
20211093,Single,1,No,No,No,100,Local Road
20213032,Multiple,2,No,No,Yes,60,National or State Highway
20214003,Single,1,No,No,No,60,Arterial Road
20211021,Single,1,No,No,No,50,Arterial Road
20211161,Single,1,No,No,No,70,Sub-arterial Road
20211256,Single,1,No,No,No,100,Sub-arterial Road
20215065,Single,1,No,No,No,60,Arterial Road
20213070,Single,1,No,No,No,30,Pedestrian Thoroughfare
20213132,Single,1,No,No,No,70,Local Road
20212056,Single,1,No,Yes,No,100,Local Road
20217014,Single,1,No,No,Yes,80,Sub-arterial Road
20213046,Single,1,No,No,No,100,Local Road
20214037,Single,1,No,No,No,60,Sub-arterial Road
20211135,Single,1,No,No,No,100,Arterial Road
20211234,Single,1,No,No,No,80,National or State Highway
20213170,Single,1,No,No,No,80,Collector Road
20214061,Single,1,No,No,No,100,Collector Road
20213235,Single,1,No,No,No,50,Local Road
20213212,Single,1,No,No,No,60,Local Road
20214023,Single,1,No,No,Yes,110,National or State Highway
20211151,Single,1,No,No,No,40,Local Road
20212060,Single,1,No,No,No,60,Collector Road
20211089,Single,1,No,No,No,80,Arterial Road
20215041,Single,1,No,No,No,110,National or State Highway
20213123,Single,1,No,No,No,60,Local Road
20211145,Single,1,No,No,No,60,Arterial Road
20216009,Single,1,No,No,No,80,Access road
20211078,Single,1,No,Yes,No,110,National or State Highway
20211207,Single,1,No,No,Yes,110,National or State Highway
20211059,Multiple,2,No,No,No,100,Arterial Road
20212154,Single,1,No,No,No,60,Arterial Road
20215020,Single,1,No,No,No,110,Arterial Road
20212019,Single,1,No,No,Yes,60,Local Road
20213144,Single,1,No,No,No,60,Collector Road
20213199,Single,1,No,No,No,50,Local Road
20212186,Single,1,No,No,No,100,Local Road
20213082,Single,1,No,No,No,60,Collector Road
20211006,Single,1,No,No,No,60,Access road
20213003,Multiple,2,No,No,No,100,National or State Highway
20213141,Single,1,No,No,No,100,National or State Highway
20214030,Single,1,No,No,No,60,Sub-arterial Road
20214054,Single,1,No,No,No,100,Arterial Road
20215125,Single,1,No,No,No,60,Arterial Road
20213230,Single,1,No,No,No,80,Local Road
20212179,Single,1,No,No,No,60,Local Road
20215157,Single,1,No,No,No,110,Local Road
20211077,Single,1,No,No,No,100,National or State Highway
20212049,Single,1,No,No,Yes,100,National or State Highway
20213135,Multiple,3,No,No,Yes,80,National or State Highway
20214062,Single,1,No,No,No,100,Collector Road
20213112,Single,1,No,No,No,100,Sub-arterial Road
20211199,Single,1,No,No,No,80,Collector Road
20212092,Single,1,No,No,No,100,National or State Highway
20211152,Single,1,No,Yes,No,110,National or State Highway
20212036,Single,1,No,No,No,60,Local Road
20213093,Single,1,No,No,No,60,Collector Road
20213151,Single,1,No,No,No,80,National or State Highway
20213057,Single,1,No,No,No,5,Collector Road
20215059,Single,1,No,No,No,110,National or State Highway
20211212,Single,1,No,No,No,80,Arterial Road
20211106,Single,1,No,Yes,No,50,Local Road
20211184,Single,1,No,No,No,50,Collector Road
20215154,Single,1,No,No,No,110,Local Road
20213183,Single,1,No,No,No,70,Collector Road
20217012,Single,1,No,No,No,110,National or State Highway
20211063,Single,1,No,No,No,50,National or State Highway
20217009,Single,1,No,No,No,60,Arterial Road
20213177,Single,1,No,No,Yes,100,National or State Highway
20213101,Single,1,No,No,No,50,Local Road
20212095,Single,1,No,No,No,50,Local Road
20213185,Single,1,No,No,No,80,Local Road
20214091,Single,1,No,No,No,100,Sub-arterial Road
20214081,Single,1,No,No,No,80,Collector Road
20212128,Single,1,No,No,No,100,Sub-arterial Road
20215102,Single,1,No,No,No,90,Arterial Road
20212098,Multiple,2,No,No,No,100,National or State Highway
20214059,Single,1,No,Yes,No,100,National or State Highway
20211177,Single,1,No,No,No,70,Arterial Road
20214001,Single,1,No,No,No,60,Arterial Road
20212119,Single,1,No,No,No,50,Collector Road
20215127,Single,1,No,No,No,80,National or State Highway
20213002,Single,1,No,No,No,50,Local Road
20216013,Single,1,No,No,No,50,Arterial Road
20213087,Single,1,No,No,No,60,Local Road
20213030,Single,1,No,No,No,100,Busway
20212021,Single,1,No,No,No,50,Local Road
20211116,Single,1,No,No,No,100,National or State Highway
20211076,Single,1,No,No,No,110,National or State Highway
20211136,Single,1,No,No,No,100,National or State Highway
20212008,Single,1,No,No,No,60,Arterial Road
20215077,Single,1,No,No,No,110,Arterial Road
20213129,Single,1,No,No,No,40,Access road
20212066,Single,1,No,No,No,50,Local Road
20214047,Single,1,No,No,No,80,National or State Highway
20211191,Single,1,No,No,No,50,Local Road
20215044,Single,1,No,No,No,100,National or State Highway
20212106,Single,1,No,No,No,100,Arterial Road
20212134,Single,1,No,No,No,100,Sub-arterial Road
20212053,Single,1,No,No,No,100,Arterial Road
20217008,Single,1,No,No,No,80,Collector Road
20212111,Single,1,No,No,No,60,Local Road
20211011,Single,1,No,No,No,100,Sub-arterial Road
20213068,Single,1,No,No,No,100,National or State Highway
20213157,Single,1,No,No,No,100,Sub-arterial Road
20212012,Single,1,No,No,No,60,Sub-arterial Road
20211203,Single,1,No,No,Yes,50,Local Road
20215140,Single,1,No,No,No,70,Arterial Road
20213090,Single,1,No,No,No,50,Local Road
20212072,Single,1,No,No,No,80,Arterial Road
20215088,Single,1,No,No,No,110,National or State Highway
20215155,Single,1,No,No,No,110,National or State Highway
20215147,Single,1,Yes,No,No,80,Arterial Road
20213155,Single,1,No,No,No,100,National or State Highway
20215055,Single,1,No,No,No,60,Local Road
20211020,Single,1,No,No,No,50,Local Road
20213130,Single,1,No,Yes,No,100,National or State Highway
20215121,Single,1,No,No,No,70,Arterial Road
20216022,Single,1,No,No,No,50,Local Road
20215014,Single,1,No,No,No,70,Arterial Road
20212090,Single,1,No,No,No,50,Collector Road
20211030,Single,1,No,No,No,100,Sub-arterial Road
20215040,Single,1,No,No,No,60,National or State Highway
20213188,Single,1,No,No,No,80,Local Road
20212159,Multiple,4,No,No,No,60,Sub-arterial Road
20214013,Single,1,No,No,No,80,Sub-arterial Road
20215142,Multiple,2,No,No,No,70,Arterial Road
20211154,Single,1,No,No,No,100,Sub-arterial Road
20215132,Single,1,Yes,No,No,60,Arterial Road
20212077,Multiple,2,No,No,Yes,100,National or State Highway
20216014,Single,1,No,No,No,50,Sub-arterial Road
20211094,Single,1,No,No,No,90,Arterial Road
20212146,Single,1,No,No,No,60,Sub-arterial Road
20211015,Multiple,3,No,No,No,60,Arterial Road
20211108,Single,1,No,No,No,70,National or State Highway
20213165,Single,1,No,Yes,Yes,100,Sub-arterial Road
20214086,Single,1,No,Yes,No,60,Collector Road
20214079,Single,1,No,No,No,80,Arterial Road
20214010,Single,1,No,No,No,100,Arterial Road
20215128,Single,1,No,No,No,110,Arterial Road
20213062,Single,1,No,No,No,60,Sub-arterial Road
20215089,Single,1,No,Yes,No,110,Arterial Road
20211055,Single,1,No,No,No,80,Arterial Road
20213128,Multiple,4,No,No,No,100,National or State Highway
20211048,Multiple,2,No,No,Yes,110,National or State Highway
20213210,Single,1,No,No,No,100,National or State Highway
20212055,Multiple,3,No,No,No,60,Arterial Road
20212151,Single,1,No,No,No,100,Sub-arterial Road
20213084,Single,1,No,No,No,50,Local Road
20215028,Single,1,No,No,Yes,110,Arterial Road
20216031,Multiple,2,No,No,No,100,National or State Highway
20217010,Single,1,No,No,No,110,Sub-arterial Road
20211237,Single,1,No,No,No,80,Sub-arterial Road
20211197,Single,1,No,No,Yes,100,National or State Highway
20215002,Single,1,No,No,No,40,Arterial Road
20211160,Single,1,No,No,No,50,Local Road
20215022,Single,1,No,No,No,100,Arterial Road
20213113,Single,1,No,No,Yes,100,Sub-arterial Road
20213133,Single,1,No,No,No,70,Local Road
20213232,Single,1,No,No,Yes,100,National or State Highway
20215030,Single,1,No,Yes,No,50,Local Road
20212175,Single,1,No,No,No,100,Arterial Road
20213096,Multiple,2,No,No,No,100,Local Road
20211029,Multiple,2,No,Yes,No,60,Sub-arterial Road
20213085,Single,1,No,No,No,100,National or State Highway
20213040,Single,1,No,No,No,70,Sub-arterial Road
20213126,Single,1,No,No,No,70,Sub-arterial Road
20213222,Single,1,No,No,No,110,National or State Highway
20211244,Single,1,No,No,No,100,Arterial Road
20215038,Single,1,No,No,No,110,Local Road
20213217,Single,1,No,No,No,70,Collector Road
20213066,Single,1,No,No,No,100,National or State Highway
20211172,Single,1,No,No,No,70,Local Road
20211125,Single,1,No,No,No,100,Arterial Road
20217006,Single,1,No,No,No,50,Sub-arterial Road
20216020,Single,1,No,No,No,50,Local Road
20215049,Single,1,No,No,No,110,Local Road
20213058,Single,1,No,No,No,100,Sub-arterial Road
20212058,Multiple,2,No,No,No,60,Local Road
20216025,Single,1,No,No,No,100,Arterial Road
20215145,Single,1,No,No,No,100,National or State Highway
20213218,Single,1,No,No,Yes,100,National or State Highway
20214017,Single,1,No,Yes,No,110,National or State Highway
20212023,Single,1,No,No,No,80,National or State Highway
20212014,Single,1,No,No,No,50,Arterial Road
20213028,Single,1,No,No,No,80,Local Road
20213023,Single,1,No,No,No,100,Collector Road
20212171,Single,1,No,No,No,80,Local Road
20211118,Single,1,No,No,Yes,70,Collector Road
20213248,Single,1,No,No,No,100,Sub-arterial Road
20214070,Multiple,2,No,No,No,110,Arterial Road
20212076,Multiple,2,No,No,No,100,Local Road
20213024,Single,1,No,No,No,100,Sub-arterial Road
20217023,Single,1,No,No,No,90,Sub-arterial Road
20213142,Single,1,No,No,No,100,Sub-arterial Road
20213139,Single,1,No,No,No,60,National or State Highway
20212071,Single,1,No,Yes,No,80,National or State Highway
20211220,Single,1,No,Yes,Yes,110,National or State Highway
20211236,Single,1,No,No,No,100,Local Road
20216033,Single,1,No,Yes,No,50,Local Road
20214028,Single,1,No,No,No,100,Sub-arterial Road
20212118,Single,1,No,No,No,100,Arterial Road
20211057,Single,1,No,No,Yes,110,National or State Highway
20213196,Single,1,No,Yes,No,100,National or State Highway
20212074,Single,1,No,Yes,No,60,Sub-arterial Road
20211126,Single,1,No,No,No,70,National or State Highway
20211045,Single,1,No,No,No,80,Sub-arterial Road
20215110,Single,1,No,Yes,No,80,National or State Highway
20212210,Single,1,No,Yes,No,50,Local Road
20215015,Single,1,No,No,No,50,Arterial Road
20216029,Single,1,No,No,No,100,Collector Road
20211113,Single,1,No,No,No,60,Arterial Road
20213192,Single,1,No,No,No,60,Local Road
20213118,Single,1,No,No,No,100,National or State Highway
20213019,Single,1,No,No,No,100,Sub-arterial Road
20212124,Single,1,No,No,No,40,National or State Highway
20213012,Single,1,No,No,No,100,National or State Highway
20212187,Single,1,No,No,No,60,National or State Highway
20212044,Single,1,No,No,Yes,110,National or State Highway
20212109,Single,1,No,No,No,100,Sub-arterial Road
20215007,Single,1,No,No,No,60,Arterial Road
20213016,Multiple,3,No,No,No,110,National or State Highway
20211249,Single,1,No,No,No,60,Collector Road
20212005,Single,1,No,No,No,100,Local Road
20211088,Single,1,No,Yes,No,100,National or State Highway
20215123,Single,1,No,No,No,70,Local Road
20213010,Multiple,2,No,No,No,70,Collector Road
20214066,Single,1,No,No,Yes,110,Arterial Road
20213120,Single,1,No,No,No,60,Sub-arterial Road
20212088,Single,1,No,No,No,100,National or State Highway
20215091,Single,1,No,No,No,110,National or State Highway
20215153,Single,1,No,No,No,60,Local Road
20214078,Single,1,No,No,No,110,National or State Highway
20216024,Multiple,2,No,No,Yes,110,National or State Highway
20213073,Single,1,No,No,Yes,60,National or State Highway
20211148,Single,1,No,No,No,50,Local Road
20213103,Single,1,No,No,No,50,Local Road
20212180,Single,1,No,No,No,60,Arterial Road
20216028,Single,1,No,No,No,100,Collector Road
20215139,Single,1,No,No,No,110,Arterial Road
20213231,Single,1,No,No,No,60,National or State Highway
20213237,Single,1,No,No,No,60,Local Road
20211260,Single,1,No,No,No,60,Arterial Road
20217015,Single,1,No,No,No,100,National or State Highway
20211049,Single,1,No,No,No,60,National or State Highway
20215082,Single,1,No,No,No,110,Arterial Road
20214012,Single,1,No,No,No,60,Arterial Road
20215131,Single,1,No,No,No,100,Local Road
20212050,Single,1,No,No,No,60,Local Road
20213238,Single,1,No,No,No,100,Local Road
20212079,Single,1,No,No,No,110,National or State Highway
20214016,Single,1,No,No,No,100,Local Road
20211026,Single,1,No,No,No,60,Arterial Road
20215005,Single,1,No,Yes,No,90,National or State Highway
20212096,Single,1,No,No,Yes,100,National or State Highway
20213078,Single,1,No,No,No,70,Sub-arterial Road
20213004,Single,1,No,No,No,70,Sub-arterial Road
20213097,Single,1,No,No,No,50,Local Road
20212189,Multiple,2,No,No,No,60,Local Road
20211050,Single,1,No,No,No,100,Sub-arterial Road
20212052,Single,1,No,No,No,100,Local Road
20217024,Single,1,No,No,No,130,National or State Highway
20213039,Single,1,No,No,No,100,National or State Highway
20213107,Single,1,No,No,No,100,Sub-arterial Road
20216006,Multiple,2,No,No,No,110,National or State Highway
20215046,Single,1,No,No,No,110,National or State Highway
20211068,Single,1,No,No,No,70,Arterial Road
20212147,Single,1,No,No,No,80,Local Road
20217016,Single,1,No,No,No,100,Sub-arterial Road
20213080,Multiple,3,No,No,No,110,National or State Highway
20215143,Single,1,No,No,No,80,Arterial Road
20212149,Single,1,No,No,Yes,100,National or State Highway
20213035,Multiple,2,No,No,Yes,100,Sub-arterial Road
20211239,Single,1,No,No,No,100,Sub-arterial Road
20211064,Single,1,No,No,No,100,Arterial Road
20217031,Single,1,No,No,No,110,Sub-arterial Road
20214025,Single,1,No,No,No,100,Sub-arterial Road
20212158,Single,1,No,No,No,70,Local Road
20216019,Single,1,No,No,No,60,Arterial Road
20211241,Single,1,No,No,No,50,Local Road
20211221,Single,1,No,No,Yes,100,Arterial Road
20212002,Single,1,No,No,No,80,Arterial Road
20213029,Single,1,No,No,No,60,Sub-arterial Road
20211120,Single,1,No,No,No,110,National or State Highway
20212039,Single,1,No,No,No,100,Arterial Road
20212063,Single,1,No,No,No,50,Local Road
20213005,Single,1,No,No,No,80,Sub-arterial Road
20211040,Single,1,No,No,No,50,Local Road
20212148,Single,1,No,No,No,70,National or State Highway
20215061,Single,1,No,No,No,50,Local Road
20213169,Multiple,2,No,No,Yes,100,National or State Highway
20213017,Single,1,No,No,No,70,Local Road
20214014,Single,1,No,No,No,80,National or State Highway
20215052,Single,1,No,No,No,50,Arterial Road
20214021,Single,1,No,No,No,40,Sub-arterial Road
20211012,Single,1,No,No,Yes,60,Arterial Road
20213182,Single,1,No,No,No,100,Local Road
20211175,Single,1,No,No,No,50,Local Road
20214024,Multiple,2,No,No,No,110,National or State Highway
20211196,Single,1,No,No,No,100,Sub-arterial Road
20217019,Single,1,No,No,No,80,Arterial Road
20213160,Single,1,No,No,No,100,National or State Highway
20211062,Single,1,No,No,No,90,Local Road
20212038,Single,1,No,No,No,80,Arterial Road
20213079,Single,1,No,No,Yes,100,National or State Highway
20214072,Single,1,No,No,No,100,Local Road
20211038,Single,1,No,No,No,70,Arterial Road
20217028,Single,1,No,Yes,No,130,Access road
20211227,Single,1,No,No,No,50,Local Road
20218003,Single,1,No,No,No,50,Local Road
20212204,Single,1,No,No,No,50,Arterial Road
20211047,Single,1,No,No,No,100,Arterial Road
20213219,Single,1,No,No,No,100,Local Road
20213180,Single,1,No,No,Yes,80,National or State Highway
20212177,Single,1,No,No,No,100,Local Road
20213054,Single,1,No,No,Yes,100,National or State Highway
20212182,Single,1,No,No,No,50,Collector Road
